sentence_id,doc_id,sent_idx,sentence,start_char,end_char,length,cleaned_version,created_at
doc_7ceb_sent_00313,doc_7ceb,313,"About this task
To set up the LSF environment for your users, use the following two shell ﬁles:
LSF_CONFDIR/cshrc.lsf
Use this ﬁle for csh or tcsh shell.
LSF_CONFDIR/proﬁle.lsf
Use this ﬁle for sh, ksh, or bash shell.",44874,45092,217,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00314,doc_7ceb,314,"Procedure
For csh or tcsh shell:
Add the cshrc.lsf ﬁle to the end of the .cshrc ﬁle for all users:
Copy the contents of the cshrc.lsf ﬁle into the .cshrc ﬁle.",45092,45251,158,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00315,doc_7ceb,315,Add a line with the source command to the end of the .cshrc ﬁle:,45251,45316,64,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00316,doc_7ceb,316,"For example, if your the LSF_TOP directory for your cluster is /usr/share/lsf/conf, add the following line to the .cshrc ﬁle:
source /usr/share/lsf/conf/cshrc.lsf
For sh, ksh, or bash shell:
Add the proﬁle.lsf ﬁle to the end of the .proﬁle ﬁle for all users:
Copy the contents of the proﬁle.lsf ﬁle into the .proﬁle ﬁle.",45316,45637,320,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00317,doc_7ceb,317,"For example, if your the LSF_TOP directory for your cluster is /usr/share/lsf/conf, add a line similar to the following to the end of the
.proﬁle ﬁle:
. /usr/share/lsf/conf/profile.lsf
Adding a host to your cluster
Use the LSF installation script lsﬁnstall to add new hosts and host types to your cluster.",45637,45943,305,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00318,doc_7ceb,318,"Before you begin
Make sure that you have the LSF distribution ﬁles for the host types you want to add. For example, to add a Linux system that runs x86-64 Kernel 2.6
and 3.x to your cluster, get the ﬁle lsf10.1.0_linux2.6-glibc2.3-x86_64.tar.Z.
Distribution packages for all supported LSF releases are available for download through IBM Passport Advantage.",45943,46300,356,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00319,doc_7ceb,319,See LSF System Requirements on IBM developerWorks for a complete list of supported operating systems.,46300,46402,101,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00320,doc_7ceb,320,"The following videos provide more help about downloading LSF through IBM Passport Advantage:
YouTube
IBM Education Assistant
About this task
Adding a host to your cluster has the following major steps:",46402,46604,201,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00321,doc_7ceb,321,"Install LSF binary ﬁles for the host type.
2.",46607,46652,45,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00322,doc_7ceb,322,Add host information to the lsf.cluster.cluster_name ﬁle.,46653,46711,57,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00323,doc_7ceb,323,Set up the new host.,46714,46735,20,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00324,doc_7ceb,324,"Procedure
1.",46735,46747,12,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00325,doc_7ceb,325,Install the binary ﬁles for a new host type.,46748,46793,44,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00326,doc_7ceb,326,Use the lsﬁnstall command to add new host types to your cluster.,46793,46857,64,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00327,doc_7ceb,327,"If you already have the distribution ﬁles for the host types you want to add,
you can skip these steps.",46858,46962,103,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00328,doc_7ceb,328,a. Log on as root to any host that can access the LSF installation script directory.,46962,47047,84,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00329,doc_7ceb,329,b. Change to the installation script directory.,47047,47095,47,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00330,doc_7ceb,330,"# cd /usr/share/lsf/cluster1/10.1.0/install
c. Edit the install.conﬁg ﬁle to specify the options you want for new host types.",47095,47221,125,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00331,doc_7ceb,331,"For more information about the install.conﬁg ﬁle, see the IBM® Spectrum LSF Conﬁguration Reference.",47221,47320,99,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00332,doc_7ceb,332,"For information about the
lsﬁnstall command, see Installing IBM Spectrum LSF on UNIX and Linux and the IBM Spectrum LSF Command Reference.",47321,47460,138,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00333,doc_7ceb,333,d. Run the ./lsfinstall -f,47460,47486,26,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00334,doc_7ceb,334,install.config command.,47487,47511,23,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00335,doc_7ceb,335,"e. Follow the steps for host setup in After Installing LSF in Installing IBM Spectrum LSF on UNIX and Linux (or in the
lsf_getting_started.html ﬁle that is generated by the lsﬁnstall script) to set up the new hosts.",47511,47727,215,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00336,doc_7ceb,336,Add host information to the lsf.cluster.cluster_name ﬁle.,47730,47788,57,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00337,doc_7ceb,337,a. Log on to the LSF management host as the primary LSF administrator.,47788,47859,70,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00338,doc_7ceb,338,"b. Edit the LSF_CONFDIR/lsf.cluster.cluster_name ﬁle, and add host information for the new host to the Host section.",47859,47976,116,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00339,doc_7ceb,339,Add the name of the host.,47976,48002,25,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00340,doc_7ceb,340,Add model or type.,48002,48021,18,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00341,doc_7ceb,341,"If you enter the ! keyword in the model and type columns, the host model is automatically detected by lim running on the host.",48021,48148,126,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00342,doc_7ceb,342,"You might want to use the default values for that host type now, and change them later on when you have more experience or
more information.",48148,48289,140,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00343,doc_7ceb,343,"Specify LSF server or client in the server column:
1 (one) indicates an LSF server host.",48289,48378,88,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00344,doc_7ceb,344,0 (zero) indicates an LSF client-only host.,48378,48422,43,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00345,doc_7ceb,345,"By default, all hosts are considered LSF server hosts.",48422,48477,54,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00346,doc_7ceb,346,"HOSTNAME model type server r1m mem RESOURCES REXPRI
hosta !",48477,48536,59,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00347,doc_7ceb,347,"SUNSOL 1 1.0 4 () 0
hostb !",48537,48564,27,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00348,doc_7ceb,348,"LINUX 0 1.0 4 () 0
hostc !",48565,48591,26,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00349,doc_7ceb,349,"HPPA 1 1.0 4 () 0
End Host
c. Save the changes to LSF_CONFDIR/lsf.cluster.cluster_name.",48592,48680,87,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00350,doc_7ceb,350,d. Reconﬁgure lim to enable the new host in the cluster.,48680,48737,56,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00351,doc_7ceb,351,"% lsadmin reconfig
Checking configuration files ...",48737,48789,51,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00352,doc_7ceb,352,No errors found.,48789,48806,16,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00353,doc_7ceb,353,"Do you really want to restart LIMs on all hosts? [y/n] y
Restart LIM on <hosta> ......",48806,48892,86,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00354,doc_7ceb,354,"done
Restart LIM on <hostc> ......",48893,48927,34,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00355,doc_7ceb,355,"done
Restart LIM on <hostd> ......",48928,48962,34,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00356,doc_7ceb,356,"done
The lsadmin reconﬁg command checks for conﬁguration errors.",48963,49027,64,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00357,doc_7ceb,357,"If no unrecoverable errors are found, you are asked to conﬁrm that you
want to restart lim on all hosts and lim is reconﬁgured.",49028,49155,127,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00358,doc_7ceb,358,"If unrecoverable errors are found, reconﬁguration exits.",49156,49213,56,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00359,doc_7ceb,359,e. Reconﬁgure mbatchd.,49213,49236,22,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00360,doc_7ceb,360,Checking configuration files ...,49236,49269,32,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00361,doc_7ceb,361,No errors found.,49269,49286,16,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00362,doc_7ceb,362,Do you want to reconfigure?,49286,49313,27,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00363,doc_7ceb,363,"[y/n] y
Reconfiguration initiated
The badmin reconﬁg command checks for conﬁguration errors.",49314,49406,92,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00364,doc_7ceb,364,"If no unrecoverable errors are found, you are asked to conﬁrm
reconﬁguration.",49407,49484,77,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00365,doc_7ceb,365,"If unrecoverable errors are found, reconﬁguration exits.",49485,49542,56,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00366,doc_7ceb,366,3. (Optional) Use the hostsetup command to set up the new host.,49542,49606,63,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00367,doc_7ceb,367,a. Log on as root to any host that can access the LSF installation script directory.,49606,49691,84,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00368,doc_7ceb,368,b. Change to the installation script directory.,49691,49739,47,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00369,doc_7ceb,369,"# cd /usr/share/lsf/cluster1/10.1.0/install
c. Run the hostsetup command to set up the new host.",49739,49836,96,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00370,doc_7ceb,370,# ./hostsetup,49836,49849,13,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00371,doc_7ceb,371,"--top=""/usr/share/lsf/lsf_62"" --boot=""y""
For information about the hostsetup command, see Installing IBM Spectrum LSF on UNIX and Linux and the IBM Spectrum LSF
Command Reference.",49850,50030,179,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00372,doc_7ceb,372,d. Start LSF on the new host.,50030,50060,29,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00373,doc_7ceb,373,"Run the following commands:
# bctrld start lim
# bctrld start res
# bctrld start sbd
e.",50060,50147,87,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00374,doc_7ceb,374,Run the bhosts and lshosts commands to verify your changes.,50148,50208,59,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00375,doc_7ceb,375,"If any host type or host model is UNKNOWN or DEFAULT, see Working with hosts in IBM Spectrum LSF Cluster Management and
Operations to ﬁx the problem.",50208,50358,149,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00376,doc_7ceb,376,"Results
Use dynamic host conﬁguration to add hosts to the cluster without manually changing the LSF conﬁguration.",50358,50471,113,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00377,doc_7ceb,377,"For more information about
adding hosts dynamically, see IBM Spectrum LSF Cluster Management and Operations.",50472,50581,108,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00378,doc_7ceb,378,"If you get errors, see Troubleshooting LSF problems for help with some common conﬁguration errors.",50581,50680,98,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00379,doc_7ceb,379,"Removing a host from your cluster
Removing a host from LSF involves closing a host to prevent any additional jobs from running on the host and removing references to the host from
the lsf.cluster.cluster_name ﬁle and other conﬁguration ﬁles.",50680,50922,241,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00380,doc_7ceb,380,"About this task
CAUTION:
Never remove the management host from LSF. If you want to change your current default management host, change the lsf.cluster.cluster_name ﬁle
to assign a different default management host.",50922,51136,214,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00381,doc_7ceb,381,Then remove the host that was formerly the management host.,51137,51197,59,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00382,doc_7ceb,382,"Procedure
1.",51197,51209,12,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00383,doc_7ceb,383,Log on to the LSF host as root.,51210,51242,31,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00384,doc_7ceb,384,Run badmin hclose to close the host.,51245,51282,36,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00385,doc_7ceb,385,Closing the host prevents jobs from being dispatched to the host and allows running jobs to ﬁnish.,51282,51381,98,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00386,doc_7ceb,386,Stop all running daemons manually.,51384,51419,34,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00387,doc_7ceb,387,"Remove any references to the host in the Host section of the LSF_CONFDIR/lsf.cluster.cluster_name ﬁle.
5.",51422,51527,105,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00388,doc_7ceb,388,"Remove any other references to the host, if applicable, from the following conﬁguration ﬁles:
LSF_CONFDIR/lsf.shared
LSB_CONFDIR/cluster_name/conﬁgdir/lsb.hosts
LSB_CONFDIR/cluster_name/conﬁgdir/lsb.queues
LSB_CONFDIR/cluster_name/conﬁgdir/lsb.resources
6.",51528,51784,256,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00389,doc_7ceb,389,"Log off the host to be removed, and log on as root or the primary LSF administrator to any other host in the cluster.",51785,51903,117,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00390,doc_7ceb,390,Run the lsadmin reconﬁg command to reconﬁgure LIM.,51906,51957,50,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00391,doc_7ceb,391,"% lsadmin reconfig
Checking configuration files ...",51957,52009,51,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00392,doc_7ceb,392,No errors found.,52009,52026,16,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00393,doc_7ceb,393,"Do you really want to restart LIMs on all hosts? [y/n] y
Restart LIM on <hosta> ......",52026,52112,86,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00394,doc_7ceb,394,"done
Restart LIM on <hostc> ......",52113,52147,34,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00395,doc_7ceb,395,"done
The lsadmin reconﬁg command checks for conﬁguration errors.",52148,52213,64,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00396,doc_7ceb,396,"If no errors are found, you are asked to conﬁrm that you want to restart lim on all hosts and lim is reconﬁgured.",52213,52326,113,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00397,doc_7ceb,397,"If unrecoverable errors are
found, reconﬁguration exits.
8.",52327,52386,59,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00398,doc_7ceb,398,Run the badmin mbdrestart command to restart mbatchd.,52387,52441,53,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00399,doc_7ceb,399,Checking configuration files ...,52441,52474,32,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00400,doc_7ceb,400,No errors found.,52474,52491,16,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00401,doc_7ceb,401,Do you want to reconfigure?,52491,52518,27,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00402,doc_7ceb,402,"[y/n] y
Reconfiguration initiated
The badmin mbdrestart command checks for conﬁguration errors.",52519,52615,95,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00403,doc_7ceb,403,"If no unrecoverable errors are found, you are asked to conﬁrm reconﬁguration.",52615,52692,77,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00404,doc_7ceb,404,"If unrecoverable errors are found, reconﬁguration exits.
9.",52693,52752,59,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00405,doc_7ceb,405,"If you conﬁgured LSF daemons to start automatically at system startup, remove the LSF section from the host’s system startup ﬁles.",52753,52884,130,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00406,doc_7ceb,406,"For more information about automatic LSF daemon startup, see Setting up automatic LSF startup
Results
Use dynamic host conﬁguration to remove hosts to the cluster without manually changing the LSF conﬁguration.",52884,53094,210,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00407,doc_7ceb,407,"For more information about
removing hosts dynamically, see IBM Platform LSF Cluster Management and Operations.",53095,53206,110,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00408,doc_7ceb,408,"If you get errors, see ../lsf_admin/chap_troubleshooting_lsf.html#v3523448 for help with some common conﬁguration errors.",53206,53328,121,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00409,doc_7ceb,409,"Adding a queue
Edit the lsb.queues ﬁle to add the new queue deﬁnition.",53328,53398,70,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00410,doc_7ceb,410,Adding a queue does not affect pending or running jobs.,53399,53455,55,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00411,doc_7ceb,411,"Procedure
1.",53455,53467,12,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00412,doc_7ceb,412,Log in as the administrator on any host in the cluster.,53468,53524,55,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00413,doc_7ceb,413,Edit the LSB_CONFDIR/cluster_name/conﬁgdir/lsb.queues ﬁle to add the new queue deﬁnition.,53527,53617,89,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00414,doc_7ceb,414,"You can copy another queue deﬁnition from this ﬁle as a starting point. Remember to change the QUEUE_NAME parameter of the copied
queue.",53617,53754,136,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00415,doc_7ceb,415,"Save the changes to the lsb.queues ﬁle.
4.",53757,53799,42,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00416,doc_7ceb,416,"When the conﬁguration ﬁles are ready, run the badmin ckconﬁg command to check the new queue deﬁnition.",53800,53903,102,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00417,doc_7ceb,417,"If any errors are reported, ﬁx the problem and check the conﬁguration again.",53903,53980,76,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00418,doc_7ceb,418,Run the badmin reconﬁg command to reconﬁgure the cluster.,53983,54041,57,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00419,doc_7ceb,419,Checking configuration files ...,54041,54074,32,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00420,doc_7ceb,420,No errors found.,54074,54091,16,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00421,doc_7ceb,421,Do you want to reconfigure?,54091,54118,27,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00422,doc_7ceb,422,"[y/n] y
Reconfiguration initiated
The badmin reconﬁg command also checks for conﬁguration errors.",54119,54216,97,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00423,doc_7ceb,423,"If no unrecoverable errors are found, you are asked to conﬁrm
reconﬁguration.",54217,54294,77,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00424,doc_7ceb,424,"If unrecoverable errors are found, reconﬁguration exits.
Results
If you get errors, see Troubleshooting LSF problems for help with some common conﬁguration errors.",54295,54459,163,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00425,doc_7ceb,425,"For more information about the lsb.queues ﬁle, see the Conﬁguration Reference.",54459,54538,78,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00426,doc_7ceb,426,"For more information about the badmin reconﬁg command, see the Command Reference.",54538,54620,81,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00427,doc_7ceb,427,"Example
Begin Queue
QUEUE_NAME",54620,54650,30,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00428,doc_7ceb,428,"= normal
PRIORITY = 30
STACKLIMIT= 2048
DESCRIPTION = For normal low priority jobs, running only if hosts are lightly loaded.",54651,54777,125,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00429,doc_7ceb,429,"QJOB_LIMIT = 60 # job limit of the queue
PJOB_LIMIT = 2 # job limit per processor
ut =",54777,54863,86,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00430,doc_7ceb,430,"0.2
io = 50/240
USERS = all
HOSTS = all
NICE = 20
End Queue
Removing a queue
Edit lsb.queues to remove a queue deﬁnition.",54864,54986,121,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00431,doc_7ceb,431,"Before you begin
Important: Before you remove a queue, make sure that no jobs are running in the queue.",54986,55090,103,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00432,doc_7ceb,432,Use the bqueues command to view a list of existing queues and the jobs that are running in those queues.,55090,55194,104,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00433,doc_7ceb,433,"If jobs are in the queue that you want to
remove, you must switch pending and running jobs to another queue, then remove the queue.",55195,55326,131,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00434,doc_7ceb,434,"If you remove a queue that has pending jobs in it, the
jobs are temporarily moved to a lost_and_found queue. The job state does not change.",55327,55466,139,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00435,doc_7ceb,435,"Running jobs continue, and jobs that are pending in the
original queue are pending in the lost_and_found queue.",55467,55578,111,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00436,doc_7ceb,436,"Jobs remain pending until the user or the queue administrator uses the bswitch
command to switch the jobs into a regular queue.",55579,55706,127,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00437,doc_7ceb,437,Jobs in other queues are not affected.,55707,55746,38,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00438,doc_7ceb,438,"Procedure
1.",55746,55758,12,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00439,doc_7ceb,439,Log in as the primary administrator on any host in the cluster.,55759,55823,63,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00440,doc_7ceb,440,Close the queue to prevent any new jobs from being submitted.,55826,55888,61,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00441,doc_7ceb,441,"badmin qclose night
Queue night is closed
3.",55888,55932,44,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00442,doc_7ceb,442,Switch all pending and running jobs into another queue.,55933,55989,55,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00443,doc_7ceb,443,"For example, the bswitch -q night idle 0 command chooses jobs from the night queue to the idle queue.",55989,56090,101,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00444,doc_7ceb,444,"The job ID number 0 switches all
jobs.
bjobs -u all -q night
JOBID USER STAT QUEUE FROM_HOST",56091,56183,92,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00445,doc_7ceb,445,"JOB_NAME SUBMIT_TIME
5308 user5 RUN night hostA hostD",56194,56247,53,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00446,doc_7ceb,446,"job5 Nov 21 18:16
5310 user5 PEND night hostA hostC job10",56248,56305,57,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00447,doc_7ceb,447,"Nov 21 18:17
bswitch -q night idle 0
Job <5308> is switched to queue <idle>
Job <5310> is switched to queue <idle>
4.",56306,56423,117,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00448,doc_7ceb,448,"Edit the LSB_CONFDIR/cluster_name/conﬁgdir/lsb.queues ﬁle and remove or comment out the deﬁnition for the queue that you want to
remove.",56424,56561,136,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00449,doc_7ceb,449,"Save the changes to the lsb.queues ﬁle.
6.",56564,56606,42,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00450,doc_7ceb,450,Run the badmin reconﬁg command to reconﬁgure the cluster.,56607,56665,57,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00451,doc_7ceb,451,Checking configuration files ...,56665,56698,32,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00452,doc_7ceb,452,No errors found.,56698,56715,16,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00453,doc_7ceb,453,Do you want to reconfigure?,56715,56742,27,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00454,doc_7ceb,454,"[y/n] y
Reconfiguration initiated
The badmin reconﬁg command checks for conﬁguration errors.",56743,56835,92,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00455,doc_7ceb,455,"If no unrecoverable errors are found, you are asked to conﬁrm
reconﬁguration.",56836,56913,77,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00456,doc_7ceb,456,"If unrecoverable errors are found, reconﬁguration exits.
Results
If you get errors, see Troubleshooting LSF problems for help with some common conﬁguration errors.",56914,57078,163,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00457,doc_7ceb,457,"For more information about the lsb.queues ﬁle, see the Conﬁguration Reference.",57078,57157,78,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00458,doc_7ceb,458,"For more information about the badmin reconﬁg command, see the Command Reference.",57157,57239,81,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00459,doc_7ceb,459,"Conﬁgure LSF startup
Use the lsf.sudoers ﬁle so that LSF administrators can start and stop LSF daemons. Set up LSF to start automatically.",57239,57378,138,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00460,doc_7ceb,460,"Allowing LSF administrators to start LSF daemons with lsf.sudoers
 To allow LSF administrators to start and stop LSF daemons, conﬁgure the /etc/lsf.sudoers ﬁle.",57378,57538,160,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00461,doc_7ceb,461,"If the lsf.sudoers ﬁle does not exist, only root
can start and stop LSF daemons.",57539,57620,80,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00462,doc_7ceb,462,"Setting up automatic LSF startup
 Conﬁgure LSF daemons to start automatically on every LSF server host in the cluster.",57620,57739,118,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00463,doc_7ceb,463,"Related concepts
Installing LSF on UNIX and Linux
Related reference
lsf.sudoers
LSF daemon startup control
Allowing LSF administrators to start LSF daemons with lsf.sudoers
To allow LSF administrators to start and stop LSF daemons, conﬁgure the /etc/lsf.sudoers ﬁle.",57739,58005,266,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00464,doc_7ceb,464,"If the lsf.sudoers ﬁle does not exist, only root can start
and stop LSF daemons.",58006,58087,80,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00465,doc_7ceb,465,"About this task
Using the lsf.sudoers ﬁle requires you to enable the setuid bit. Since this allows LSF administration commands to run with root privileges, do not
proceed if you do not want these commands to run with root privileges.",58087,58321,233,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00466,doc_7ceb,466,"Procedure
1.",58321,58333,12,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00467,doc_7ceb,467,Log on as root to each LSF server host.,58334,58374,39,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00468,doc_7ceb,468,"Start with the LSF management host, and repeat these steps on all LSF hosts.",58374,58451,76,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00469,doc_7ceb,469,Create an /etc/lsf.sudoers ﬁle on each LSF host and specify the LSF_STARTUP_USERS and LSF_STARTUP_PATH parameters.,58454,58569,114,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00470,doc_7ceb,470,"LSF_STARTUP_USERS=""lsfadmin user1""
LSF_STARTUP_PATH=/usr/share/lsf/cluster1/10.1.0/sparc-sol2/etc
LSF_STARTUP_PATH is normally the path to the LSF_SERVERDIR directory, where the LSF server binary ﬁles (lim, res, sbatchd, mbatchd,
mbschd, and so on) are installed, as deﬁned in your LSF_CONFDIR/lsf.conf ﬁle.",58569,58877,307,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00471,doc_7ceb,471,The lsf.sudoers ﬁle must have ﬁle permission mode -rw-------,58877,58937,60,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00472,doc_7ceb,472,"(600) and be readable and writable only by root:
# ls -la /etc/lsf.sudoers
-rw------- 1 root lsf 95 Nov 22 13:57 lsf.sudoers
3.",58938,59065,127,1,2026-01-26T12:31:03Z
