id,src_rowid,child,parent,method,src_confidence,src_evidence,llm_child_is_class,llm_parent_is_class,llm_is_a_valid,llm_accept,llm_best_parent,llm_confidence,llm_reason,llm_evidence_sentence,candidates_json,evidence_json,raw_llm_json,created_at
37,37,performance metric slurm,slurm,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,,"[""slurm"", ""lsf"", ""daemon"", ""command"", ""host"", ""lim"", ""resource"", ""plugin"", ""none""]",[],"{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
38,38,problem lsf,lsf,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,,"[""lsf"", ""daemon"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]",[],"{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
39,39,running job,job,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,The sstat command can be used to status only currently running jobs.,"[""job"", ""lsf"", ""daemon"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""none""]","[""The sstat command can be used to status only currently running jobs."", ""AccountingStorageEnforce: This option contains a comma separated list of options you may want to enforce. The valid options are any comma separated combination of\nassociations - This will prevent users from running jobs if their association is not in the database.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
40,40,slurm daemon,daemon,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,After you grant permission to the user 'slurm' in mysql then you can start SlurmDBD and the other Slurm daemons.,"[""daemon"", ""lsf"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]","[""After you grant permission to the user 'slurm' in mysql then you can start SlurmDBD and the other Slurm daemons."", ""Once an entity has been added, modified or removed, the change is sent to the appropriate Slurm daemons and will be available for use instantly.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
41,41,slurm database,database,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,SlurmDBD (Slurm Database Daemon) provides such services.,"[""database"", ""lsf"", ""daemon"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""none""]","[""SlurmDBD (Slurm Database Daemon) provides such services."", ""innodb_buffer_pool_size: We recommend assigning between 5 and 50 percent of the available memory on the SQL server, and at least 4 GiB. Setting this value too small can cause problems when upgrading large Slurm databases or when purging old records.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
42,42,slurm plugin,plugin,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"Note that SlurmDBD relies upon existing Slurm plugins for authentication and Slurm SQL for database use, but the other Slurm commands and daemons are not required on the host where SlurmDBD is installed. Install the slur","[""plugin"", ""lsf"", ""daemon"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""none""]","[""Note that SlurmDBD relies upon existing Slurm plugins for authentication and Slurm SQL for database use, but the other Slurm commands and daemons are not required on the host where SlurmDBD is installed. Install the slurm and slurm-slurmdbd RPMs on the server where SlurmDBD is to run."", ""Identifies the places in which to look for Slurm plugins.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
43,43,slurm'@'system,system,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"TO 'slurm'@'system0';
Query OK, 0 rows affected (0.00 sec)
where 'system0' is the localhost or database storage host.","[""system"", ""lsf"", ""daemon"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""none""]","[""TO 'slurm'@'system0';\nQuery OK, 0 rows affected (0.00 sec)\nwhere 'system0' is the localhost or database storage host."", ""TO 'slurm'@'system0'\n -> identified by 'some_pass' with grant option;\nwhere 'system0' is the localhost or database storage host.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
44,44,slurmctld select plugin,plugin,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,,"[""plugin"", ""lsf"", ""daemon"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""none""]",[],"{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
45,45,slurmd task plugin,plugin,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,,"[""plugin"", ""lsf"", ""daemon"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""none""]",[],"{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
46,46,static resource,resource,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"Static resources
Built-in resources that represent host information that does not change over time, such as the maximum RAM available to user processes or the
number of processors in a machine.","[""resource"", ""lsf"", ""daemon"", ""command"", ""host"", ""slurm"", ""lim"", ""plugin"", ""none""]","[""Static resources\nBuilt-in resources that represent host information that does not change over time, such as the maximum RAM available to user processes or the\nnumber of processors in a machine."", ""Most static resources are determined by the LIM at startup time.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
47,47,step lsf host,host,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,,"[""host"", ""lsf"", ""daemon"", ""command"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]",[],"{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
48,48,step lsf host,lsf host,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,,"[""lsf host"", ""lsf"", ""daemon"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""none""]",[],"{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
49,49,unix system lsf,lsf,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,,"[""lsf"", ""daemon"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]",[],"{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
50,50,work lsf,lsf,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,,"[""lsf"", ""daemon"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]",[],"{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
51,51,lim,daemon,"embed_expand(k=5,min_cos=0.75)",0.0,seed=mbatchd daemon;sim=0.994,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"If SlurmDBD is not available when slurmctld starts, a cache of valid bank accounts, user limits, etc. based upon their state when the daemons were last communicating will be used. Note that SlurmDBD must be responding wh","[""daemon"", ""lsf"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]","[""If SlurmDBD is not available when slurmctld starts, a cache of valid bank accounts, user limits, etc. based upon their state when the daemons were last communicating will be used. Note that SlurmDBD must be responding when slurmctld is first started since no cache of this critical data will be available."", ""File Example\nLoad information manager (lim) /usr/share/lsf/cluster1/log/lim.log.hosta\nRemote execution server (res) /usr/share/lsf/cluster1/log/res.log.hosta\nManagement batch daemon (mbatchd) /usr/share/lsf/cluster1/log/ mbatchd.log.hosta\nManagement scheduler daemon (mbschd)/usr/share/lsf/cluster1/log/mbschd.log.hosta\nServer batch daemon (sbatchd) /usr/share/lsf/cluster1/log/sbatchd.log.hosta\nprocess information manager (pim) /usr/share/lsf/cluster1/log/ pim.log.hosta\nWho owns and who should write to LSF_LOGDIR\nNote: Make sure that the primary LSF administrator owns the LSF log directory (LSF_LOGDIR parameter), and that root can write to this directory. If\nan LSF server cannot write to LSF_LOGDIR parameter, the error logs are created in /tmp.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
52,52,management host lim,daemon,"embed_expand(k=5,min_cos=0.75)",0.0,seed=mbatchd daemon;sim=0.994,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"sbatchd starts but mbatchd does not
When the sbatchd daemon starts but the mbatchd daemon is not running, it is possible that mbatchd is temporarily unavailable because the
management host LIM is temporarily unknown.","[""daemon"", ""lsf"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]","[""sbatchd starts but mbatchd does not\nWhen the sbatchd daemon starts but the mbatchd daemon is not running, it is possible that mbatchd is temporarily unavailable because the\nmanagement host LIM is temporarily unknown.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
53,53,lsf administration,daemon,"embed_expand(k=5,min_cos=0.75)",0.0,seed=mbatchd daemon;sim=0.993,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"Start, stop, and reconﬁgure LSF
 Use LSF administration commands lsadmin and badmin to start and stop LSF daemons, and reconﬁgure cluster properties.","[""daemon"", ""lsf"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]","[""Start, stop, and reconﬁgure LSF\n Use LSF administration commands lsadmin and badmin to start and stop LSF daemons, and reconﬁgure cluster properties."", ""Start, stop, and reconﬁgure LSF\nUse LSF administration commands lsadmin and badmin to start and stop LSF daemons, and reconﬁgure cluster properties.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
54,54,command line,daemon,"embed_expand(k=5,min_cos=0.75)",0.0,seed=mbatchd daemon;sim=0.993,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"The JobAcctGather plugin gathers metrics for some Trackable Resources (TRES), like cpu, memory, energy, etc., at a given interval in the JobAcctGatherFrequency defined in slurm.conf, or by using the --acct-freq option in","[""daemon"", ""lsf"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]","[""The JobAcctGather plugin gathers metrics for some Trackable Resources (TRES), like cpu, memory, energy, etc., at a given interval in the JobAcctGatherFrequency defined in slurm.conf, or by using the --acct-freq option in the command line."", ""CPU Management User and Administrator Guide\nOverview\nThe purpose of this guide is to assist Slurm users and administrators in selecting configuration options and composing command lines to manage the use of CPU resources by jobs, steps and tasks.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
55,55,lsf command,daemon,"embed_expand(k=5,min_cos=0.75)",0.0,seed=lsf daemon;sim=0.998,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"Use the following commands to start the LSF cluster:
# bctrld start lim
# bctrld start res
# bctrld start sbd
Before you use any LSF commands, wait a few minutes for the lim daemon all hosts to do the following operation","[""daemon"", ""lsf"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]","[""Use the following commands to start the LSF cluster:\n# bctrld start lim\n# bctrld start res\n# bctrld start sbd\nBefore you use any LSF commands, wait a few minutes for the lim daemon all hosts to do the following operations:\nContact each other\nSelect the management host\nExchange initialization information\nStopping your cluster\nUse the lsadmin and badmin commands to stop the LSF daemons."", ""LSF command messages\nLSF daemon (LIM) not responding ... still trying\nDuring LIM restart, LSF commands might fail and display this error message.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
56,56,lsf,daemon,"embed_expand(k=5,min_cos=0.75)",0.0,seed=lsf daemon;sim=0.996,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"Work with LSF
 Start and stop LSF daemons, and reconﬁgure cluster properties. Check LSF status and submit LSF jobs.","[""daemon"", ""lsf"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]","[""Work with LSF\n Start and stop LSF daemons, and reconﬁgure cluster properties. Check LSF status and submit LSF jobs."", ""For instance, running the bkill command to kill a job in\nUNKWN state, a re-runnable job is requeued when the execution host is unavailable, or the mbatchd daemon killing the UNKWN job when\nthe REMOVE_HUNG_JOBS_FOR parameter is set in the lsb.params ﬁle. (See Removing hung jobs from LSF for details about\nREMOVE_HUNG_JOBS_FOR.)""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
57,57,lsf problem,daemon,"embed_expand(k=5,min_cos=0.75)",0.0,seed=lsf daemon;sim=0.995,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"If you see one of the following messages after you start or reconﬁgure LSF, wait a few seconds and try the lsload command again to give the lim
daemon on all hosts time to initialize:
lsid: getentitlementinfo() failed: L","[""daemon"", ""lsf"", ""command"", ""host"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]","[""If you see one of the following messages after you start or reconﬁgure LSF, wait a few seconds and try the lsload command again to give the lim\ndaemon on all hosts time to initialize:\nlsid: getentitlementinfo() failed: LIM is down; try later\nLSF daemon (LIM) not responding ... still trying\nIf the problem persists, see Troubleshooting LSF problems for help."", ""batch system daemon not responding ... still trying\nIf the problem persists, see Solving common LSF problems for help.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
58,58,lsf daemon,command,"embed_expand(k=5,min_cos=0.75)",0.0,seed=lsf command;sim=0.998,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"Start, stop, and reconﬁgure LSF
 Use LSF administration commands lsadmin and badmin to start and stop LSF daemons, and reconﬁgure cluster properties.","[""command"", ""lsf"", ""daemon"", ""host"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]","[""Start, stop, and reconﬁgure LSF\n Use LSF administration commands lsadmin and badmin to start and stop LSF daemons, and reconﬁgure cluster properties."", ""Start, stop, and reconﬁgure LSF\nUse LSF administration commands lsadmin and badmin to start and stop LSF daemons, and reconﬁgure cluster properties.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
59,59,lsf,command,"embed_expand(k=5,min_cos=0.75)",0.0,seed=lsf command;sim=0.995,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"For instance, running the bkill command to kill a job in
UNKWN state, a re-runnable job is requeued when the execution host is unavailable, or the mbatchd daemon killing the UNKWN job when
the REMOVE_HUNG_JOBS_FOR parame","[""command"", ""lsf"", ""daemon"", ""host"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]","[""For instance, running the bkill command to kill a job in\nUNKWN state, a re-runnable job is requeued when the execution host is unavailable, or the mbatchd daemon killing the UNKWN job when\nthe REMOVE_HUNG_JOBS_FOR parameter is set in the lsb.params ﬁle. (See Removing hung jobs from LSF for details about\nREMOVE_HUNG_JOBS_FOR.)"", ""You force remove a job from LSF (that is, run the bkill -r command on a running job), the mbatchd daemon will ﬁrst change the job\nstatus to ZOMBI state and also send a signal to the sbatchd daemon for the job's execution host.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
60,60,lsf administration,command,"embed_expand(k=5,min_cos=0.75)",0.0,seed=lsf command;sim=0.994,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"Start, stop, and reconﬁgure LSF
 Use LSF administration commands lsadmin and badmin to start and stop LSF daemons, and reconﬁgure cluster properties.","[""command"", ""lsf"", ""daemon"", ""host"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]","[""Start, stop, and reconﬁgure LSF\n Use LSF administration commands lsadmin and badmin to start and stop LSF daemons, and reconﬁgure cluster properties."", ""Check LSF status\n Use LSF administration commands to check cluster conﬁguration, see cluster status, and LSF batch workload system conﬁguration and status.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
61,61,daemon,command,"embed_expand(k=5,min_cos=0.75)",0.0,seed=lsadmin badmin command;sim=0.988,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"Storing the data directly into a database from Slurm may seem attractive, but it requires the availability of user name and password data not only for the Slurm control daemon (slurmctld), but also for user commands whic","[""command"", ""lsf"", ""daemon"", ""host"", ""slurm"", ""lim"", ""resource"", ""plugin"", ""none""]","[""Storing the data directly into a database from Slurm may seem attractive, but it requires the availability of user name and password data not only for the Slurm control daemon (slurmctld), but also for user commands which need to access the data (sacct, sreport, and sacctmgr)."", ""Note that SlurmDBD relies upon existing Slurm plugins for authentication and Slurm SQL for database use, but the other Slurm commands and daemons are not required on the host where SlurmDBD is installed. Install the slurm and slurm-slurmdbd RPMs on the server where SlurmDBD is to run.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
62,62,host cluster,lim,"embed_expand(k=5,min_cos=0.75)",0.0,seed=management host lim;sim=0.995,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,,"[""lim"", ""lsf"", ""daemon"", ""command"", ""host"", ""slurm"", ""resource"", ""plugin"", ""none""]",[],"{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
63,63,mbatchd daemon,lim,"embed_expand(k=5,min_cos=0.75)",0.0,seed=management host lim;sim=0.994,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"sbatchd starts but mbatchd does not
When the sbatchd daemon starts but the mbatchd daemon is not running, it is possible that mbatchd is temporarily unavailable because the
management host LIM is temporarily unknown.","[""lim"", ""lsf"", ""daemon"", ""command"", ""host"", ""slurm"", ""resource"", ""plugin"", ""none""]","[""sbatchd starts but mbatchd does not\nWhen the sbatchd daemon starts but the mbatchd daemon is not running, it is possible that mbatchd is temporarily unavailable because the\nmanagement host LIM is temporarily unknown.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
64,64,lsf administration,lim,"embed_expand(k=5,min_cos=0.75)",0.0,seed=management host lim;sim=0.994,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"Start, stop, and reconﬁgure LSF
 Use LSF administration commands lsadmin and badmin to start and stop LSF daemons, and reconﬁgure cluster properties.","[""lim"", ""lsf"", ""daemon"", ""command"", ""host"", ""slurm"", ""resource"", ""plugin"", ""none""]","[""Start, stop, and reconﬁgure LSF\n Use LSF administration commands lsadmin and badmin to start and stop LSF daemons, and reconﬁgure cluster properties."", ""Check LSF status\n Use LSF administration commands to check cluster conﬁguration, see cluster status, and LSF batch workload system conﬁguration and status.""]","{""child_term"": ""slurmctld"", ""parent_term"": ""daemon"", ""candidate_parents"": [""daemon"", ""host"", ""command"", ""plugin"", ""job"", ""queue"", ""none""], ""known_terms"": [""slurmctld"", ""slurmd"", ""daemon"", ""command"", ""plugin""], ""evidence"": [""The slurmctld daemon provides the central management service for SLURM.""]}",2026-01-27T13:23:26Z
