lemma_id,doc_id,sent_idx,sentence,tokens_json,lemmas_json,lemmas_with_case_json,lemmatized_text,lemmatized_text_with_case,pos_tags_json,cleaned_version,created_at
286,doc_7ceb,15,"EXIT
Finished with nonzero exit value.","[""EXIT"", ""\n"", ""Finished"", ""with"", ""nonzero"", ""exit"", ""value"", "".""]","[""exit"", ""\n"", ""finish"", ""with"", ""nonzero"", ""exit"", ""value"", "".""]","[""EXIT"", ""\n"", ""Finish"", ""with"", ""nonzero"", ""exit"", ""value"", "".""]","exit 
 finish with nonzero exit value .","EXIT 
 Finish with nonzero exit value .","[""NOUN"", ""SPACE"", ""VERB"", ""ADP"", ""NOUN"", ""NOUN"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
287,doc_7ceb,16,"PSUSP
Suspended while the job is pending.","[""PSUSP"", ""\n"", ""Suspended"", ""while"", ""the"", ""job"", ""is"", ""pending"", "".""]","[""PSUSP"", ""\n"", ""suspend"", ""while"", ""the"", ""job"", ""be"", ""pende"", "".""]","[""PSUSP"", ""\n"", ""Suspend"", ""while"", ""the"", ""job"", ""be"", ""pende"", "".""]","PSUSP 
 suspend while the job be pende .","PSUSP 
 Suspend while the job be pende .","[""PROPN"", ""SPACE"", ""VERB"", ""SCONJ"", ""DET"", ""NOUN"", ""AUX"", ""VERB"", ""PUNCT""]",1,2025-12-02T14:35:33Z
288,doc_7ceb,17,"USUSP
Suspended by user.","[""USUSP"", ""\n"", ""Suspended"", ""by"", ""user"", "".""]","[""USUSP"", ""\n"", ""suspend"", ""by"", ""user"", "".""]","[""USUSP"", ""\n"", ""Suspend"", ""by"", ""user"", "".""]","USUSP 
 suspend by user .","USUSP 
 Suspend by user .","[""PROPN"", ""SPACE"", ""VERB"", ""ADP"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
289,doc_7ceb,18,"SSUSP
Suspended by the LSF system.
POST_DONE
Post-processing completed without errors.","[""SSUSP"", ""\n"", ""Suspended"", ""by"", ""the"", ""LSF"", ""system"", ""."", ""\n"", ""POST_DONE"", ""\n"", ""Post"", ""-"", ""processing"", ""completed"", ""without"", ""errors"", "".""]","[""SSUSP"", ""\n"", ""suspend"", ""by"", ""the"", ""LSF"", ""system"", ""."", ""\n"", ""post_done"", ""\n"", ""Post"", ""-"", ""processing"", ""complete"", ""without"", ""error"", "".""]","[""SSUSP"", ""\n"", ""Suspend"", ""by"", ""the"", ""LSF"", ""system"", ""."", ""\n"", ""POST_DONE"", ""\n"", ""Post"", ""-"", ""processing"", ""complete"", ""without"", ""error"", "".""]","SSUSP 
 suspend by the LSF system . 
 post_done 
 Post - processing complete without error .","SSUSP 
 Suspend by the LSF system . 
 POST_DONE 
 Post - processing complete without error .","[""PROPN"", ""SPACE"", ""VERB"", ""ADP"", ""DET"", ""PROPN"", ""NOUN"", ""PUNCT"", ""SPACE"", ""SYM"", ""SPACE"", ""PROPN"", ""ADJ"", ""NOUN"", ""VERB"", ""ADP"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
290,doc_7ceb,19,"POST_ERR
Post-processing completed with errors.","[""POST_ERR"", ""\n"", ""Post"", ""-"", ""processing"", ""completed"", ""with"", ""errors"", "".""]","[""post_err"", ""\n"", ""post"", ""-"", ""processing"", ""complete"", ""with"", ""error"", "".""]","[""POST_ERR"", ""\n"", ""Post"", ""-"", ""processing"", ""complete"", ""with"", ""error"", "".""]","post_err 
 post - processing complete with error .","POST_ERR 
 Post - processing complete with error .","[""ADV"", ""SPACE"", ""NOUN"", ""ADJ"", ""NOUN"", ""VERB"", ""ADP"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
291,doc_7ceb,20,"UNKWN
The mbatchd daemon lost contact with the sbatchd daemon on the host where the job runs.","[""UNKWN"", ""\n"", ""The"", ""mbatchd"", ""daemon"", ""lost"", ""contact"", ""with"", ""the"", ""sbatchd"", ""daemon"", ""on"", ""the"", ""host"", ""where"", ""the"", ""job"", ""runs"", "".""]","[""unkwn"", ""\n"", ""the"", ""mbatchd"", ""daemon"", ""lose"", ""contact"", ""with"", ""the"", ""sbatchd"", ""daemon"", ""on"", ""the"", ""host"", ""where"", ""the"", ""job"", ""run"", "".""]","[""UNKWN"", ""\n"", ""The"", ""mbatchd"", ""daemon"", ""lose"", ""contact"", ""with"", ""the"", ""sbatchd"", ""daemon"", ""on"", ""the"", ""host"", ""where"", ""the"", ""job"", ""run"", "".""]","unkwn 
 the mbatchd daemon lose contact with the sbatchd daemon on the host where the job run .","UNKWN 
 The mbatchd daemon lose contact with the sbatchd daemon on the host where the job run .","[""VERB"", ""SPACE"", ""DET"", ""ADJ"", ""NOUN"", ""VERB"", ""NOUN"", ""ADP"", ""DET"", ""ADJ"", ""NOUN"", ""ADP"", ""DET"", ""NOUN"", ""SCONJ"", ""DET"", ""NOUN"", ""VERB"", ""PUNCT""]",1,2025-12-02T14:35:33Z
292,doc_7ceb,21,For jobs submitted to a chunk job queue,"[""For"", ""jobs"", ""submitted"", ""to"", ""a"", ""chunk"", ""job"", ""queue""]","[""for"", ""job"", ""submit"", ""to"", ""a"", ""chunk"", ""job"", ""queue""]","[""For"", ""job"", ""submit"", ""to"", ""a"", ""chunk"", ""job"", ""queue""]",for job submit to a chunk job queue,For job submit to a chunk job queue,"[""ADP"", ""NOUN"", ""VERB"", ""ADP"", ""DET"", ""NOUN"", ""NOUN"", ""NOUN""]",1,2025-12-02T14:35:33Z
293,doc_7ceb,22,", members of a chunk job that are waiting to run.
ZOMBI
A job is in ZOMBI state if the job is killed when its state is UNKWN since the execution host is unreachable, or if a re-runnable job is requeued
since the execution host is unavailable.","["","", ""members"", ""of"", ""a"", ""chunk"", ""job"", ""that"", ""are"", ""waiting"", ""to"", ""run"", ""."", ""\n"", ""ZOMBI"", ""\n"", ""A"", ""job"", ""is"", ""in"", ""ZOMBI"", ""state"", ""if"", ""the"", ""job"", ""is"", ""killed"", ""when"", ""its"", ""state"", ""is"", ""UNKWN"", ""since"", ""the"", ""execution"", ""host"", ""is"", ""unreachable"", "","", ""or"", ""if"", ""a"", ""re"", ""-"", ""runnable"", ""job"", ""is"", ""requeued"", ""\n"", ""since"", ""the"", ""execution"", ""host"", ""is"", ""unavailable"", "".""]","["","", ""member"", ""of"", ""a"", ""chunk"", ""job"", ""that"", ""be"", ""wait"", ""to"", ""run"", ""."", ""\n"", ""ZOMBI"", ""\n"", ""a"", ""job"", ""be"", ""in"", ""ZOMBI"", ""state"", ""if"", ""the"", ""job"", ""be"", ""kill"", ""when"", ""its"", ""state"", ""be"", ""UNKWN"", ""since"", ""the"", ""execution"", ""host"", ""be"", ""unreachable"", "","", ""or"", ""if"", ""a"", ""re"", ""-"", ""runnable"", ""job"", ""be"", ""requeue"", ""\n"", ""since"", ""the"", ""execution"", ""host"", ""be"", ""unavailable"", "".""]","["","", ""member"", ""of"", ""a"", ""chunk"", ""job"", ""that"", ""be"", ""wait"", ""to"", ""run"", ""."", ""\n"", ""ZOMBI"", ""\n"", ""A"", ""job"", ""be"", ""in"", ""ZOMBI"", ""state"", ""if"", ""the"", ""job"", ""be"", ""kill"", ""when"", ""its"", ""state"", ""be"", ""UNKWN"", ""since"", ""the"", ""execution"", ""host"", ""be"", ""unreachable"", "","", ""or"", ""if"", ""a"", ""re"", ""-"", ""runnable"", ""job"", ""be"", ""requeue"", ""\n"", ""since"", ""the"", ""execution"", ""host"", ""be"", ""unavailable"", "".""]",", member of a chunk job that be wait to run . 
 ZOMBI 
 a job be in ZOMBI state if the job be kill when its state be UNKWN since the execution host be unreachable , or if a re - runnable job be requeue 
 since the execution host be unavailable .",", member of a chunk job that be wait to run . 
 ZOMBI 
 A job be in ZOMBI state if the job be kill when its state be UNKWN since the execution host be unreachable , or if a re - runnable job be requeue 
 since the execution host be unavailable .","[""PUNCT"", ""NOUN"", ""ADP"", ""DET"", ""NOUN"", ""NOUN"", ""PRON"", ""AUX"", ""VERB"", ""PART"", ""VERB"", ""PUNCT"", ""SPACE"", ""VERB"", ""SPACE"", ""DET"", ""NOUN"", ""AUX"", ""ADP"", ""PROPN"", ""NOUN"", ""SCONJ"", ""DET"", ""NOUN"", ""AUX"", ""VERB"", ""SCONJ"", ""PRON"", ""NOUN"", ""AUX"", ""PROPN"", ""SCONJ"", ""DET"", ""NOUN"", ""NOUN"", ""AUX"", ""ADJ"", ""PUNCT"", ""CCONJ"", ""SCONJ"", ""DET"", ""ADJ"", ""ADJ"", ""ADJ"", ""NOUN"", ""AUX"", ""VERB"", ""SPACE"", ""SCONJ"", ""DET"", ""NOUN"", ""NOUN"", ""AUX"", ""ADJ"", ""PUNCT""]",1,2025-12-02T14:35:33Z
294,doc_7ceb,23,"A job can be in ZOMBI state, if:
A job in UNKWN status gets a kill signal, LSF will change the job to ZOMBI state.","[""A"", ""job"", ""can"", ""be"", ""in"", ""ZOMBI"", ""state"", "","", ""if"", "":"", ""\n"", ""A"", ""job"", ""in"", ""UNKWN"", ""status"", ""gets"", ""a"", ""kill"", ""signal"", "","", ""LSF"", ""will"", ""change"", ""the"", ""job"", ""to"", ""ZOMBI"", ""state"", "".""]","[""a"", ""job"", ""can"", ""be"", ""in"", ""ZOMBI"", ""state"", "","", ""if"", "":"", ""\n"", ""a"", ""job"", ""in"", ""UNKWN"", ""status"", ""get"", ""a"", ""kill"", ""signal"", "","", ""LSF"", ""will"", ""change"", ""the"", ""job"", ""to"", ""ZOMBI"", ""state"", "".""]","[""A"", ""job"", ""can"", ""be"", ""in"", ""ZOMBI"", ""state"", "","", ""if"", "":"", ""\n"", ""A"", ""job"", ""in"", ""UNKWN"", ""status"", ""get"", ""a"", ""kill"", ""signal"", "","", ""LSF"", ""will"", ""change"", ""the"", ""job"", ""to"", ""ZOMBI"", ""state"", "".""]","a job can be in ZOMBI state , if : 
 a job in UNKWN status get a kill signal , LSF will change the job to ZOMBI state .","A job can be in ZOMBI state , if : 
 A job in UNKWN status get a kill signal , LSF will change the job to ZOMBI state .","[""DET"", ""NOUN"", ""AUX"", ""AUX"", ""ADP"", ""PROPN"", ""NOUN"", ""PUNCT"", ""SCONJ"", ""PUNCT"", ""SPACE"", ""DET"", ""NOUN"", ""ADP"", ""PROPN"", ""NOUN"", ""VERB"", ""DET"", ""NOUN"", ""NOUN"", ""PUNCT"", ""PROPN"", ""AUX"", ""VERB"", ""DET"", ""NOUN"", ""ADP"", ""PROPN"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
295,doc_7ceb,24,"For instance, running the bkill command to kill a job in
UNKWN state, a re-runnable job is requeued when the execution host is unavailable, or the mbatchd daemon killing the UNKWN job when
the REMOVE_HUNG_JOBS_FOR parameter is set in the lsb.params ﬁle. (See Removing hung jobs from LSF for details about
REMOVE_HUNG_JOBS_FOR.)","[""For"", ""instance"", "","", ""running"", ""the"", ""bkill"", ""command"", ""to"", ""kill"", ""a"", ""job"", ""in"", ""\n"", ""UNKWN"", ""state"", "","", ""a"", ""re"", ""-"", ""runnable"", ""job"", ""is"", ""requeued"", ""when"", ""the"", ""execution"", ""host"", ""is"", ""unavailable"", "","", ""or"", ""the"", ""mbatchd"", ""daemon"", ""killing"", ""the"", ""UNKWN"", ""job"", ""when"", ""\n"", ""the"", ""REMOVE_HUNG_JOBS_FOR"", ""parameter"", ""is"", ""set"", ""in"", ""the"", ""lsb.params"", ""ﬁle"", ""."", ""("", ""See"", ""Removing"", ""hung"", ""jobs"", ""from"", ""LSF"", ""for"", ""details"", ""about"", ""\n"", ""REMOVE_HUNG_JOBS_FOR"", ""."", "")""]","[""for"", ""instance"", "","", ""run"", ""the"", ""bkill"", ""command"", ""to"", ""kill"", ""a"", ""job"", ""in"", ""\n"", ""UNKWN"", ""state"", "","", ""a"", ""re"", ""-"", ""runnable"", ""job"", ""be"", ""requeue"", ""when"", ""the"", ""execution"", ""host"", ""be"", ""unavailable"", "","", ""or"", ""the"", ""mbatchd"", ""daemon"", ""kill"", ""the"", ""UNKWN"", ""job"", ""when"", ""\n"", ""the"", ""remove_hung_jobs_for"", ""parameter"", ""be"", ""set"", ""in"", ""the"", ""lsb.param"", ""ﬁle"", ""."", ""("", ""see"", ""remove"", ""hung"", ""job"", ""from"", ""LSF"", ""for"", ""detail"", ""about"", ""\n"", ""REMOVE_HUNG_JOBS_FOR"", ""."", "")""]","[""For"", ""instance"", "","", ""run"", ""the"", ""bkill"", ""command"", ""to"", ""kill"", ""a"", ""job"", ""in"", ""\n"", ""UNKWN"", ""state"", "","", ""a"", ""re"", ""-"", ""runnable"", ""job"", ""be"", ""requeue"", ""when"", ""the"", ""execution"", ""host"", ""be"", ""unavailable"", "","", ""or"", ""the"", ""mbatchd"", ""daemon"", ""kill"", ""the"", ""UNKWN"", ""job"", ""when"", ""\n"", ""the"", ""REMOVE_HUNG_JOBS_FOR"", ""parameter"", ""be"", ""set"", ""in"", ""the"", ""lsb.param"", ""ﬁle"", ""."", ""("", ""See"", ""Remove"", ""hung"", ""job"", ""from"", ""LSF"", ""for"", ""detail"", ""about"", ""\n"", ""REMOVE_HUNG_JOBS_FOR"", ""."", "")""]","for instance , run the bkill command to kill a job in 
 UNKWN state , a re - runnable job be requeue when the execution host be unavailable , or the mbatchd daemon kill the UNKWN job when 
 the remove_hung_jobs_for parameter be set in the lsb.param ﬁle . ( see remove hung job from LSF for detail about 
 REMOVE_HUNG_JOBS_FOR . )","For instance , run the bkill command to kill a job in 
 UNKWN state , a re - runnable job be requeue when the execution host be unavailable , or the mbatchd daemon kill the UNKWN job when 
 the REMOVE_HUNG_JOBS_FOR parameter be set in the lsb.param ﬁle . ( See Remove hung job from LSF for detail about 
 REMOVE_HUNG_JOBS_FOR . )","[""ADP"", ""NOUN"", ""PUNCT"", ""VERB"", ""DET"", ""NOUN"", ""NOUN"", ""PART"", ""VERB"", ""DET"", ""NOUN"", ""ADP"", ""SPACE"", ""PROPN"", ""NOUN"", ""PUNCT"", ""DET"", ""ADJ"", ""ADJ"", ""ADJ"", ""NOUN"", ""AUX"", ""VERB"", ""SCONJ"", ""DET"", ""NOUN"", ""NOUN"", ""AUX"", ""ADJ"", ""PUNCT"", ""CCONJ"", ""DET"", ""ADJ"", ""NOUN"", ""VERB"", ""DET"", ""PROPN"", ""NOUN"", ""SCONJ"", ""SPACE"", ""DET"", ""NOUN"", ""NOUN"", ""AUX"", ""VERB"", ""ADP"", ""DET"", ""NOUN"", ""PROPN"", ""PUNCT"", ""PUNCT"", ""VERB"", ""VERB"", ""ADJ"", ""NOUN"", ""ADP"", ""PROPN"", ""ADP"", ""NOUN"", ""ADP"", ""SPACE"", ""NOUN"", ""PUNCT"", ""PUNCT""]",1,2025-12-02T14:35:33Z
296,doc_7ceb,25,"You force remove a job from LSF (that is, run the bkill -r command on a running job), the mbatchd daemon will ﬁrst change the job
status to ZOMBI state and also send a signal to the sbatchd daemon for the job's execution host.","[""You"", ""force"", ""remove"", ""a"", ""job"", ""from"", ""LSF"", ""("", ""that"", ""is"", "","", ""run"", ""the"", ""bkill"", ""-r"", ""command"", ""on"", ""a"", ""running"", ""job"", "")"", "","", ""the"", ""mbatchd"", ""daemon"", ""will"", ""ﬁrst"", ""change"", ""the"", ""job"", ""\n"", ""status"", ""to"", ""ZOMBI"", ""state"", ""and"", ""also"", ""send"", ""a"", ""signal"", ""to"", ""the"", ""sbatchd"", ""daemon"", ""for"", ""the"", ""job"", ""'s"", ""execution"", ""host"", "".""]","[""you"", ""force"", ""remove"", ""a"", ""job"", ""from"", ""LSF"", ""("", ""that"", ""is"", "","", ""run"", ""the"", ""bkill"", ""-r"", ""command"", ""on"", ""a"", ""running"", ""job"", "")"", "","", ""the"", ""mbatchd"", ""daemon"", ""will"", ""ﬁrst"", ""change"", ""the"", ""job"", ""\n"", ""status"", ""to"", ""ZOMBI"", ""state"", ""and"", ""also"", ""send"", ""a"", ""signal"", ""to"", ""the"", ""sbatchd"", ""daemon"", ""for"", ""the"", ""job"", ""'s"", ""execution"", ""host"", "".""]","[""You"", ""force"", ""remove"", ""a"", ""job"", ""from"", ""LSF"", ""("", ""that"", ""is"", "","", ""run"", ""the"", ""bkill"", ""-r"", ""command"", ""on"", ""a"", ""running"", ""job"", "")"", "","", ""the"", ""mbatchd"", ""daemon"", ""will"", ""ﬁrst"", ""change"", ""the"", ""job"", ""\n"", ""status"", ""to"", ""ZOMBI"", ""state"", ""and"", ""also"", ""send"", ""a"", ""signal"", ""to"", ""the"", ""sbatchd"", ""daemon"", ""for"", ""the"", ""job"", ""'s"", ""execution"", ""host"", "".""]","you force remove a job from LSF ( that is , run the bkill -r command on a running job ) , the mbatchd daemon will ﬁrst change the job 
 status to ZOMBI state and also send a signal to the sbatchd daemon for the job 's execution host .","You force remove a job from LSF ( that is , run the bkill -r command on a running job ) , the mbatchd daemon will ﬁrst change the job 
 status to ZOMBI state and also send a signal to the sbatchd daemon for the job 's execution host .","[""PRON"", ""VERB"", ""VERB"", ""DET"", ""NOUN"", ""ADP"", ""PROPN"", ""PUNCT"", ""ADV"", ""ADV"", ""PUNCT"", ""VERB"", ""DET"", ""NOUN"", ""PUNCT"", ""NOUN"", ""ADP"", ""DET"", ""NOUN"", ""NOUN"", ""PUNCT"", ""PUNCT"", ""DET"", ""ADJ"", ""NOUN"", ""AUX"", ""ADV"", ""VERB"", ""DET"", ""NOUN"", ""SPACE"", ""NOUN"", ""PART"", ""NOUN"", ""NOUN"", ""CCONJ"", ""ADV"", ""VERB"", ""DET"", ""NOUN"", ""ADP"", ""DET"", ""ADJ"", ""NOUN"", ""ADP"", ""DET"", ""NOUN"", ""PART"", ""NOUN"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
297,doc_7ceb,26,"After sbatchd successfully kills the
job processes, it sends a reply back to mbatchd; mbatchd can then change the job's status from ZOMBI to EXIT.","[""After"", ""sbatchd"", ""successfully"", ""kills"", ""the"", ""\n"", ""job"", ""processes"", "","", ""it"", ""sends"", ""a"", ""reply"", ""back"", ""to"", ""mbatchd"", "";"", ""mbatchd"", ""can"", ""then"", ""change"", ""the"", ""job"", ""'s"", ""status"", ""from"", ""ZOMBI"", ""to"", ""EXIT"", "".""]","[""after"", ""sbatchd"", ""successfully"", ""kill"", ""the"", ""\n"", ""job"", ""process"", "","", ""it"", ""send"", ""a"", ""reply"", ""back"", ""to"", ""mbatchd"", "";"", ""mbatchd"", ""can"", ""then"", ""change"", ""the"", ""job"", ""'s"", ""status"", ""from"", ""ZOMBI"", ""to"", ""exit"", "".""]","[""After"", ""sbatchd"", ""successfully"", ""kill"", ""the"", ""\n"", ""job"", ""process"", "","", ""it"", ""send"", ""a"", ""reply"", ""back"", ""to"", ""mbatchd"", "";"", ""mbatchd"", ""can"", ""then"", ""change"", ""the"", ""job"", ""'s"", ""status"", ""from"", ""ZOMBI"", ""to"", ""EXIT"", "".""]","after sbatchd successfully kill the 
 job process , it send a reply back to mbatchd ; mbatchd can then change the job 's status from ZOMBI to exit .","After sbatchd successfully kill the 
 job process , it send a reply back to mbatchd ; mbatchd can then change the job 's status from ZOMBI to EXIT .","[""ADP"", ""ADJ"", ""ADV"", ""VERB"", ""DET"", ""SPACE"", ""NOUN"", ""NOUN"", ""PUNCT"", ""PRON"", ""VERB"", ""DET"", ""NOUN"", ""ADV"", ""ADP"", ""ADJ"", ""PUNCT"", ""ADJ"", ""AUX"", ""ADV"", ""VERB"", ""DET"", ""NOUN"", ""PART"", ""NOUN"", ""ADP"", ""NOUN"", ""ADP"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
298,doc_7ceb,27,"In typical cases, this
procedure would not take long.","[""In"", ""typical"", ""cases"", "","", ""this"", ""\n"", ""procedure"", ""would"", ""not"", ""take"", ""long"", "".""]","[""in"", ""typical"", ""case"", "","", ""this"", ""\n"", ""procedure"", ""would"", ""not"", ""take"", ""long"", "".""]","[""In"", ""typical"", ""case"", "","", ""this"", ""\n"", ""procedure"", ""would"", ""not"", ""take"", ""long"", "".""]","in typical case , this 
 procedure would not take long .","In typical case , this 
 procedure would not take long .","[""ADP"", ""ADJ"", ""NOUN"", ""PUNCT"", ""DET"", ""SPACE"", ""NOUN"", ""AUX"", ""PART"", ""VERB"", ""ADV"", ""PUNCT""]",1,2025-12-02T14:35:33Z
299,doc_7ceb,28,"Host
An LSF host is an individual computer in the cluster.","[""Host"", ""\n"", ""An"", ""LSF"", ""host"", ""is"", ""an"", ""individual"", ""computer"", ""in"", ""the"", ""cluster"", "".""]","[""host"", ""\n"", ""an"", ""LSF"", ""host"", ""be"", ""an"", ""individual"", ""computer"", ""in"", ""the"", ""cluster"", "".""]","[""Host"", ""\n"", ""An"", ""LSF"", ""host"", ""be"", ""an"", ""individual"", ""computer"", ""in"", ""the"", ""cluster"", "".""]","host 
 an LSF host be an individual computer in the cluster .","Host 
 An LSF host be an individual computer in the cluster .","[""NOUN"", ""SPACE"", ""DET"", ""PROPN"", ""NOUN"", ""AUX"", ""DET"", ""ADJ"", ""NOUN"", ""ADP"", ""DET"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
300,doc_7ceb,29,Each host might have more than one processor.,"[""Each"", ""host"", ""might"", ""have"", ""more"", ""than"", ""one"", ""processor"", "".""]","[""each"", ""host"", ""might"", ""have"", ""more"", ""than"", ""one"", ""processor"", "".""]","[""Each"", ""host"", ""might"", ""have"", ""more"", ""than"", ""one"", ""processor"", "".""]",each host might have more than one processor .,Each host might have more than one processor .,"[""DET"", ""NOUN"", ""AUX"", ""AUX"", ""ADJ"", ""ADP"", ""NUM"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
301,doc_7ceb,30,Multiprocessor hosts are used to run parallel jobs.,"[""Multiprocessor"", ""hosts"", ""are"", ""used"", ""to"", ""run"", ""parallel"", ""jobs"", "".""]","[""Multiprocessor"", ""host"", ""be"", ""use"", ""to"", ""run"", ""parallel"", ""job"", "".""]","[""Multiprocessor"", ""host"", ""be"", ""use"", ""to"", ""run"", ""parallel"", ""job"", "".""]",Multiprocessor host be use to run parallel job .,Multiprocessor host be use to run parallel job .,"[""PROPN"", ""NOUN"", ""AUX"", ""VERB"", ""PART"", ""VERB"", ""ADJ"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
302,doc_7ceb,31,"A multiprocessor host with a single process queue
is considered a single machine. A box full of processors that each have their own process queue is treated as a group of separate machines.","[""A"", ""multiprocessor"", ""host"", ""with"", ""a"", ""single"", ""process"", ""queue"", ""\n"", ""is"", ""considered"", ""a"", ""single"", ""machine"", ""."", ""A"", ""box"", ""full"", ""of"", ""processors"", ""that"", ""each"", ""have"", ""their"", ""own"", ""process"", ""queue"", ""is"", ""treated"", ""as"", ""a"", ""group"", ""of"", ""separate"", ""machines"", "".""]","[""a"", ""multiprocessor"", ""host"", ""with"", ""a"", ""single"", ""process"", ""queue"", ""\n"", ""be"", ""consider"", ""a"", ""single"", ""machine"", ""."", ""a"", ""box"", ""full"", ""of"", ""processor"", ""that"", ""each"", ""have"", ""their"", ""own"", ""process"", ""queue"", ""be"", ""treat"", ""as"", ""a"", ""group"", ""of"", ""separate"", ""machine"", "".""]","[""A"", ""multiprocessor"", ""host"", ""with"", ""a"", ""single"", ""process"", ""queue"", ""\n"", ""be"", ""consider"", ""a"", ""single"", ""machine"", ""."", ""A"", ""box"", ""full"", ""of"", ""processor"", ""that"", ""each"", ""have"", ""their"", ""own"", ""process"", ""queue"", ""be"", ""treat"", ""as"", ""a"", ""group"", ""of"", ""separate"", ""machine"", "".""]","a multiprocessor host with a single process queue 
 be consider a single machine . a box full of processor that each have their own process queue be treat as a group of separate machine .","A multiprocessor host with a single process queue 
 be consider a single machine . A box full of processor that each have their own process queue be treat as a group of separate machine .","[""DET"", ""NOUN"", ""NOUN"", ""ADP"", ""DET"", ""ADJ"", ""NOUN"", ""NOUN"", ""SPACE"", ""AUX"", ""VERB"", ""DET"", ""ADJ"", ""NOUN"", ""PUNCT"", ""DET"", ""NOUN"", ""ADJ"", ""ADP"", ""NOUN"", ""PRON"", ""DET"", ""AUX"", ""PRON"", ""ADJ"", ""NOUN"", ""NOUN"", ""AUX"", ""VERB"", ""ADP"", ""DET"", ""NOUN"", ""ADP"", ""ADJ"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
303,doc_7ceb,32,The names of your hosts should be unique.,"[""The"", ""names"", ""of"", ""your"", ""hosts"", ""should"", ""be"", ""unique"", "".""]","[""the"", ""name"", ""of"", ""your"", ""host"", ""should"", ""be"", ""unique"", "".""]","[""The"", ""name"", ""of"", ""your"", ""host"", ""should"", ""be"", ""unique"", "".""]",the name of your host should be unique .,The name of your host should be unique .,"[""DET"", ""NOUN"", ""ADP"", ""PRON"", ""NOUN"", ""AUX"", ""AUX"", ""ADJ"", ""PUNCT""]",1,2025-12-02T14:35:33Z
304,doc_7ceb,33,They cannot be the same as the cluster name or any queue that is deﬁned for the cluster.,"[""They"", ""can"", ""not"", ""be"", ""the"", ""same"", ""as"", ""the"", ""cluster"", ""name"", ""or"", ""any"", ""queue"", ""that"", ""is"", ""deﬁned"", ""for"", ""the"", ""cluster"", "".""]","[""they"", ""can"", ""not"", ""be"", ""the"", ""same"", ""as"", ""the"", ""cluster"", ""name"", ""or"", ""any"", ""queue"", ""that"", ""be"", ""deﬁne"", ""for"", ""the"", ""cluster"", "".""]","[""They"", ""can"", ""not"", ""be"", ""the"", ""same"", ""as"", ""the"", ""cluster"", ""name"", ""or"", ""any"", ""queue"", ""that"", ""be"", ""deﬁne"", ""for"", ""the"", ""cluster"", "".""]",they can not be the same as the cluster name or any queue that be deﬁne for the cluster .,They can not be the same as the cluster name or any queue that be deﬁne for the cluster .,"[""PRON"", ""AUX"", ""PART"", ""AUX"", ""DET"", ""ADJ"", ""ADP"", ""DET"", ""NOUN"", ""NOUN"", ""CCONJ"", ""DET"", ""NOUN"", ""PRON"", ""AUX"", ""VERB"", ""ADP"", ""DET"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
305,doc_7ceb,34,"Job
An LSF job is a unit of work that runs in the LSF system.","[""Job"", ""\n"", ""An"", ""LSF"", ""job"", ""is"", ""a"", ""unit"", ""of"", ""work"", ""that"", ""runs"", ""in"", ""the"", ""LSF"", ""system"", "".""]","[""Job"", ""\n"", ""an"", ""LSF"", ""job"", ""be"", ""a"", ""unit"", ""of"", ""work"", ""that"", ""run"", ""in"", ""the"", ""LSF"", ""system"", "".""]","[""Job"", ""\n"", ""An"", ""LSF"", ""job"", ""be"", ""a"", ""unit"", ""of"", ""work"", ""that"", ""run"", ""in"", ""the"", ""LSF"", ""system"", "".""]","Job 
 an LSF job be a unit of work that run in the LSF system .","Job 
 An LSF job be a unit of work that run in the LSF system .","[""PROPN"", ""SPACE"", ""DET"", ""PROPN"", ""NOUN"", ""AUX"", ""DET"", ""NOUN"", ""ADP"", ""NOUN"", ""PRON"", ""VERB"", ""ADP"", ""DET"", ""PROPN"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
