id,doc_id,seed_chunk_ids_json,cq_text,source,cq_type,flags_json,anchors_json,model_id,raw_completion,auto_score_0_10,bad_internal,has_cmd,has_cfg,has_daemon,has_domain,generic_flag,starter,starter_cls,bucket,mappable
402,doc_50f7,"[""doc_50f7_chunk_0005"", ""doc_50f7_chunk_0003"", ""doc_50f7_chunk_0002"", ""doc_50f7_chunk_0001""]",How can a user specify which plugin should be used for MCS in SLURM's slurm.conf file?,llm,verification,"{""generic"": false, ""has_anchor"": true}","[""scontrol"", ""--exclusive"", ""slurm.conf"", ""Label"", ""can"", ""nodes"", ""mcs"", ""through"", ""--mcs-label"", ""--oversubscribe""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How can a user request a specific MCS label for a job in SLURM?
2. How can a user display the MCS label of a job using the squeue command in SLURM?
3. How can a user display the MCS label of a node using the scontrol command in SLURM?
4. Why is the MCS_label mandatory when Label enforcement is set to 'enforced' in SLURM?
5. Why are nodes not filtered even if --exclusive=mcs is requested when Node filtering is set to 'ondemand' in SLURM?
6. Which command can be used to update the MCS label of a job in SLURM?
7. Which command can be used to see MCS labels of jobs and nodes in SLURM using the 'sview' command?
8. What happens if a job with an MCS label requests node exclusivity according to that label but doesn't match another job's label in SLURM?
9. What happens if a job without an MCS label requests node exclusivity according to a specific MCS label in SLURM?
10. When is the MCS Plugin used in SLURM?
11. How can a user configure the MCS Plugin in SLURM's slurm.conf file?
12. How can a user specify which plugin should be used for MCS in SLURM's slurm.conf file?",9,False,False,True,False,True,False,how,how,components,True
460,doc_6722,"[""doc_6722_chunk_0004"", ""doc_6722_chunk_0014"", ""doc_6722_chunk_0016"", ""doc_6722_chunk_0011""]","Why must a job specify the required node count if a swap option is specified when using the --bb option? (--bb, capacity, swap)?",llm,procedure,"{""generic"": false, ""has_anchor"": true}","[""burst_buffer.conf"", ""scontrol"", ""slurm.conf"", ""--bb"", ""script"", ""plugin"", ""Lua"", ""burst"", ""for"", ""are""]",mistralai/Mistral-7B-Instruct-v0.3,"- How does the Slurm burst_buffer/datawarp plugin call a script to get status information? (burst_buffer.conf, scontrol)
- How is the location of the dwstat script defined in burst_buffer.conf? (burst_buffer.conf)
- How does the lua plugin call a script named burst_buffer.lua? (slurm.conf)
- Why can't a call to a Lua script via Lua's C API be killed from within the same process? (for, burst_buffer.conf)
- Why must a job specify the required node count if a swap option is specified when using the --bb option? (--bb, capacity, swap)
- Which options are allowed when using the --bb option with the Slurm burst_buffer/datawarp plugin? (--bb)
- Which example is given for using the --bb option with the Slurm burst_buffer/datawarp plugin? (srun, --bb, ""capacity=1G"", ""access=striped"", ""type=scratch"")
- What happens if a failure in Slurm's select plugin occurs in between Slurm allocating resources for a job and actually starting the job? (scontrol, create reservation, flags, burstbuffer)
- What are the options used to create and delete persistent burst buffers? (burst_buffer.conf, BB create_persistent)
- How does the datawarp plugin handle persistent burst buffers? (",9,False,False,True,False,True,False,why,why,resources,True
487,doc_732b,"[""doc_732b_chunk_0009"", ""doc_732b_chunk_0002"", ""doc_732b_chunk_0003"", ""doc_732b_chunk_0004""]",When should the following line be added to the appropriate file in /etc/pam.d: account required pam_slurm_adopt.so?,llm,constraint,"{""generic"": false, ""has_anchor"": true}","[""slurm.conf"", ""pam_slurm_adopt.so"", ""slurmd"", ""account"", ""/etc/pam.d"", ""module"", ""/etc/ssh/sshd_config"", ""pam"", ""pam_slurm_adopt"", ""for""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How is the log level for slurmd defined in slurm.conf?
2. How should the pam service name for which pam_slurm_adopt.so should run be set?
3. How should the slurmd port on a particular IP address be handled if there is no slurmd on the source node?
4. Why is it important to set the UsePAM option in /etc/ssh/sshd_config to On?
5. Why do jobs launched without a specific option not have an extern step for pam_slurm_adopt?
6. Which option in slurm.conf is not related to pam_slurm_adopt?
7. Which PAM module in the account stack should pam_slurm_adopt.so be the last?
8. What happens if pam_slurm_adopt.so is not the last PAM module in the account stack?
9. What happens if another PAM module short-circuits the account stack before it gets to pam_slurm_adopt.so?
10. When should the following line be added to the appropriate file in /etc/pam.d: account required pam_slurm_adopt.so?
11. How should the order of plugins be in the account stack for pam_slurm_adopt.so?
12. How should the order of plugins be in the password-auth file for pam_slurm_adopt",9,False,False,True,False,True,False,when,when,accounting,True
571,doc_8a75,"[""doc_8a75_chunk_0001"", ""doc_8a75_chunk_0002"", ""doc_8a75_chunk_0003"", ""doc_8a75_chunk_0007""]",How can the Flags or AutoDetect options in gres.conf exclude the setting of the CUDA_VISIBLE_DEVICES environment variable in Slurm?,llm,verification,"{""generic"": false, ""has_anchor"": true}","[""salloc"", ""srun"", ""slurm.conf"", ""gres.conf"", ""epilog"", ""exit"", ""prolog"", ""available"", ""scontrol"", ""sacctmgr""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How does Slurm determine when to execute the prolog script on compute nodes?
2. How does Slurm execute the epilog script after a job step completion?
3. How can a user specify the path for prolog and epilog programs in Slurm?
4. Why should prolog and epilog scripts be designed to be as short as possible in Slurm?
5. Why should Slurm commands not be used in prolog and epilog scripts in Slurm?
6. Which Slurm commands can potentially lead to performance issues if used in long running scripts?
7. Which Slurm commands will cause a job to be requeued if executed in a TaskProlog script?
8. What happens if a task prolog script fails (returns a non-zero exit code) in Slurm?
9. What happens if the srun prolog fails (returns a non-zero exit code) in Slurm?
10. When is the CUDA_MPS_ACTIVE_THREAD_PERCENTAGE environment variable set in Slurm?
11. How is the CUDA_VISIBLE_DEVICES environment variable set in Slurm?
12. How can the Flags or AutoDetect options in gres.conf exclude the setting of the CUDA_VISIBLE_DEVICES environment variable in Slurm?",9,False,False,True,False,True,False,how,how,resources,True
638,doc_96c0,"[""doc_96c0_chunk_0001"", ""doc_96c0_chunk_0003"", ""doc_96c0_chunk_0005"", ""doc_96c0_chunk_0006""]",Which Slurm job submission commands accept the --constraint option to specify the desired NUMA and MCDRAM modes for a KNL processor?,llm,relationship,"{""generic"": false, ""has_anchor"": true}","[""slurm.conf"", ""srun"", ""--constraint"", ""sbatch"", ""--gres"", ""for"", ""salloc"", ""sinfo"", ""--exclusive"", ""my.script""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How is the NUMA and MCDRAM mode for a KNL processor specified using Slurm's job submission commands?
2. How can the desired NUMA and MCDRAM modes for a KNL processor be configured as the default for all steps?
3. How does Slurm handle job submission when nodes require rebooting and might not be available for use until a certain time?
4. Why must the nodes be drained and the job be requeued when nodes require rebooting?
5. Why does a job get charged for 30 minutes of resource use, even if it begins execution 20 minutes after allocation, when nodes require rebooting?
6. Which option in the slurm.conf file configures sorting of the free cache pages at step startup using Intel's zonesort module?
7. Which Slurm job submission commands accept the --constraint option to specify the desired NUMA and MCDRAM modes for a KNL processor?
8. What happens if a job's time limit is exceeded in Slurm when nodes require rebooting?
9. What happens if the nodes originally allocated to a job are not available when the job is scheduled to start due to rebooting?
10. When does the slurmd daemon on each compute node update the available and active features as needed in Slurm?
11. How does the NodeFeatures plugin modify the node's MCDRAM and NUMA mode in Slurm?",9,False,False,True,False,True,False,which,which,other,True
655,doc_9964,"[""doc_9964_chunk_0001"", ""doc_9964_chunk_0002""]",How can you enforce WCKeys per job in SLURM using the slurm.conf file?,llm,procedure,"{""generic"": false, ""has_anchor"": true}","[""sacctmgr"", ""slurm.conf"", ""slurmdbd.conf"", ""sacct"", ""sreport"", ""WCKey"", ""--wckeys"", ""WCKeys"", ""you"", ""can""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How can you enforce WCKeys per job in SLURM using the slurm.conf file?
2. How can you include ""WCKey"" in the AccountingStorageEnforce option in the slurm.conf file?
3. How can you track the value of a job's WCKey in both the slurm.conf and slurmdbd.conf files?
4. Why is it necessary to set the TrackWCKey option in both the slurm.conf and slurmdbd.conf files?
5. Why does including ""WCKey"" in your AccountingStorageEnforce option in the slurm.conf file only allow jobs with valid WCKeys to run?
6. Which command can be used to view a job's WCKey using sacct?
7. Which option can be added to the --format option in sacct to view the WCKey?
8. What happens if you try to run a job without a valid WCKey when AccountingStorageEnforce is set to include ""WCKey"" in the slurm.conf file?
9. What happens if you try to run a job with an invalid WCKey when AccountingStorageEnforce is set to include ""WCKey"" in the slurm.conf file?
10. When should you use the --wckeys= option in sacct?
11. How can you use the --wckeys= option in sacct to only send information about jobs that ran with specific WCKeys",9,False,False,True,False,True,False,how,how,other,True
662,doc_9964,"[""doc_9964_chunk_0001"", ""doc_9964_chunk_0002""]","What happens if you try to run a job without a valid WCKey when AccountingStorageEnforce is set to include ""WCKey"" in the slurm.conf file?",llm,verification,"{""generic"": false, ""has_anchor"": true}","[""sacctmgr"", ""slurm.conf"", ""slurmdbd.conf"", ""sacct"", ""sreport"", ""WCKey"", ""--wckeys"", ""WCKeys"", ""you"", ""can""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How can you enforce WCKeys per job in SLURM using the slurm.conf file?
2. How can you include ""WCKey"" in the AccountingStorageEnforce option in the slurm.conf file?
3. How can you track the value of a job's WCKey in both the slurm.conf and slurmdbd.conf files?
4. Why is it necessary to set the TrackWCKey option in both the slurm.conf and slurmdbd.conf files?
5. Why does including ""WCKey"" in your AccountingStorageEnforce option in the slurm.conf file only allow jobs with valid WCKeys to run?
6. Which command can be used to view a job's WCKey using sacct?
7. Which option can be added to the --format option in sacct to view the WCKey?
8. What happens if you try to run a job without a valid WCKey when AccountingStorageEnforce is set to include ""WCKey"" in the slurm.conf file?
9. What happens if you try to run a job with an invalid WCKey when AccountingStorageEnforce is set to include ""WCKey"" in the slurm.conf file?
10. When should you use the --wckeys= option in sacct?
11. How can you use the --wckeys= option in sacct to only send information about jobs that ran with specific WCKeys",9,False,False,True,False,True,False,what_if,what_if,other,True
663,doc_9964,"[""doc_9964_chunk_0001"", ""doc_9964_chunk_0002""]","What happens if you try to run a job with an invalid WCKey when AccountingStorageEnforce is set to include ""WCKey"" in the slurm.conf file?",llm,procedure,"{""generic"": false, ""has_anchor"": true}","[""sacctmgr"", ""slurm.conf"", ""slurmdbd.conf"", ""sacct"", ""sreport"", ""WCKey"", ""--wckeys"", ""WCKeys"", ""you"", ""can""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How can you enforce WCKeys per job in SLURM using the slurm.conf file?
2. How can you include ""WCKey"" in the AccountingStorageEnforce option in the slurm.conf file?
3. How can you track the value of a job's WCKey in both the slurm.conf and slurmdbd.conf files?
4. Why is it necessary to set the TrackWCKey option in both the slurm.conf and slurmdbd.conf files?
5. Why does including ""WCKey"" in your AccountingStorageEnforce option in the slurm.conf file only allow jobs with valid WCKeys to run?
6. Which command can be used to view a job's WCKey using sacct?
7. Which option can be added to the --format option in sacct to view the WCKey?
8. What happens if you try to run a job without a valid WCKey when AccountingStorageEnforce is set to include ""WCKey"" in the slurm.conf file?
9. What happens if you try to run a job with an invalid WCKey when AccountingStorageEnforce is set to include ""WCKey"" in the slurm.conf file?
10. When should you use the --wckeys= option in sacct?
11. How can you use the --wckeys= option in sacct to only send information about jobs that ran with specific WCKeys",9,False,False,True,False,True,False,what_if,what_if,other,True
687,doc_ac8b,"[""doc_ac8b_chunk_0007"", ""doc_ac8b_chunk_0008"", ""doc_ac8b_chunk_0001"", ""doc_ac8b_chunk_0004""]",How is the billable TRES calculated in SLURM using the MAX_TRES priority flags in the slurm.conf?,llm,procedure,"{""generic"": false, ""has_anchor"": true}","[""slurm.conf"", ""priority"", ""/multifactor"", ""factor"", ""can"", ""Plugin"", ""usage"", ""time"", ""/basic"", ""Multifactor""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How is the billable TRES calculated in SLURM using the MAX_TRES priority flags in the slurm.conf?
2. How is the contribution of historical usage determined on the composite usage value in the Multifactor Job Priority Plugin?
3. How is the PriorityDecayHalfLife set in the slurm.conf to configure the Multifactor Job Priority Plugin?
4. Why is the ""Fair Tree"" fairshare algorithm the default as of the 19.05 release?
5. Why is it preferable to use the Multifactor Priority plugin in SLURM, rather than basic First In, First Out scheduling?
6. Which slurm.conf parameter is used to enable the Multifactor Job Priority Plugin?
7. Which unit is used for the PriorityUsageResetPeriod in the slurm.conf, and what is the default value?
8. What happens if PriorityDecayHalfLife is set to 0 in the slurm.conf?
9. What happens if the PriorityUsageResetPeriod is not set in the slurm.conf?
10. When should FIFO scheduling be configured in SLURM?
11. How is the job priority calculated in SLURM when using the Multifactor Job Priority Plugin?
12. How is the job size factor configured in SLURM to favor larger or smaller jobs based on the state of the Priority",9,False,False,True,False,True,False,how,how,scheduling,True
689,doc_ac8b,"[""doc_ac8b_chunk_0007"", ""doc_ac8b_chunk_0008"", ""doc_ac8b_chunk_0001"", ""doc_ac8b_chunk_0004""]",How is the PriorityDecayHalfLife set in the slurm.conf to configure the Multifactor Job Priority Plugin?,llm,relationship,"{""generic"": false, ""has_anchor"": true}","[""slurm.conf"", ""priority"", ""/multifactor"", ""factor"", ""can"", ""Plugin"", ""usage"", ""time"", ""/basic"", ""Multifactor""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How is the billable TRES calculated in SLURM using the MAX_TRES priority flags in the slurm.conf?
2. How is the contribution of historical usage determined on the composite usage value in the Multifactor Job Priority Plugin?
3. How is the PriorityDecayHalfLife set in the slurm.conf to configure the Multifactor Job Priority Plugin?
4. Why is the ""Fair Tree"" fairshare algorithm the default as of the 19.05 release?
5. Why is it preferable to use the Multifactor Priority plugin in SLURM, rather than basic First In, First Out scheduling?
6. Which slurm.conf parameter is used to enable the Multifactor Job Priority Plugin?
7. Which unit is used for the PriorityUsageResetPeriod in the slurm.conf, and what is the default value?
8. What happens if PriorityDecayHalfLife is set to 0 in the slurm.conf?
9. What happens if the PriorityUsageResetPeriod is not set in the slurm.conf?
10. When should FIFO scheduling be configured in SLURM?
11. How is the job priority calculated in SLURM when using the Multifactor Job Priority Plugin?
12. How is the job size factor configured in SLURM to favor larger or smaller jobs based on the state of the Priority",9,False,False,True,False,True,False,how,how,scheduling,True
692,doc_ac8b,"[""doc_ac8b_chunk_0007"", ""doc_ac8b_chunk_0008"", ""doc_ac8b_chunk_0001"", ""doc_ac8b_chunk_0004""]",Which slurm.conf parameter is used to enable the Multifactor Job Priority Plugin?,llm,constraint,"{""generic"": false, ""has_anchor"": true}","[""slurm.conf"", ""priority"", ""/multifactor"", ""factor"", ""can"", ""Plugin"", ""usage"", ""time"", ""/basic"", ""Multifactor""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How is the billable TRES calculated in SLURM using the MAX_TRES priority flags in the slurm.conf?
2. How is the contribution of historical usage determined on the composite usage value in the Multifactor Job Priority Plugin?
3. How is the PriorityDecayHalfLife set in the slurm.conf to configure the Multifactor Job Priority Plugin?
4. Why is the ""Fair Tree"" fairshare algorithm the default as of the 19.05 release?
5. Why is it preferable to use the Multifactor Priority plugin in SLURM, rather than basic First In, First Out scheduling?
6. Which slurm.conf parameter is used to enable the Multifactor Job Priority Plugin?
7. Which unit is used for the PriorityUsageResetPeriod in the slurm.conf, and what is the default value?
8. What happens if PriorityDecayHalfLife is set to 0 in the slurm.conf?
9. What happens if the PriorityUsageResetPeriod is not set in the slurm.conf?
10. When should FIFO scheduling be configured in SLURM?
11. How is the job priority calculated in SLURM when using the Multifactor Job Priority Plugin?
12. How is the job size factor configured in SLURM to favor larger or smaller jobs based on the state of the Priority",9,False,False,True,False,True,False,which,which,scheduling,True
711,doc_b2f9,"[""doc_b2f9_chunk_0002"", ""doc_b2f9_chunk_0004"", ""doc_b2f9_chunk_0006"", ""doc_b2f9_chunk_0005""]",How does one view available gres.conf configuration parameters for SLURM?,llm,procedure,"{""generic"": false, ""has_anchor"": true}","[""gres.conf"", ""--gres"", ""/gpumem"", ""/gpuutil"", ""srun"", ""gpu"", ""slurm.conf"", ""/gpu"", ""--exclusive"", ""gpus""]",mistralai/Mistral-7B-Instruct-v0.3,"- How does one view available gres.conf configuration parameters for SLURM?
- How are generic resources required per node specified in SLURM job submissions using the command `srun`?
- How are GPUs required per job specified in SLURM job submissions using the command `srun`?
- Why are job steps not allocated any generic resources by default in SLURM?
- Why is it more confusing for job steps to explicitly specify zero generic resource counts in SLURM?
- Which options are available specifically for GPUs in SLURM job submissions?
- Which options are only supported by Slurm's select/cons_tres plugin for GPUs?
- What happens if a job step is allocated specific generic resources in SLURM and those resources are not available to other job steps?
- What happens if the relevant slurmd is drained due to the configuration of generic resources in the slurm.conf file?
- When is it possible to use a subset of the devices found on the system in SLURM, even with AutoDetect enabled?
- How are gres/gpumem and gres/gpuutil set individually when gres/gpu is not set in SLURM?
- How are gres/gpumem and gres/gpuutil configured and gathered from GPU jobs in SLURM if AccountingStorageTRES=gres/gpu is configured?",9,False,False,True,False,True,False,how,how,resources,True
727,doc_b406,"[""doc_b406_chunk_0005"", ""doc_b406_chunk_0001"", ""doc_b406_chunk_0002"", ""doc_b406_chunk_0003""]",Why are the --oversubscribe and --exclusive options mutually exclusive when used at job submission?,llm,procedure,"{""generic"": false, ""has_anchor"": true}","[""srun"", ""/cons_tres"", ""--oversubscribe"", ""oversubscribe"", ""are"", ""consumable"", ""/queue"", ""not"", ""can"", ""CPUs""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How does SLURM track memory allocation for jobs when SelectType=select/cons_tres?
2. How does SLURM handle memory allocation when SelectTypeParameters=CR_Core_Memory?
3. How does SLURM handle memory allocation when SelectTypeParameters=CR_CPU_Memory?
4. Why does SLURM not consider free memory when allocating jobs to consumable resources?
5. Why are the --oversubscribe and --exclusive options mutually exclusive when used at job submission?
6. Which option can be used to specify a job's memory requirements in SLURM?
7. Which option allows jobs to share consumable resources in SLURM when OverSubscribe is enabled?
8. What happens if both --oversubscribe and --exclusive options are set when submitting a job in SLURM?
9. What happens if a job requires more CPUs than available when OverSubscribe=FORCE is configured in SLURM?
10. When does SLURM start considering CPUs as overcommitted with the select/cons_tres plugin enabled?
11. How does SLURM handle CPU allocation when OverSubscribe=NO is configured?
12. How does SLURM handle CPU allocation when OverSubscribe=YES is configured?",9,False,False,True,False,True,False,why,why,other,True
730,doc_b406,"[""doc_b406_chunk_0005"", ""doc_b406_chunk_0001"", ""doc_b406_chunk_0002"", ""doc_b406_chunk_0003""]",What happens if both --oversubscribe and --exclusive options are set when submitting a job in SLURM?,llm,verification,"{""generic"": false, ""has_anchor"": true}","[""srun"", ""/cons_tres"", ""--oversubscribe"", ""oversubscribe"", ""are"", ""consumable"", ""/queue"", ""not"", ""can"", ""CPUs""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How does SLURM track memory allocation for jobs when SelectType=select/cons_tres?
2. How does SLURM handle memory allocation when SelectTypeParameters=CR_Core_Memory?
3. How does SLURM handle memory allocation when SelectTypeParameters=CR_CPU_Memory?
4. Why does SLURM not consider free memory when allocating jobs to consumable resources?
5. Why are the --oversubscribe and --exclusive options mutually exclusive when used at job submission?
6. Which option can be used to specify a job's memory requirements in SLURM?
7. Which option allows jobs to share consumable resources in SLURM when OverSubscribe is enabled?
8. What happens if both --oversubscribe and --exclusive options are set when submitting a job in SLURM?
9. What happens if a job requires more CPUs than available when OverSubscribe=FORCE is configured in SLURM?
10. When does SLURM start considering CPUs as overcommitted with the select/cons_tres plugin enabled?
11. How does SLURM handle CPU allocation when OverSubscribe=NO is configured?
12. How does SLURM handle CPU allocation when OverSubscribe=YES is configured?",9,False,False,True,False,True,False,what_if,what_if,other,True
805,doc_d9be,"[""doc_d9be_chunk_0005"", ""doc_d9be_chunk_0004"", ""doc_d9be_chunk_0011"", ""doc_d9be_chunk_0010""]",How does the `--distribution` option affect the sequence of task distribution on a node with SLURM?,llm,procedure,"{""generic"": false, ""has_anchor"": true}","[""srun"", ""/salloc/sbatch"", ""node"", ""srun/salloc/sbatch"", ""--distribution"", ""--oversubscribe"", ""--ntasks"", ""--nodes"", ""--overcommit"", ""tasks""]",mistralai/Mistral-7B-Instruct-v0.3,"- How does the `--distribution` option affect the sequence of task distribution on a node with SLURM?
- How does the `--ntasks-per-core` option control the maximum CPU usage per task on a node with SLURM?
- How does the `SelectType` parameter in the partition definition affect the allocation of CPU resources to jobs in SLURM?
- Why is the `MaxTasksPerNode` parameter important in controlling the number of tasks a job step can spawn on a single node with SLURM?
- Why does SLURM allow job steps to oversubscribe CPUs on a node with the `OverSubscribe=YES` option in the partition definition and the `--oversubscribe` srun option?
- Which options control the distribution of tasks to nodes in SLURM's `srun/salloc/sbatch` command line?
- Which option in SLURM's `srun/salloc/sbatch` command line controls the maximum number of tasks that a job step can spawn on a single node?
- What happens if a task requires more CPUs than allocated on a node in SLURM?
- What happens if a job tries to spawn more tasks than the `MaxTasksPerNode` limit in SLURM?
- When is the `--overcommit` option useful in SLURM?
- How does the `--nodes` option in SLURM's `srun` command restrict jobs to specific",9,False,False,True,False,True,False,how,how,resources,True
806,doc_d9be,"[""doc_d9be_chunk_0005"", ""doc_d9be_chunk_0004"", ""doc_d9be_chunk_0011"", ""doc_d9be_chunk_0010""]",How does the `--ntasks-per-core` option control the maximum CPU usage per task on a node with SLURM?,llm,constraint,"{""generic"": false, ""has_anchor"": true}","[""srun"", ""/salloc/sbatch"", ""node"", ""srun/salloc/sbatch"", ""--distribution"", ""--oversubscribe"", ""--ntasks"", ""--nodes"", ""--overcommit"", ""tasks""]",mistralai/Mistral-7B-Instruct-v0.3,"- How does the `--distribution` option affect the sequence of task distribution on a node with SLURM?
- How does the `--ntasks-per-core` option control the maximum CPU usage per task on a node with SLURM?
- How does the `SelectType` parameter in the partition definition affect the allocation of CPU resources to jobs in SLURM?
- Why is the `MaxTasksPerNode` parameter important in controlling the number of tasks a job step can spawn on a single node with SLURM?
- Why does SLURM allow job steps to oversubscribe CPUs on a node with the `OverSubscribe=YES` option in the partition definition and the `--oversubscribe` srun option?
- Which options control the distribution of tasks to nodes in SLURM's `srun/salloc/sbatch` command line?
- Which option in SLURM's `srun/salloc/sbatch` command line controls the maximum number of tasks that a job step can spawn on a single node?
- What happens if a task requires more CPUs than allocated on a node in SLURM?
- What happens if a job tries to spawn more tasks than the `MaxTasksPerNode` limit in SLURM?
- When is the `--overcommit` option useful in SLURM?
- How does the `--nodes` option in SLURM's `srun` command restrict jobs to specific",9,False,False,True,False,True,False,how,how,resources,True
838,doc_e2ce,"[""doc_e2ce_chunk_0001"", ""doc_e2ce_chunk_0002""]",How does Slurm handle dynamic node communications when using topology.conf or topology.yaml?,llm,relationship,"{""generic"": false, ""has_anchor"": true}","[""slurm.conf"", ""topology.conf"", ""nodes"", ""scontrol"", ""topology.yaml"", ""can"", ""Dynamic"", ""slurmd"", ""Topology"", ""Node""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How does Slurm 22.05 allow nodes to be dynamically added and removed from the cluster?
2. How does Slurm communicate with regular, non-dynamically created nodes?
3. How does the controller automatically register dynamically created nodes in Slurm?
4. Why is it important for a non-dynamic setup that the slurm.conf is synchronized across the cluster?
5. Why can only dynamic nodes that have no running jobs and are not part of a reservation be deleted?
6. Which file(s) can define topologies for dynamically added or removed nodes in Slurm?
7. Which option in the topology configuration should be specified for a node to be dynamically added or removed?
8. What happens if a dynamically created node is added to Slurm that is not in the correct topology order?
9. What happens if a dynamic node with running jobs or part of a reservation is deleted?
10. When can dynamic nodes be deleted using scontrol delete nodename?
11. How does Slurm handle dynamic node communications when using topology.conf or topology.yaml?
12. How are topology units defined in the topology configuration for dynamic nodes in Slurm?",9,False,False,True,False,True,False,how,how,resources,True
852,doc_e541,"[""doc_e541_chunk_0003"", ""doc_e541_chunk_0004"", ""doc_e541_chunk_0002"", ""doc_e541_chunk_0007""]",How is the ProfileHDF5Default option used in acct_gather.conf to specify data types for job submissions?,llm,procedure,"{""generic"": false, ""has_anchor"": true}","[""--profile"", ""acct_gather.conf"", ""slurm.conf"", ""srun"", ""salloc"", ""sbatch"", ""profile"", ""sample"", ""collected"", ""Time""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How is the ProfileHDF5Default option used in acct_gather.conf to specify data types for job submissions?
2. How are data types collected when using the --profile option on salloc, sbatch, or srun commands?
3. How does SLURM handle data collection when the profile energy sample is more frequent than the IPMI sample rate?
4. Why is it important to appropriately set energy=freq in JobAcctGatherFrequency in slurm.conf or on the command line?
5. Why is it necessary to appropriately set EnergyIPMIFrequency in acct_gather.conf?
6. Which data types are collected when no --profile option is specified?
7. Which data types are collected when the --profile option is set to 'Energy'?
8. What happens if the profile energy sample is greater than the IPMI rate?
9. What happens if the smallest effective IPMI (EnergyIPMIFrequency) sample rate for 2013 era Intel processors is not set correctly?
10. When is energy data collected in SLURM?
11. How are user-specific HDF5 files created and managed in the ProfileHDF5Dir?
12. How are filesystem and network data collected in SLURM? (Assuming Filesystem and Network data types are specified in the ProfileHDF5Default option)",9,False,False,True,False,True,False,how,how,other,True
867,doc_e643,"[""doc_e643_chunk_0002"", ""doc_e643_chunk_0003"", ""doc_e643_chunk_0001""]",Why is it recommended that slurm is listed last in /etc/nsswitch.conf for cloud node name resolution?,llm,verification,"{""generic"": false, ""has_anchor"": true}","[""srun"", ""/etc/nsswitch.conf."", ""slurm.conf"", ""nsswitch.conf"", ""scontrol"", ""etc/nsswitch.conf"", ""slurmctld"", ""tim"", ""/usr/"", ""/home/tim""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How does the slurmctld send the appropriate passwd and group details as part of the launch credential?
2. How is the slurmctld configured to look up and send the appropriate passwd and group details?
3. How is the setting LaunchParameters=enable_nss_slurm in slurm.conf handled?
4. Why is it recommended that slurm is listed last in /etc/nsswitch.conf for cloud node name resolution?
5. Why does nss_slurm only return results for processes within a given job step?
6. Which file should contain the configuration for cloud node name resolution in /etc/nsswitch.conf?
7. Which command can be used on a compute node to print all passwd and group info associated with job steps on that node?
8. What happens if slurm is not added to the hosts database in /etc/nsswitch.conf for cloud node name resolution?
9. What happens if nss_slurm is enabled outside of a job step?
10. When is the full struct passwd info — username, uid, primary gid, gecos info, home directory, and shell — securely sent as part of each step launch in nss_slurm?
11. How can you enable nss_slurm on a cluster?
12. How can you find the libnss* files on Debian/Ubuntu and RHEL-",9,False,False,True,False,True,False,why,why,resources,True
869,doc_e643,"[""doc_e643_chunk_0002"", ""doc_e643_chunk_0003"", ""doc_e643_chunk_0001""]",Which file should contain the configuration for cloud node name resolution in /etc/nsswitch.conf?,llm,constraint,"{""generic"": false, ""has_anchor"": true}","[""srun"", ""/etc/nsswitch.conf."", ""slurm.conf"", ""nsswitch.conf"", ""scontrol"", ""etc/nsswitch.conf"", ""slurmctld"", ""tim"", ""/usr/"", ""/home/tim""]",mistralai/Mistral-7B-Instruct-v0.3,"1. How does the slurmctld send the appropriate passwd and group details as part of the launch credential?
2. How is the slurmctld configured to look up and send the appropriate passwd and group details?
3. How is the setting LaunchParameters=enable_nss_slurm in slurm.conf handled?
4. Why is it recommended that slurm is listed last in /etc/nsswitch.conf for cloud node name resolution?
5. Why does nss_slurm only return results for processes within a given job step?
6. Which file should contain the configuration for cloud node name resolution in /etc/nsswitch.conf?
7. Which command can be used on a compute node to print all passwd and group info associated with job steps on that node?
8. What happens if slurm is not added to the hosts database in /etc/nsswitch.conf for cloud node name resolution?
9. What happens if nss_slurm is enabled outside of a job step?
10. When is the full struct passwd info — username, uid, primary gid, gecos info, home directory, and shell — securely sent as part of each step launch in nss_slurm?
11. How can you enable nss_slurm on a cluster?
12. How can you find the libnss* files on Debian/Ubuntu and RHEL-",9,False,False,True,False,True,False,which,which,resources,True
