canonical_id,canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,freq_total,freq_docs,created_at,updated_at,reason,evidence_json,boundary_valid,head_text,is_hpc,llm_used,llm_model,llm_confidence,llm_json
1109,process id,unknown,[],[],[1109],5,5,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 337, ""cleaned_version"": 1, ""sentence"": ""v0_0_43_stats_rpc_time\nv0.0.43_stats_user - Up\nuser (optional)\nString User ID\ncount (optional)\nInteger Number of RPCs processed format: int32\ntime (optional)\nv0_0_43_stats_rpc_time\nv0.0.43_step - Up\ntime (optional)\nv0_0_43_step_time\nexit_code (optional)\nv0.0.43_process_exit_code_verbose\nnodes (optional)\nv0_0_43_step_nodes\ntasks (optional)\nv0_0_43_step_tasks\npid (optional)\nString Deprecated; Process ID\nCPU (optional)\nv0_0_43_step_CPU\nkill_request_user (optional)\nString User ID that requested termination of the step\nstate (optional)""}, {""doc_id"": ""doc_2cc9"", ""sent_idx"": 83, ""cleaned_version"": 1, ""sentence"": ""Process ID Logging\nDefine the location into which we can record the daemon's process ID.""}, {""doc_id"": ""doc_8a75"", ""sent_idx"": 132, ""cleaned_version"": 1, ""sentence"": ""SLURM_TASK_PID Process ID of the process started for the task. Available in SrunProlog, TaskProlog, SrunEpilog and TaskEpilog.""}, {""doc_id"": ""doc_e992"", ""sent_idx"": 44, ""cleaned_version"": 1, ""sentence"": ""job_step_pids_t Data Structure\n uint32_t pid_cnt;\n uint32_t *pid;\nArray pid represents the list of Process IDs for the job step, and pid_cnt is the counter that must match the size of the array.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 59, ""cleaned_version"": 1, ""sentence"": ""Specific Linux cgroup information gathered, use with Linux systems only\n Linux: Specific Linux process table information gathered, use with Linux systems only\nJob Accounting Storage\nUsed with the Job Accounting Gather Slurm can store the accounting information in many different fashions. Fill in your systems choice here\nSelect one value for AccountingStorageType:\n None: No job accounting storage\n SlurmDBD: Write job accounting to SlurmDBD (database daemon) which can securely save the data from many Slurm managed clusters into a common database\nProcess ID Logging\nDefine the location into which we can record the daemon's process ID. This is used for locate the appropriate daemon for signaling. Specify a specify the fully qualified pathname for the file.""}]",1,id,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
1111,current state,unknown,[],[],[1111],6,4,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 338, ""cleaned_version"": 1, ""sentence"": ""array[String] Current state\nEnum:\nstatistics (optional)\nv0_0_43_step_statistics\nstep (optional)\nv0_0_43_step_step\ntask (optional)\nv0_0_43_step_task\ntres (optional)\nv0_0_43_step_tres\nv0.0.43_tres - Up\ntype\nString TRES type (CPU, MEM, etc)\nname (optional)\nString TRES name (if applicable)\nid (optional)\nInteger ID used in the database format: int32\ncount (optional)""}, {""doc_id"": ""doc_05b9"", ""sent_idx"": 365, ""cleaned_version"": 1, ""sentence"": ""array[String] Current state\nEnum:\nreason (optional)\nString Reason for previous Pending or Failed state\nv0_0_43_job_time - Up\nelapsed (optional)""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 226, ""cleaned_version"": 1, ""sentence"": ""You must retain the SLURM_JOB_ID environment variable in order for the srun command to gather information about the job's current state and specify the desired node and/or task count in subsequent srun invocations.""}, {""doc_id"": ""doc_8ca0"", ""sent_idx"": 18, ""cleaned_version"": 1, ""sentence"": ""Options of interest include:\nKeepPowerSaveSettings\nIf set, an scontrol reconfigure command will preserve the current state of SuspendExcNodes, SuspendExcParts, and SuspendExcStates.""}, {""doc_id"": ""doc_8ca0"", ""sent_idx"": 45, ""cleaned_version"": 1, ""sentence"": ""idle_on_node_suspend\nMark nodes as idle, regardless of current state, when suspending nodes with SuspendProgram so that nodes will be eligible to be resumed at a later time.""}]",1,state,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
1114,v0_0_43_step_task,job_concept,[],[],[1114],2,1,2026-01-14T15:41:19,2026-01-14 16:42:25,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 338, ""cleaned_version"": 1, ""sentence"": ""array[String] Current state\nEnum:\nstatistics (optional)\nv0_0_43_step_statistics\nstep (optional)\nv0_0_43_step_step\ntask (optional)\nv0_0_43_step_task\ntres (optional)\nv0_0_43_step_tres\nv0.0.43_tres - Up\ntype\nString TRES type (CPU, MEM, etc)\nname (optional)\nString TRES name (if applicable)\nid (optional)\nInteger ID used in the database format: int32\ncount (optional)""}, {""doc_id"": ""doc_05b9"", ""sent_idx"": 384, ""cleaned_version"": 1, ""sentence"": ""String The layout of the step was when it was running\nv0_0_43_step_tasks - Up\ncount (optional)""}]",1,v0_0_43_step_task,1,0,,,
1117,mem,unknown,[],"[""MEM""]",[1117],7,3,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 338, ""cleaned_version"": 1, ""sentence"": ""array[String] Current state\nEnum:\nstatistics (optional)\nv0_0_43_step_statistics\nstep (optional)\nv0_0_43_step_step\ntask (optional)\nv0_0_43_step_task\ntres (optional)\nv0_0_43_step_tres\nv0.0.43_tres - Up\ntype\nString TRES type (CPU, MEM, etc)\nname (optional)\nString TRES name (if applicable)\nid (optional)\nInteger ID used in the database format: int32\ncount (optional)""}, {""doc_id"": ""doc_ac8b"", ""sent_idx"": 64, ""cleaned_version"": 1, ""sentence"": ""(60*0.25) = (16+ 15) = 31\nAnother method of calculating the billable TRES is by taking the MAX of the individual TRESs on a node (e.g. cpus, mem, gres) plus the SUM of the global TRESs (e.g. licenses).""}, {""doc_id"": ""doc_ac8b"", ""sent_idx"": 69, ""cleaned_version"": 1, ""sentence"": ""You can also calculate the billable TRES by taking the MAX of the individual TRESs on a node (e.g. cpus, mem) plus the billable gres (GPU), plus the SUM of the global TRESs (e.g. licenses).""}, {""doc_id"": ""doc_ac8b"", ""sent_idx"": 115, ""cleaned_version"": 1, ""sentence"": ""MAX_TRES: If set, the weighted TRES value (e.g. TRESBillingWeights) is calculated as the MAX of individual TRESs on a node (e.g. cpus, mem, gres) plus the sum of all global TRESs (e.g. licenses).""}, {""doc_id"": ""doc_cc8b"", ""sent_idx"": 4, ""cleaned_version"": 1, ""sentence"": ""Current TRES Types are:\nBB (burst buffers)\nBilling\nCPU\nEnergy\nFS (filesystem)\nGRES\nIC (interconnect)\nLicense\nMem (Memory)\nNode\nPages\nVMem (Virtual Memory/Size)""}]",1,mem,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
1124,features_act,unknown,[],[],[1124],3,2,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 344, ""cleaned_version"": 1, ""sentence"": ""array[String]\nfeatures_act (optional)\narray[String]\ngres (optional)\nString Generic resources\naddress (optional)\narray[String]\nhostname (optional)\narray[String]\nname (optional)\narray[String]\nstate (optional)""}, {""doc_id"": ""doc_e992"", ""sent_idx"": 55, ""cleaned_version"": 1, ""sentence"": ""node_info_t Data Structure\n char *features;\n char *features_act;\nIn a system containing Intel KNL processors the features_act field is set by the plugin to match the currently running modes on the node.""}, {""doc_id"": ""doc_e992"", ""sent_idx"": 56, ""cleaned_version"": 1, ""sentence"": ""On other systems the features_act is not usually used. If you program such a plugin you must ensure that features_act contains a subset of features.""}]",1,features_act,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
1126,string reason,unknown,[],[],[1126],2,1,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 345, ""cleaned_version"": 1, ""sentence"": ""array[String] New state to assign to the node\nEnum:\nreason (optional)\nString Reason for node being DOWN or DRAINING\nreason_uid (optional)\nString User ID to associate with the reason (needed if user root is sending message)\nresume_after (optional)\nv0.0.43_uint32_no_val_struct\ntopology_str (optional)\nString Topology\nweight (optional)\nv0.0.43_uint32_no_val_struct\nv0.0.43_user - Up\nadministrator_level (optional)\narray[String]""}, {""doc_id"": ""doc_05b9"", ""sent_idx"": 365, ""cleaned_version"": 1, ""sentence"": ""array[String] Current state\nEnum:\nreason (optional)\nString Reason for previous Pending or Failed state\nv0_0_43_job_time - Up\nelapsed (optional)""}]",1,reason,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
1127,draining,unknown,[],"[""DRAINING""]",[1127],4,3,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 345, ""cleaned_version"": 1, ""sentence"": ""array[String] New state to assign to the node\nEnum:\nreason (optional)\nString Reason for node being DOWN or DRAINING\nreason_uid (optional)\nString User ID to associate with the reason (needed if user root is sending message)\nresume_after (optional)\nv0.0.43_uint32_no_val_struct\ntopology_str (optional)\nString Topology\nweight (optional)\nv0.0.43_uint32_no_val_struct\nv0.0.43_user - Up\nadministrator_level (optional)\narray[String]""}, {""doc_id"": ""doc_8ca0"", ""sent_idx"": 56, ""cleaned_version"": 1, ""sentence"": ""For example nid[10-20]:4 will prevent 4 usable nodes (i.e IDLE and not DOWN, DRAINING or already powered down) in the set nid[10-20] from being powered down.""}, {""doc_id"": ""doc_8ca0"", ""sent_idx"": 118, ""cleaned_version"": 1, ""sentence"": ""RESUME\nNot an actual node state, but will change a node state from DRAIN, DRAINING, DOWN or REBOOT to IDLE and NoResp.""}, {""doc_id"": ""doc_ce7f"", ""sent_idx"": 167, ""cleaned_version"": 1, ""sentence"": ""adev0: scontrol\nscontrol: show job 477\nJobId=477 UserId=bob(6885) Name=sleep JobState=PENDING\n Priority=4294901286 Partition=batch BatchFlag=0\n more data removed....\nscontrol: update JobId=477 Priority=0\nPrint the state of node adev13 and drain it. To drain a node, specify a new state of DRAIN, DRAINED, or DRAINING. Slurm will automatically set it to the appropriate value of either DRAINING or DRAINED depending on whether the node is allocated or not. Return it to service later.""}]",1,draining,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
1129,user root,unknown,[],[],[1129],14,6,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 345, ""cleaned_version"": 1, ""sentence"": ""array[String] New state to assign to the node\nEnum:\nreason (optional)\nString Reason for node being DOWN or DRAINING\nreason_uid (optional)\nString User ID to associate with the reason (needed if user root is sending message)\nresume_after (optional)\nv0.0.43_uint32_no_val_struct\ntopology_str (optional)\nString Topology\nweight (optional)\nv0.0.43_uint32_no_val_struct\nv0.0.43_user - Up\nadministrator_level (optional)\narray[String]""}, {""doc_id"": ""doc_48b2"", ""sent_idx"": 26, ""cleaned_version"": 1, ""sentence"": ""scontrol is the administrative tool used to view and/or modify Slurm state. Note that many scontrol commands can only be executed as user root.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 283, ""cleaned_version"": 1, ""sentence"": ""A simple way to control this is to ensure that user root has a sufficiently large resource limit and ensuring that slurmd takes full advantage of this limit.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 284, ""cleaned_version"": 1, ""sentence"": ""For example, you can set user root's locked memory limit ulimit to be unlimited on the compute nodes (see \""man limits.conf\"") and ensuring that slurmd takes full advantage of this limit (e.g. by adding \""LimitMEMLOCK=infinity\"" to your systemd's slurmd.service file).""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 486, ""cleaned_version"": 1, ""sentence"": ""To control a user's access to a compute node:\nThe pam_slurm_adopt and pam_slurm modules prevent users from logging into nodes that they have not been allocated (except for user root, which can always login).""}]",1,root,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
1133,adminlevel,unknown,[],[],[1133],3,1,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 346, ""cleaned_version"": 1, ""sentence"": ""AdminLevel granted to the user\nEnum:\nassociations (optional)\narray[v0.0.43_assoc_short]\ncoordinators (optional)\narray[v0.0.43_coord]\ndefault (optional)\nv0_0_43_user_default\nflags (optional)""}, {""doc_id"": ""doc_05b9"", ""sent_idx"": 347, ""cleaned_version"": 1, ""sentence"": ""array[String] Flags associated with this user\nEnum:\nname\nString User name\nold_name (optional)\nString Previous user name\nwckeys (optional)\narray[v0.0.43_wckey]\nv0.0.43_user_short - Up\nadminlevel (optional)\narray[String]""}, {""doc_id"": ""doc_05b9"", ""sent_idx"": 348, ""cleaned_version"": 1, ""sentence"": ""AdminLevel granted to the user\nEnum:\ndefaultaccount (optional)\nString Default account\ndefaultwckey (optional)\nString Default WCKey\nv0.0.43_users_add_cond - Up\naccounts (optional)\narray[String]\nassociation (optional)\nv0.0.43_assoc_rec_set\nclusters (optional)\narray[String]\npartitions (optional)\narray[String]\nusers\narray[String]\nwckeys (optional)""}]",1,adminlevel,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
1142,string wckey,unknown,[],[],[1142],2,1,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 350, ""cleaned_version"": 1, ""sentence"": ""Integer Unique ID for this user-cluster-wckey combination format: int32\nname\nString WCKey name\nuser\nString User name\nflags (optional)""}, {""doc_id"": ""doc_05b9"", ""sent_idx"": 351, ""cleaned_version"": 1, ""sentence"": ""array[String] Flags associated with this WCKey\nEnum:\nv0.0.43_wckey_tag_struct - Up\nwckey\nString WCKey name\nflags\narray[String]""}]",1,wckey,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
1144,entry,unknown,[],[],[1144],11,10,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 352, ""cleaned_version"": 1, ""sentence"": ""Integer End of this entry in file format: int32\nv0_0_43_instance_time - Up\ntime_end (optional)""}, {""doc_id"": ""doc_193a"", ""sent_idx"": 23, ""cleaned_version"": 1, ""sentence"": ""If you are using systemd to launch slurmd, you must ensure that \""ConditionPathExists=*\"" is not present in the unit file or the slurmd will not start. (The example slurmd.service file shipped in Slurm 20.02 and above does not include this entry.)""}, {""doc_id"": ""doc_2770"", ""sent_idx"": 26, ""cleaned_version"": 1, ""sentence"": ""Jobs submitted to multiple partitions will have as many entries in the list as requested partitions.""}, {""doc_id"": ""doc_2cc9"", ""sent_idx"": 29, ""cleaned_version"": 1, ""sentence"": ""If not set, slurm ports are set by checking for an entry in /etc/services and if that fails by using an interval default set at Slurm build time.""}, {""doc_id"": ""doc_33d3"", ""sent_idx"": 31, ""cleaned_version"": 1, ""sentence"": ""There is a record for the job as a whole as well as entries for the following types of job steps:\nextern step — A step created for each job as long as you have PrologFlags=contain in your slurm.conf.""}]",1,entry,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
1150,task id,unknown,"[""task IDs""]",[],[1150],15,7,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 357, ""cleaned_version"": 1, ""sentence"": ""Integer Job ID of job array, or 0 if N/A format: int32\nlimits (optional)\nv0_0_43_job_array_limits\ntask_id (optional)\nv0.0.43_uint32_no_val_struct\ntask (optional)\nString String expression of task IDs in this record\nv0_0_43_job_array_limits - Up\nmax (optional)""}, {""doc_id"": ""doc_10c5"", ""sent_idx"": 65, ""cleaned_version"": 1, ""sentence"": ""The resulting task IDs are:\nc0c1\np00 4\np22 6\nc0c1\np11 5\np33 7\nThe computation and assignment of the task IDs is transparent to the user.""}, {""doc_id"": ""doc_10c5"", ""sent_idx"": 72, ""cleaned_version"": 1, ""sentence"": ""The CPU IDs within a node in the block numbering are: (this information is available from the /proc/cpuinfo file on the system)\nc0c1\np00 1\np24 5\nc0c1\np12 3\np36 7\n resulting in the following mapping for processor/cores and task IDs which users need to calculate:\nmapping for processors/cores\nc0c1\np00x01 0x02\np20x10 0x20\nc0c1\np10x04 0x08\np30x40 0x80\ntask IDs\nc0c1\np00 4\np22 6\nc0c1\np11 5\np33 7""}, {""doc_id"": ""doc_10c5"", ""sent_idx"": 73, ""cleaned_version"": 1, ""sentence"": ""The above maps and task IDs can be translated into the following command:\n$ srun -n""}, {""doc_id"": ""doc_4d9f"", ""sent_idx"": 55, ""cleaned_version"": 1, ""sentence"": ""The aftercorr clause is satisfied after the corresponding task ID in the specified job has completed successfully (ran to completion with an exit code of zero).""}]",1,id,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
1160,allocation,command,[],[],[1160],92,25,2026-01-14T15:41:19,2026-01-14 16:42:25,type:command(evidence: command usage) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 363, ""cleaned_version"": 1, ""sentence"": ""Whether whole nodes were allocated\nallocation (optional)\narray[v0.0.43_job_res_node]""}, {""doc_id"": ""doc_0ac6"", ""sent_idx"": 150, ""cleaned_version"": 1, ""sentence"": ""Create alias for Docker:\nalias docker=podmanor\nalias docker='podman --config=/some/path \""$@\""'Troubleshooting\nPodman runs out of locks:\n$ podman run alpine uptime\nError: allocating lock for new container: allocation failed; exceeded num_locks (2048)""}, {""doc_id"": ""doc_10c5"", ""sent_idx"": 92, ""cleaned_version"": 1, ""sentence"": ""See also 'squeue --help' and 'man squeue'\nscontrol\nThe following job settings can be adjusted using scontrol:\nRequested Allocation:""}, {""doc_id"": ""doc_16b3"", ""sent_idx"": 23, ""cleaned_version"": 1, ""sentence"": ""The index into each of the arrays is the sequence number of the node in that's job's allocation (e.g. the first element is node zero of the job allocation).""}, {""doc_id"": ""doc_16b3"", ""sent_idx"": 24, ""cleaned_version"": 1, ""sentence"": ""The job step's GRES information is similar to that of a job including the design where the index into arrays is based upon the job's allocation.""}]",1,allocation,1,0,,,
1161,job resource,job_concept,"[""Job resources""]",[],[1161],3,2,2026-01-14T15:41:19,2026-01-14 16:42:25,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 364, ""cleaned_version"": 1, ""sentence"": ""Job resources for a node\nv0_0_43_job_reservation - Up\nid (optional)\nInteger Unique identifier of requested reservation format: int32\nname (optional)\nString Name of reservation to use\nrequested (optional)\nString Comma-separated list of requested reservation names\nv0_0_43_job_state - Up\ncurrent (optional)""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 54, ""cleaned_version"": 1, ""sentence"": ""Removed.components.schemas[\""v0.0.43_job_mail_flags\""].items.type = \""string\"";\nRemoved.components.schemas[\""v0.0.43_job_mail_flags\""].type = \""array\"";\nReplaced.components.schemas[\""v0.0.43_job_res\""].properties.nodes.properties.allocation.description = \""Allocated node resources (Job resources for a node)\"";\nReplaced.components.schemas[\""v0.0.43_job_res\""].properties.nodes.properties.select_type.items = {};\nAdded.components.schemas[\""v0.0.43_job_res\""].properties.nodes.properties.select_type.items.enum =""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 58, ""cleaned_version"": 1, ""sentence"": ""[];\nRemoved.components.schemas[\""v0.0.43_job_res_core_status\""].items.enum[0] = \""INVALID\"";\nRemoved.components.schemas[\""v0.0.43_job_res_core_status\""].items.enum[1] = \""UNALLOCATED\"";\nRemoved.components.schemas[\""v0.0.43_job_res_core_status\""].items.enum[2] = \""ALLOCATED\"";\nRemoved.components.schemas[\""v0.0.43_job_res_core_status\""].items.enum[3] = \""IN_USE\"";\nRemoved.components.schemas[\""v0.0.43_job_res_core_status\""].items.type = \""string\"";\nRemoved.components.schemas[\""v0.0.43_job_res_core_status\""].type = \""array\"";\nRemoved.components.schemas[\""v0.0.43_job_res_nodes\""].items.description = \""Job resources for a node\"";\nRemoved.components.schemas[\""v0.0.43_job_shared\""] = {};\nRemoved.components.schemas[\""v0.0.43_job_shared\""].items = {};""}]",1,resource,1,0,,,
1167,submission,unknown,[],[],[1167],17,11,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 368, ""cleaned_version"": 1, ""sentence"": ""Long End time (UNIX timestamp) (UNIX timestamp or time string recognized by Slurm (e.g., '[MM/DD[/YY]-]HH:MM[:SS]')) format: int64\nplanned (optional)\nv0.0.43_uint64_no_val_struct\nstart (optional)\nLong Time execution began (UNIX timestamp) (UNIX timestamp or time string recognized by Slurm (e.g., '[MM/DD[/YY]-]HH:MM[:SS]')) format: int64\nsubmission (optional)\nLong Time when the job was submitted (UNIX timestamp) (UNIX timestamp or time string recognized by Slurm (e.g., '[MM/DD[/YY]-]HH:MM[:SS]')) format: int64\nsuspended (optional)""}, {""doc_id"": ""doc_10c5"", ""sent_idx"": 62, ""cleaned_version"": 1, ""sentence"": ""Below we show how to obtain the wanted layout using 1) high-level flags and 2) --cpubind\nHigh-Level flags\nUsing Slurm's high-level flag, users can obtain the above layout with either of the following submissions since --distribution=block:cyclic is the default distribution method.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 194, ""cleaned_version"": 1, ""sentence"": ""If the scheduler type is builtin, then jobs will be executed in the order of submission for a given partition.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 196, ""cleaned_version"": 1, ""sentence"": ""If the scheduler type is backfill, then jobs will generally be executed in the order of submission for a given partition with one exception: later submitted jobs will be initiated early if doing so does not delay the expected execution time of an earlier submitted job.""}, {""doc_id"": ""doc_7940"", ""sent_idx"": 15, ""cleaned_version"": 1, ""sentence"": ""Federations can be deleted using:\nsacctmgr delete federation <federation_name>\nGeneric features can be assigned to clusters and can be requested at submission using the --cluster-constraint=[!]<feature_list> option:\nsacctmgr modify cluster <cluster_name> set features[+-]=<feature_list>\nA cluster's federated state can be set using:\nsacctmgr modify cluster <cluster_name> set fedstate=<state>\nwhere possible states are:\nACTIVE:""}]",1,submission,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
1172,deny,unknown,[],[],[1172],3,2,2026-01-14T15:41:19,2026-01-14 16:42:25,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes | llm:used,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 371, ""cleaned_version"": 1, ""sentence"": ""String AllowQOS - Comma-separated list of Qos which may execute jobs in the partition\ndeny (optional)\nString DenyQOS - Comma-separated list of Qos which may not execute jobs in the partition\nassigned (optional)\nString QOS - QOS name containing limits that will apply to all jobs in this partition\nv0_0_43_partition_info_timeouts - Up\nresume (optional)\nv0.0.43_uint16_no_val_struct\nsuspend (optional)\nv0.0.43_uint16_no_val_struct\nv0_0_43_partition_info_tres - Up\nbilling_weights (optional)\nString TRESBillingWeights - Billing weights of each tracked TRES type that will be used in calculating the usage of a job\nconfigured (optional)""}, {""doc_id"": ""doc_732b"", ""sent_idx"": 74, ""cleaned_version"": 1, ""sentence"": ""We recommend using \""deny.\""\ndeny\nDeny the connection.""}, {""doc_id"": ""doc_732b"", ""sent_idx"": 78, ""cleaned_version"": 1, ""sentence"": ""We recommend using \""deny.""}]",1,deny,1,1,mistralai/Mistral-7B-Instruct-v0.3,,{}
1176,resume,command,[],[],[1176],8,5,2026-01-14T15:41:19,2026-01-14 16:42:25,type:command(evidence: command usage) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_05b9"", ""sent_idx"": 371, ""cleaned_version"": 1, ""sentence"": ""String AllowQOS - Comma-separated list of Qos which may execute jobs in the partition\ndeny (optional)\nString DenyQOS - Comma-separated list of Qos which may not execute jobs in the partition\nassigned (optional)\nString QOS - QOS name containing limits that will apply to all jobs in this partition\nv0_0_43_partition_info_timeouts - Up\nresume (optional)\nv0.0.43_uint16_no_val_struct\nsuspend (optional)\nv0.0.43_uint16_no_val_struct\nv0_0_43_partition_info_tres - Up\nbilling_weights (optional)\nString TRESBillingWeights - Billing weights of each tracked TRES type that will be used in calculating the usage of a job\nconfigured (optional)""}, {""doc_id"": ""doc_2329"", ""sent_idx"": 66, ""cleaned_version"": 1, ""sentence"": ""This method is the best integrated with Slurm and supports process tracking, accounting, task affinity, suspend/resume and other features.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 415, ""cleaned_version"": 1, ""sentence"": ""A value of zero is the default and results in a node staying DOWN until an administrator explicitly returns it to service using the command \""scontrol update NodeName=whatever State=RESUME\"".""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 511, ""cleaned_version"": 1, ""sentence"": ""Job suspend/resume is most useful to get particularly large jobs initiated in a timely fashion with minimal overhead. Say you want to get a full-system job initiated.""}, {""doc_id"": ""doc_5d35"", ""sent_idx"": 57, ""cleaned_version"": 1, ""sentence"": ""requeue\nresume\nsuspend\nThe sbcast command supports heterogeneous job allocations. By default, sbcast will copy files to all nodes in the job allocation. The -j/--jobid option can be used to copy files to individual components as shown below.""}]",1,resume,1,0,,,
