id,doc_id,sentence_id,sentence_text,subj_text,subj_canonical_id,subj_canonical_term,rel_text,obj_text,obj_canonical_id,obj_canonical_term,method,created_at
446,doc_b406,doc_b406_sent_00027,"Nodes in Multiple Partitions
Slurm has supported configuring nodes in more than one partition since version 0.7.0. The following table describes how nodes configured in two partitions with different OverSubscribe settings will be allocated to jobs. Note that ""shared"" jobs are jobs that are submitted to partitions configured with OverSubscribe=FORCE or with OverSubscribe=YES and the job requested sharing with the srun --oversubscribe option.",Nodes,409,node,support since,version,985,version,openie_spacy,2025-12-17T19:42:11Z
447,doc_b406,doc_b406_sent_00027,"Nodes in Multiple Partitions
Slurm has supported configuring nodes in more than one partition since version 0.7.0. The following table describes how nodes configured in two partitions with different OverSubscribe settings will be allocated to jobs. Note that ""shared"" jobs are jobs that are submitted to partitions configured with OverSubscribe=FORCE or with OverSubscribe=YES and the job requested sharing with the srun --oversubscribe option.",nodes,409,node,configure in,two partitions,416,partition,openie_spacy,2025-12-17T19:42:11Z
448,doc_b406,doc_b406_sent_00028,"Conversely, ""non-shared"" jobs are jobs that are submitted to partitions configured with OverSubscribe=NO or OverSubscribe=YES and the job did not request shareable resources.",the job,50,job,request,shareable resources,830,resource,openie_spacy,2025-12-17T19:42:11Z
449,doc_b406,doc_b406_sent_00029,"First job ""shareable""First job not ""shareable""
Second job ""shareable""Both jobs can run on the same nodes and may share resourcesJobs do not run on the same nodes
Second job not ""shareable""Jobs do not run on the same nodesJobs can run on the same nodes but will not share resources
The next table contains several scenarios with the select/cons_tres plugin enabled to further clarify how a node is used when it is configured in more than one partition and the partitions have different ""OverSubscribe"" policies.","""shareable""Both jobs",50,job,run on,the same nodes,409,node,openie_spacy,2025-12-17T19:42:11Z
450,doc_b406,doc_b406_sent_00029,"First job ""shareable""First job not ""shareable""
Second job ""shareable""Both jobs can run on the same nodes and may share resourcesJobs do not run on the same nodes
Second job not ""shareable""Jobs do not run on the same nodesJobs can run on the same nodes but will not share resources
The next table contains several scenarios with the select/cons_tres plugin enabled to further clarify how a node is used when it is configured in more than one partition and the partitions have different ""OverSubscribe"" policies.",First job,50,job,run on,"the same nodes
Second job",50,job,openie_spacy,2025-12-17T19:42:11Z
451,doc_b406,doc_b406_sent_00029,"First job ""shareable""First job not ""shareable""
Second job ""shareable""Both jobs can run on the same nodes and may share resourcesJobs do not run on the same nodes
Second job not ""shareable""Jobs do not run on the same nodesJobs can run on the same nodes but will not share resources
The next table contains several scenarios with the select/cons_tres plugin enabled to further clarify how a node is used when it is configured in more than one partition and the partitions have different ""OverSubscribe"" policies.",the partitions,416,partition,have,"different ""OverSubscribe"" policies",1253,policy,openie_spacy,2025-12-17T19:42:11Z
452,doc_b406,doc_b406_sent_00030,"Slurm configurationResulting Behavior
Two OverSubscribe=NO partitions assigned the same set of nodesJobs from either partition will be assigned to all available consumable resources. No consumable resource will be shared. One node could have 2 jobs running on it, and each job could be from a different partition.","Slurm configurationResulting Behavior
Two OverSubscribe=NO partitions",416,partition,assign,the same set,70,set,openie_spacy,2025-12-17T19:42:11Z
453,doc_b406,doc_b406_sent_00030,"Slurm configurationResulting Behavior
Two OverSubscribe=NO partitions assigned the same set of nodesJobs from either partition will be assigned to all available consumable resources. No consumable resource will be shared. One node could have 2 jobs running on it, and each job could be from a different partition.","Slurm configurationResulting Behavior
Two OverSubscribe=NO partitions",416,partition,assign from,either partition,416,partition,openie_spacy,2025-12-17T19:42:11Z
454,doc_b406,doc_b406_sent_00030,"Slurm configurationResulting Behavior
Two OverSubscribe=NO partitions assigned the same set of nodesJobs from either partition will be assigned to all available consumable resources. No consumable resource will be shared. One node could have 2 jobs running on it, and each job could be from a different partition.",One node,409,node,have,2 jobs,50,job,openie_spacy,2025-12-17T19:42:11Z
455,doc_b406,doc_b406_sent_00031,"Two partitions assigned the same set of nodes: one partition is OverSubscribe=FORCE, and the other is OverSubscribe=NOA node will only run jobs from one partition at a time. If a node is running jobs from the OverSubscribe=NO partition, then none of its consumable resources will be shared.",Two partitions,416,partition,assign,the same set,70,set,openie_spacy,2025-12-17T19:42:11Z
456,doc_b406,doc_b406_sent_00031,"Two partitions assigned the same set of nodes: one partition is OverSubscribe=FORCE, and the other is OverSubscribe=NOA node will only run jobs from one partition at a time. If a node is running jobs from the OverSubscribe=NO partition, then none of its consumable resources will be shared.",OverSubscribe=NOA node,409,node,run,jobs,50,job,openie_spacy,2025-12-17T19:42:11Z
457,doc_b406,doc_b406_sent_00031,"Two partitions assigned the same set of nodes: one partition is OverSubscribe=FORCE, and the other is OverSubscribe=NOA node will only run jobs from one partition at a time. If a node is running jobs from the OverSubscribe=NO partition, then none of its consumable resources will be shared.",OverSubscribe=NOA node,409,node,run from,one partition,416,partition,openie_spacy,2025-12-17T19:42:11Z
458,doc_b406,doc_b406_sent_00031,"Two partitions assigned the same set of nodes: one partition is OverSubscribe=FORCE, and the other is OverSubscribe=NOA node will only run jobs from one partition at a time. If a node is running jobs from the OverSubscribe=NO partition, then none of its consumable resources will be shared.",OverSubscribe=NOA node,409,node,run at,a time,42,time,openie_spacy,2025-12-17T19:42:11Z
460,doc_b406,doc_b406_sent_00032,"If a node is running jobs from the OverSubscribe=FORCE partition, then its consumable resources can be shared.",a node,409,node,run,jobs,50,job,openie_spacy,2025-12-17T19:42:11Z
461,doc_b406,doc_b406_sent_00033,Two OverSubscribe=FORCE partitions assigned the same set of nodesJobs from either partition will be assigned consumable resources.,Two OverSubscribe=FORCE partitions,416,partition,assign,the same set,70,set,openie_spacy,2025-12-17T19:42:11Z
462,doc_b406,doc_b406_sent_00033,Two OverSubscribe=FORCE partitions assigned the same set of nodesJobs from either partition will be assigned consumable resources.,Two OverSubscribe=FORCE partitions,416,partition,assign from,either partition,416,partition,openie_spacy,2025-12-17T19:42:11Z
463,doc_b406,doc_b406_sent_00035,"One node could have 2 jobs running on it, and each job could be from a different partition.",One node,409,node,have,2 jobs,50,job,openie_spacy,2025-12-17T19:42:11Z
464,doc_b406,doc_b406_sent_00036,"Two partitions assigned the same set of nodes: one partition is OverSubscribe=FORCE:3, and the other is OverSubscribe=FORCE:5Generally the same behavior as above. However no consumable resource will ever run more than 3 jobs from the first partition, and no consumable resource will ever run more than 5 jobs from the second partition. A consumable resource could have up to 8 jobs running on it at one time.",Two partitions,416,partition,assign,the same set,70,set,openie_spacy,2025-12-17T19:42:11Z
465,doc_b406,doc_b406_sent_00036,"Two partitions assigned the same set of nodes: one partition is OverSubscribe=FORCE:3, and the other is OverSubscribe=FORCE:5Generally the same behavior as above. However no consumable resource will ever run more than 3 jobs from the first partition, and no consumable resource will ever run more than 5 jobs from the second partition. A consumable resource could have up to 8 jobs running on it at one time.",no consumable resource,830,resource,run,more than 3 jobs,50,job,openie_spacy,2025-12-17T19:42:11Z
467,doc_b406,doc_b406_sent_00036,"Two partitions assigned the same set of nodes: one partition is OverSubscribe=FORCE:3, and the other is OverSubscribe=FORCE:5Generally the same behavior as above. However no consumable resource will ever run more than 3 jobs from the first partition, and no consumable resource will ever run more than 5 jobs from the second partition. A consumable resource could have up to 8 jobs running on it at one time.",no consumable resource,830,resource,run from,the second partition,416,partition,openie_spacy,2025-12-17T19:42:11Z
468,doc_b406,doc_b406_sent_00036,"Two partitions assigned the same set of nodes: one partition is OverSubscribe=FORCE:3, and the other is OverSubscribe=FORCE:5Generally the same behavior as above. However no consumable resource will ever run more than 3 jobs from the first partition, and no consumable resource will ever run more than 5 jobs from the second partition. A consumable resource could have up to 8 jobs running on it at one time.",A consumable resource,1980,consumable resource,have,up to 8 jobs,50,job,openie_spacy,2025-12-17T19:42:11Z
469,doc_b406,doc_b406_sent_00037,"Note that the ""mixed shared setting"" configuration (row #2 above) introduces the possibility of starvation between jobs in each partition. If a set of nodes are running jobs from the OverSubscribe=NO partition, then these nodes will continue to only be available to jobs from that partition, even if jobs submitted to the OverSubscribe=FORCE partition have a higher priority.",a set,70,set,run,jobs,50,job,openie_spacy,2025-12-17T19:42:11Z
470,doc_b406,doc_b406_sent_00037,"Note that the ""mixed shared setting"" configuration (row #2 above) introduces the possibility of starvation between jobs in each partition. If a set of nodes are running jobs from the OverSubscribe=NO partition, then these nodes will continue to only be available to jobs from that partition, even if jobs submitted to the OverSubscribe=FORCE partition have a higher priority.",jobs,50,job,submit to,the OverSubscribe=FORCE partition,416,partition,openie_spacy,2025-12-17T19:42:11Z
471,doc_b406,doc_b406_sent_00038,"This works in reverse also, and in fact it's easier for jobs from the OverSubscribe=FORCE partition to hold onto the nodes longer because the consumable resource ""sharing"" provides more resource availability for new jobs to begin running ""on top of"" the existing jobs. This happens with the select/linear plugin also, so it's not specific to the select/cons_tres plugin.",jobs,50,job,hold onto,the nodes,409,node,openie_spacy,2025-12-17T19:42:11Z
472,doc_b406,doc_b406_sent_00041,Jobs are allocated to nodes without considering if there is enough free memory.,Jobs,50,job,allocate to,nodes,409,node,openie_spacy,2025-12-17T19:42:11Z
473,doc_b406,doc_b406_sent_00043,"SelectType=select/linear plus
SelectTypeParameters=CR_MemoryMemory allocation is tracked. Nodes that do not have enough available memory to meet the jobs memory requirement will not be allocated to the job.",Nodes,409,node,allocate to,the job,50,job,openie_spacy,2025-12-17T19:42:11Z
474,doc_b406,doc_b406_sent_00045,Jobs are allocated to consumable resources without considering if there is enough free memory.,Jobs,50,job,allocate to,consumable resources,830,resource,openie_spacy,2025-12-17T19:42:11Z
475,doc_b406,doc_b406_sent_00048,Nodes that do not have enough available memory to meet the jobs memory requirement will not be allocated to the job.,Nodes,409,node,allocate to,the job,50,job,openie_spacy,2025-12-17T19:42:11Z
476,doc_0ac6,doc_0ac6_sent_00016,Slurm will not transfer the OCI container bundle to the execution nodes.,Slurm,82,slurm,transfer,the OCI container bundle,747,oci container bundle,openie_spacy,2025-12-17T19:42:11Z
477,doc_0ac6,doc_0ac6_sent_00016,Slurm will not transfer the OCI container bundle to the execution nodes.,Slurm,82,slurm,transfer to,the execution nodes,1456,execution node,openie_spacy,2025-12-17T19:42:11Z
478,doc_0ac6,doc_0ac6_sent_00017,The bundle must already exist on the requested path on the execution node.,The bundle,1457,bundle,exist on,the requested path,1458,path,openie_spacy,2025-12-17T19:42:11Z
479,doc_0ac6,doc_0ac6_sent_00018,"Containers are limited by the OCI runtime used. If the runtime does not support a certain feature, then that feature will not work for any job using a container.",the runtime,1459,runtime,support,a certain feature,328,feature,openie_spacy,2025-12-17T19:42:11Z
480,doc_0ac6,doc_0ac6_sent_00018,"Containers are limited by the OCI runtime used. If the runtime does not support a certain feature, then that feature will not work for any job using a container.",that feature,328,feature,work for,any job,50,job,openie_spacy,2025-12-17T19:42:11Z
481,doc_0ac6,doc_0ac6_sent_00019,"oci.conf must be configured on the execution node for the job, otherwise the requested container will be ignored by Slurm (but can be used by the job or any given plugin).",oci.conf,1460,oci.conf,configure on,the execution node,1456,execution node,openie_spacy,2025-12-17T19:42:11Z
482,doc_0ac6,doc_0ac6_sent_00021,"kernel.apparmor_restrict_unprivileged_unconfined=0
sudo sysctl -w kernel.apparmor_restrict_unprivileged_userns=0
Docker also provides a tool to verify the kernel configuration:
$ dockerd-rootless-setuptool.sh check --force","kernel.apparmor_restrict_unprivileged_unconfined=0
sudo sysctl -w kernel.apparmor_restrict_unprivileged_userns=0
Docker",1465,docker,provide,a tool,1466,tool,openie_spacy,2025-12-17T19:42:11Z
483,doc_0ac6,doc_0ac6_sent_00021,"kernel.apparmor_restrict_unprivileged_unconfined=0
sudo sysctl -w kernel.apparmor_restrict_unprivileged_userns=0
Docker also provides a tool to verify the kernel configuration:
$ dockerd-rootless-setuptool.sh check --force","kernel.apparmor_restrict_unprivileged_unconfined=0
sudo sysctl -w kernel.apparmor_restrict_unprivileged_userns=0
Docker",1465,docker,provide,":
$ dockerd-rootless-setuptool.sh check",3729,check,openie_spacy,2025-12-17T19:42:11Z
484,doc_0ac6,doc_0ac6_sent_00026,"In order to support as many runtimes as possible, Slurm provides pattern replacement for commands issued for each OCI runtime operation.",Slurm,82,slurm,provide in,order,152,order,openie_spacy,2025-12-17T19:42:11Z
485,doc_0ac6,doc_0ac6_sent_00027,This will allow a site to edit how the OCI runtimes are called as needed to ensure compatibility.,the OCI runtimes,1427,oci runtime,call,as needed to ensure compatibility,1478,compatibility,openie_spacy,2025-12-17T19:42:11Z
486,doc_0ac6,doc_0ac6_sent_00029,"The OCI runtime specification only provides the start and create operations sequence, but these runtimes provides a much more efficient run operation. Sites are strongly encouraged to use the run operation (if provided) as the start and create operations require that Slurm poll the OCI runtime to know when the containers have completed execution. While Slurm attempts to be as efficient as possible with polling, it will result in a thread using CPU time inside of the job and slower response of Slurm to catch when container execution is complete.",The OCI runtime specification,792,specification,provide,the start,866,start,openie_spacy,2025-12-17T19:42:11Z
487,doc_0ac6,doc_0ac6_sent_00032,"The examples provided point to ""/run/user/%U"" where %U will be replaced with the numeric user id. Systemd manages ""/run/user/"" (independently of Slurm) and will likely need additional configuration to ensure the directories exist on compute nodes when the users will not log in to the nodes directly. This configuration is generally achieved by calling loginctl to enable lingering sessions. Be aware that the directory in this example will be cleaned up by systemd once the user session ends on the node.",id. Systemd,1499,systemd,manage of,Slurm,82,slurm,openie_spacy,2025-12-17T19:42:11Z
488,doc_0ac6,doc_0ac6_sent_00032,"The examples provided point to ""/run/user/%U"" where %U will be replaced with the numeric user id. Systemd manages ""/run/user/"" (independently of Slurm) and will likely need additional configuration to ensure the directories exist on compute nodes when the users will not log in to the nodes directly. This configuration is generally achieved by calling loginctl to enable lingering sessions. Be aware that the directory in this example will be cleaned up by systemd once the user session ends on the node.",the directories,1496,directory,exist on,compute nodes,1448,compute node,openie_spacy,2025-12-17T19:42:11Z
489,doc_0ac6,doc_0ac6_sent_00032,"The examples provided point to ""/run/user/%U"" where %U will be replaced with the numeric user id. Systemd manages ""/run/user/"" (independently of Slurm) and will likely need additional configuration to ensure the directories exist on compute nodes when the users will not log in to the nodes directly. This configuration is generally achieved by calling loginctl to enable lingering sessions. Be aware that the directory in this example will be cleaned up by systemd once the user session ends on the node.",the user session,1498,session,end on,the node,409,node,openie_spacy,2025-12-17T19:42:11Z
490,doc_0ac6,doc_0ac6_sent_00040,"%b %n.%u.%j.%s.%t""
RunTimeStart=""crun --rootless=true --root=/run/user/%U/ start %n.%u.%j.%s.%t""
oci.conf example for crun using run (recommended over using create/start):",crun,1480,crun,use,run,1492,run,openie_spacy,2025-12-17T19:42:11Z
491,doc_0ac6,doc_0ac6_sent_00071,"""$BUNDLE"" ]
then
 IMAGE=""$SPOOLDIR/container.sqsh""
 enroot import -o ""$IMAGE"" -- ""$BUNDLE"" && \
 enroot create ""$IMAGE""
 CONTAINER=""container""
else
 CONTAINER=""$BUNDLE""
fi
enroot start -- ""$CONTAINER"" ""$@""
rc=$?
[ $IMAGE ] && unlink $IMAGE
exit $rc
Handling multiple runtimes
If you wish to accommodate multiple runtimes in your environment, it is possible to do so with a bit of extra setup. This section outlines one possible way to do so:
Create a generic oci.conf that calls a wrapper script
IgnoreFileConfigJson=true
RunTimeRun=""/opt/slurm-oci/run %b %","\
 enroot",1436,enroot,create,"""$IMAGE""
 CONTAINER=""container""
else
 CONTAINER=""$BUNDLE""
fi
enroot start",866,start,openie_spacy,2025-12-17T19:42:11Z
492,doc_0ac6,doc_0ac6_sent_00082,"Commands run with the --container flag are resolved through PATH before they are sent to the container. If the container has a unique file structure, it may be necessary to give the full path to the command or specify --export=NONE to have the container define the PATH to be used:
srun --container $ABS_PATH_TO_BUNDLE --export=NONE bash -c ""cat /etc/*rel*""
Integration with Rootless Docker (Docker Engine v20.10+ & Slurm-23.02+)",the container,745,container,have,a unique file structure,2190,structure,openie_spacy,2025-12-17T19:42:11Z
493,doc_0ac6,doc_0ac6_sent_00082,"Commands run with the --container flag are resolved through PATH before they are sent to the container. If the container has a unique file structure, it may be necessary to give the full path to the command or specify --export=NONE to have the container define the PATH to be used:
srun --container $ABS_PATH_TO_BUNDLE --export=NONE bash -c ""cat /etc/*rel*""
Integration with Rootless Docker (Docker Engine v20.10+ & Slurm-23.02+)",the container,745,container,define,the PATH,1458,path,openie_spacy,2025-12-17T19:42:11Z
494,doc_0ac6,doc_0ac6_sent_00083,Slurm's scrun can be directly integrated with Rootless Docker to run containers as jobs.,Slurm's scrun,1591,scrun,integrate with,Rootless Docker,1430,rootless docker,openie_spacy,2025-12-17T19:42:11Z
495,doc_0ac6,doc_0ac6_sent_00094,Docker does not expose configuration options to disable security options needed to run jobs.,Docker,1465,docker,expose,configuration options,176,configuration option,openie_spacy,2025-12-17T19:42:11Z
496,doc_0ac6,doc_0ac6_sent_00094,Docker does not expose configuration options to disable security options needed to run jobs.,Docker,1465,docker,expose to,disable security options,215,option,openie_spacy,2025-12-17T19:42:11Z
497,doc_0ac6,doc_0ac6_sent_00095,"This requires that all calls to docker provide the following command line arguments. This can be done via shell variable, an alias, wrapper function, or wrapper script:
--security-opt label:disable --security-opt seccomp=unconfined --security-opt apparmor=unconfined --net=noneDocker's builtin security functionality is not required (or wanted) for containers being run by Slurm. Docker is only acting as a container image lifecycle manager. The containers will be executed remotely via Slurm following the existing security configuration in Slurm outside of unprivileged user control.",all calls to docker,1465,docker,provide,the following command line arguments,1270,argument,openie_spacy,2025-12-17T19:42:11Z
498,doc_0ac6,doc_0ac6_sent_00098,The container is run by Slurm on the compute nodes which makes having Docker setup a network isolation layer ineffective for the container.,The container,745,container,run on,the compute nodes,1448,compute node,openie_spacy,2025-12-17T19:42:11Z
499,doc_0ac6,doc_0ac6_sent_00110,"To configure for all users:
/etc/docker/daemon.jsonTo configure per user:
~/.config/docker/daemon.jsonSet the following fields to configure Docker:
{
 ""experimental"": true,
 ""iptables"": false,
 ""no-new-privileges"": true,
 ""rootless"": true,
 ""selinux-enabled"": false,
 ""default-runtime"": ""slurm"",
 ""runtimes"": {
 ""slurm"": {
 ""path"": ""/usr/local/bin/scrun""
 }
 },
 ""data-root"": ""/run/user/${USER_ID}/docker/"",
 ""exec-root"": ""/run/user/${USER_ID}/docker-exec/""
}Correct path to scrun as if installation prefix was configured. Replace ${USER_ID} with numeric user id or target a different directory with global write permissions and sticky bit. Rootless docker requires a different root directory than the system's default to avoid permission errors.",Rootless docker,1430,rootless docker,require,a different root directory,1496,directory,openie_spacy,2025-12-17T19:42:11Z
500,doc_0ac6,doc_0ac6_sent_00112,"Possible configuration additions to daemon.json to use a shared filesystem with vfs storage driver:
{
 ""storage-driver"": ""vfs"",
 ""data-root"": ""/path/to/shared/filesystem/user_name/data/"",
 ""exec-root"": ""/path/to/shared/filesystem/user_name/exec/"",
}Any node expected to be able to run containers from Docker must have ability to at least read the filesystem used.",Any node,409,node,have,ability,325,ability,openie_spacy,2025-12-17T19:42:11Z
501,doc_0ac6,doc_0ac6_sent_00116,"Docker is using scrun:
export DOCKER_SECURITY=""--security-opt label=disable --security-opt seccomp=unconfined --security-opt apparmor=unconfined --net=none""
docker run $DOCKER_SECURITY hello-world
docker run $DOCKER_SECURITY alpine /bin/printenv SLURM_JOB_ID
docker run $DOCKER_SECURITY alpine /bin/hostname
docker run $DOCKER_SECURITY -e SCRUN_JOB_NUM_NODES=10 alpine /bin/hostnameIntegration with Podman (Slurm-23.02+)",Docker,1465,docker,use,scrun,1591,scrun,openie_spacy,2025-12-17T19:42:11Z
502,doc_0ac6,doc_0ac6_sent_00117,Slurm's scrun can be directly integrated with Podman to run containers as jobs.,Slurm's scrun,1591,scrun,integrate with,Podman,1431,podman,openie_spacy,2025-12-17T19:42:11Z
503,doc_0ac6,doc_0ac6_sent_00130,Some compositions may work but each container may be run on different nodes. The network for all containers must be the network_mode: host device.,each container,745,container,run on,different nodes,409,node,openie_spacy,2025-12-17T19:42:11Z
504,doc_0ac6,doc_0ac6_sent_00136,"Setup procedure
Install Podman
Configure rootless Podman
Verify rootless podman is configured
$ podman info --format '{{.Host.","Setup procedure
Install Podman
Configure rootless Podman
Verify rootless podman",1431,podman,configure,$ podman info,314,info,openie_spacy,2025-12-17T19:42:11Z
505,doc_0ac6,doc_0ac6_sent_00147,"[storage.options]
pull_options = {use_hard_links = ""true"", enable_partial_images = ""true""}
[storage.options.vfs]
ignore_chown_errors = ""true""Any node expected to be able to run containers from Podman must have ability to at least read the filesystem used.","[storage.options]
pull_options = {use_hard_links = ""true"", enable_partial_images = ""true""}
[storage.options.vfs]
ignore_chown_errors = ""true""Any node expected to be able to run containers from Podman",1431,podman,have,ability,325,ability,openie_spacy,2025-12-17T19:42:11Z
506,doc_0ac6,doc_0ac6_sent_00149,"Verify Podman is using scrun:
podman run hello-world
podman run alpine printenv SLURM_JOB_ID
podman run alpine hostname
podman run alpine -e SCRUN_JOB_NUM_NODES=10 hostname
salloc podman run --env-host=true alpine hostname
salloc sh -c 'podman run -e SLURM_JOB_ID=$SLURM_JOB_ID alpine hostname'Optional:",Verify Podman,1431,podman,use,scrun,1591,scrun,openie_spacy,2025-12-17T19:42:11Z
507,doc_0ac6,doc_0ac6_sent_00156,"--disable-pty-support --enable-ipv6 --without-slurm --with-pmix --enable-debug && make -j && make install
WORKDIR /usr/local/src/openmpi-5.0.7/examples
RUN make && cp -v hello_c ring_c connectivity_c spc_example /usr/local/bin
Container support via Plugin
Slurm allows container developers to create SPANK Plugins that can be called at various points of job execution to support containers.",container developers,3365,developer,create,SPANK,1777,spank,openie_spacy,2025-12-17T19:42:11Z
508,doc_0ac6,doc_0ac6_sent_00157,"Any site using one of these plugins to start containers should not have an ""oci.conf"" configuration file.",Any site,156,site,have,"an ""oci.conf"" configuration file",105,file,openie_spacy,2025-12-17T19:42:11Z
509,doc_0ac6,doc_0ac6_sent_00158,"The ""oci.conf"" file activates the builtin container functionality which may conflict with the SPANK based plugin functionality.","The ""oci.conf"" file",105,file,activate,the builtin container functionality,129,functionality,openie_spacy,2025-12-17T19:42:11Z
510,doc_0ac6,doc_0ac6_sent_00161,"Shifter provides full instructions to integrate with Slurm.
Presentations about Shifter and Slurm:",Shifter,1435,shifter,provide,full instructions,1728,instruction,openie_spacy,2025-12-17T19:42:11Z
511,doc_0ac6,doc_0ac6_sent_00161,"Shifter provides full instructions to integrate with Slurm.
Presentations about Shifter and Slurm:",Shifter,1435,shifter,provide,Presentations,1787,presentation,openie_spacy,2025-12-17T19:42:11Z
512,doc_2ec1,doc_2ec1_sent_00002,"TARGET RELEASES
Changes involving adding new functionality, functional changes to the command line tools (either in adding new options, or changing the output formats), any RPC protocol changes or state file format modifications, and similar work is only considered for inclusion on the master branch (which will become the next stable Slurm release).","TARGET RELEASES
Changes",101,change,consider for,inclusion,3142,inclusion,openie_spacy,2025-12-17T19:42:11Z
514,doc_2ec1,doc_2ec1_sent_00003,"Bug fixes themselves are considered for inclusion on the most recent stable release, although may be deferred to the next major release at the reviewersâ discretion.",Bug fixes,3145,bug fix,consider for,inclusion,3142,inclusion,openie_spacy,2025-12-17T19:42:11Z
515,doc_2ec1,doc_2ec1_sent_00017,"Changes to configure.ac or auxdir/* will take additional time to review - Slurm is built on a wide variety of distributions and architectures, and even minor differences can cause unintended consequences.",Changes,101,change,take,additional time,42,time,openie_spacy,2025-12-17T19:42:11Z
516,doc_2ec1,doc_2ec1_sent_00017,"Changes to configure.ac or auxdir/* will take additional time to review - Slurm is built on a wide variety of distributions and architectures, and even minor differences can cause unintended consequences.",Slurm,82,slurm,build on,a wide variety,2985,wide variety,openie_spacy,2025-12-17T19:42:11Z
517,doc_3740,doc_3740_sent_00004,"Command Options
All job allocation commands (salloc, sbatch and srun) accept the -S or --core-spec option with a core count value argument (e.g. ""-S 1"" or ""--core-spec=2"").",Command Options,3372,command option,accept,the -S or --core-spec option,215,option,openie_spacy,2025-12-17T19:42:11Z
518,doc_3740,doc_3740_sent_00005,"The count identifies the number of cores to be reserved for system overhead on each allocated compute node. Note that the --core-spec option will be ignored if AllowSpecResourcesUsage is not enabled in your slurm.conf. Each job's core specialization count can be viewed using the scontrol, sview or squeue command.",the number,123,number,reserve for,system,119,system,openie_spacy,2025-12-17T19:42:11Z
519,doc_3740,doc_3740_sent_00005,"The count identifies the number of cores to be reserved for system overhead on each allocated compute node. Note that the --core-spec option will be ignored if AllowSpecResourcesUsage is not enabled in your slurm.conf. Each job's core specialization count can be viewed using the scontrol, sview or squeue command.",the number,123,number,reserve on,each allocated compute node,409,node,openie_spacy,2025-12-17T19:42:11Z
520,doc_3740,doc_3740_sent_00005,"The count identifies the number of cores to be reserved for system overhead on each allocated compute node. Note that the --core-spec option will be ignored if AllowSpecResourcesUsage is not enabled in your slurm.conf. Each job's core specialization count can be viewed using the scontrol, sview or squeue command.",AllowSpecResourcesUsage,3376,allowspecresourcesusage,enable in,your slurm.conf,1593,slurm.conf,openie_spacy,2025-12-17T19:42:11Z
521,doc_3740,doc_3740_sent_00006,Specification of a core specialization count for a job step is ignored (i.e. for the srun command within a job allocation created using the salloc or sbatch command).,Specification,792,specification,ignore for,the srun command,1300,srun command,openie_spacy,2025-12-17T19:42:11Z
522,doc_3740,doc_3740_sent_00009,"Explicitly setting a job's specialized core value implicitly sets its --exclusive option, reserving entire nodes for the job. The job will be charged for all non-specialized CPUs on the node and the job's NumCPUs value reported by the scontrol, sview and squeue commands will reflect all non-specialized CPUS on all allocated nodes as will the job's accounting.",The job,50,job,charge for,all non-specialized CPUs,805,cpu,openie_spacy,2025-12-17T19:42:11Z
523,doc_3740,doc_3740_sent_00010,"Note that, due to the implicit --exclusive, if the requested specialized core/thread count is lower than the number of cores in the CoreSpecCount or in the CpuSpecList of the allocated node, then the step will have access to all of the non-specialized cores as well as the specialized cores freed for this job.",the step,432,step,have,access,1241,access,openie_spacy,2025-12-17T19:42:11Z
524,doc_3740,doc_3740_sent_00011,"For example, suppose a node has AllowSpecResourcesUsage=yes and CoreSpecCount=2 configured in the slurm.conf for a node with a total of 16 Cores. If a job specified --core-spec=1, the implicit --exclusive would lead to an exclusive allocation of the node, leaving 15 cores for use by the job, and keeping 1 core for system use.",a node,409,node,have,AllowSpecResourcesUsage,3376,allowspecresourcesusage,openie_spacy,2025-12-17T19:42:11Z
525,doc_3740,doc_3740_sent_00012,"In sacct, the step's allocated CPUs will include the specialized cores or threads that it has access to.",the step's allocated CPUs,805,cpu,include,the specialized cores,3371,specialized core,openie_spacy,2025-12-17T19:42:11Z
526,doc_3740,doc_3740_sent_00012,"In sacct, the step's allocated CPUs will include the specialized cores or threads that it has access to.",the step's allocated CPUs,805,cpu,include in,sacct,3359,sacct,openie_spacy,2025-12-17T19:42:11Z
527,doc_3740,doc_3740_sent_00013,"However, the job's allocated CPU count never includes specialized cores or threads to ensure that utilization reports are accurate.",the job's allocated CPU count,1026,count,include,specialized cores,3371,specialized core,openie_spacy,2025-12-17T19:42:11Z
528,doc_3740,doc_3740_sent_00021,"By way of example, consider a node with two sockets, each with four cores. The specialized cores will be selected in the following order:",The specialized cores,3371,specialized core,select in,the following order,152,order,openie_spacy,2025-12-17T19:42:11Z
529,doc_3740,doc_3740_sent_00026,"Note that core specialization reservation may impact the use of some job allocation request options, especially --cores-per-socket.",core specialization reservation,386,reservation,impact per,socket,142,socket,openie_spacy,2025-12-17T19:42:11Z
530,doc_3740,doc_3740_sent_00028,Specialized resources should be configured in slurm.conf on the node specification line using the CoreSpecCount or CPUSpecList options to identify the CPUs to reserve.,Specialized resources,830,resource,configure in,slurm.conf,1593,slurm.conf,openie_spacy,2025-12-17T19:42:11Z
531,doc_3740,doc_3740_sent_00028,Specialized resources should be configured in slurm.conf on the node specification line using the CoreSpecCount or CPUSpecList options to identify the CPUs to reserve.,Specialized resources,830,resource,configure on,the node specification line,1875,line,openie_spacy,2025-12-17T19:42:11Z
