id,seed_chunk_id,cq_text,supporting_chunk_ids_json,terms_used_json,model_id,raw_json
132,doc_2660_chunk_0001,"What command is used to submit a job to the HPC system, as described in the documentation?","[""doc_2660_chunk_0001""]","[""command"", ""submit"", ""job"", ""HPC""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the HPC system, as described in the documentation?"", ""supporting_chunk_ids"": [""doc_2660_chunk_0001""], ""terms_used"": [""command"", ""submit"", ""job"", ""HPC""]}"
133,doc_2660_chunk_0001,"What is the default time limit for a job running on the HPC system, as stated in the documentation?","[""doc_2660_chunk_0001""]","[""default"", ""time"", ""limit"", ""job"", ""running"", ""HPC""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default time limit for a job running on the HPC system, as stated in the documentation?"", ""supporting_chunk_ids"": [""doc_2660_chunk_0001""], ""terms_used"": [""default"", ""time"", ""limit"", ""job"", ""running"", ""HPC""]}"
134,doc_2770_chunk_0001,What command is used to query the status of a specific job in an SLURM cluster?,"[""doc_2770_chunk_0001""]","[""SLURM"", ""command"", ""query"", ""status"", ""specific job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to query the status of a specific job in an SLURM cluster?"", ""supporting_chunk_ids"": [""doc_2770_chunk_0001""], ""terms_used"": [""SLURM"", ""command"", ""query"", ""status"", ""specific job""]}"
135,doc_2770_chunk_0001,"What is the default time limit for a job in an SLURM cluster, and how can it be modified?","[""doc_2770_chunk_0001""]","[""SLURM"", ""default time limit"", ""job"", ""time limit"", ""modify""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default time limit for a job in an SLURM cluster, and how can it be modified?"", ""supporting_chunk_ids"": [""doc_2770_chunk_0001""], ""terms_used"": [""SLURM"", ""default time limit"", ""job"", ""time limit"", ""modify""]}"
136,doc_2770_chunk_0002,What is the default time limit for a job to run in the HPC system as specified in the SLURM documentation?,"[""doc_2770_chunk_0002""]","[""default"", ""time limit"", ""job"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default time limit for a job to run in the HPC system as specified in the SLURM documentation?"", ""supporting_chunk_ids"": [""doc_2770_chunk_0002""], ""terms_used"": [""default"", ""time limit"", ""job"", ""SLURM""]}"
137,doc_2770_chunk_0002,"What command is used to submit a job to the HPC system using SLURM, as mentioned in the provided documentation?","[""doc_2770_chunk_0002""]","[""command"", ""submit"", ""job"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the HPC system using SLURM, as mentioned in the provided documentation?"", ""supporting_chunk_ids"": [""doc_2770_chunk_0002""], ""terms_used"": [""command"", ""submit"", ""job"", ""SLURM""]}"
138,doc_2770_chunk_0006,What is the maximum number of jobs that can be submitted to the SLURM scheduler at a time per partition?,"[""doc_2770_chunk_0006""]","[""SLURM"", ""maximum"", ""jobs"", ""submitted"", ""partition""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted to the SLURM scheduler at a time per partition?"", ""supporting_chunk_ids"": [""doc_2770_chunk_0006""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""submitted"", ""partition""]}"
139,doc_2770_chunk_0006,What command is used to query the current state of a job in the SLURM scheduler?,"[""doc_2770_chunk_0006""]","[""SLURM"", ""command"", ""query"", ""current"", ""state"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to query the current state of a job in the SLURM scheduler?"", ""supporting_chunk_ids"": [""doc_2770_chunk_0006""], ""terms_used"": [""SLURM"", ""command"", ""query"", ""current"", ""state"", ""job""]}"
140,doc_2770_chunk_0006,What is the default value for the SLURM job timeout parameter?,"[""doc_2770_chunk_0006""]","[""SLURM"", ""job"", ""timeout"", ""default""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default value for the SLURM job timeout parameter?"", ""supporting_chunk_ids"": [""doc_2770_chunk_0006""], ""terms_used"": [""SLURM"", ""job"", ""timeout"", ""default""]}"
141,doc_289e_chunk_0003,What is the maximum number of jobs that can be submitted simultaneously in an SLURM cluster?,"[""doc_289e_chunk_0003""]","[""SLURM"", ""maximum"", ""jobs"", ""simultaneously""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted simultaneously in an SLURM cluster?"", ""supporting_chunk_ids"": [""doc_289e_chunk_0003""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""simultaneously""]}"
142,doc_289e_chunk_0003,What command is used to submit a job to an SLURM cluster with a specific partition and number of nodes?,"[""doc_289e_chunk_0003""]","[""SLURM"", ""command"", ""partition"", ""number of nodes""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to an SLURM cluster with a specific partition and number of nodes?"", ""supporting_chunk_ids"": [""doc_289e_chunk_0003""], ""terms_used"": [""SLURM"", ""command"", ""partition"", ""number of nodes""]}"
143,doc_289e_chunk_0003,What is the default time limit for an SLURM job to run?,"[""doc_289e_chunk_0003""]","[""SLURM"", ""time limit"", ""default""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default time limit for an SLURM job to run?"", ""supporting_chunk_ids"": [""doc_289e_chunk_0003""], ""terms_used"": [""SLURM"", ""time limit"", ""default""]}"
144,doc_289e_chunk_0004,What is the maximum number of jobs that can be submitted simultaneously on a single node in an SLURM cluster?,"[""doc_289e_chunk_0004""]","[""SLURM"", ""maximum"", ""jobs"", ""simultaneously"", ""single node""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted simultaneously on a single node in an SLURM cluster?"", ""supporting_chunk_ids"": [""doc_289e_chunk_0004""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""simultaneously"", ""single node""]}"
145,doc_289e_chunk_0004,What command is used to submit a job to the SLURM queue in an HPC cluster?,"[""doc_289e_chunk_0004""]","[""SLURM"", ""command"", ""submit"", ""job"", ""queue""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the SLURM queue in an HPC cluster?"", ""supporting_chunk_ids"": [""doc_289e_chunk_0004""], ""terms_used"": [""SLURM"", ""command"", ""submit"", ""job"", ""queue""]}"
146,doc_289e_chunk_0004,What is the default partition for jobs in an SLURM cluster if no partition is specified when submitting a job?,"[""doc_289e_chunk_0004""]","[""SLURM"", ""default"", ""partition"", ""job"", ""submit""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs in an SLURM cluster if no partition is specified when submitting a job?"", ""supporting_chunk_ids"": [""doc_289e_chunk_0004""], ""terms_used"": [""SLURM"", ""default"", ""partition"", ""job"", ""submit""]}"
147,doc_289e_chunk_0006,What is the maximum number of jobs that can be submitted to the SLURM queue at one time per user?,"[""doc_289e_chunk_0006""]","[""SLURM"", ""maximum"", ""jobs"", ""submitted"", ""queue"", ""user""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted to the SLURM queue at one time per user?"", ""supporting_chunk_ids"": [""doc_289e_chunk_0006""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""submitted"", ""queue"", ""user""]}"
148,doc_289e_chunk_0006,What command is used to cancel a job in the SLURM queue?,"[""doc_289e_chunk_0006""]","[""SLURM"", ""command"", ""cancel"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to cancel a job in the SLURM queue?"", ""supporting_chunk_ids"": [""doc_289e_chunk_0006""], ""terms_used"": [""SLURM"", ""command"", ""cancel"", ""job""]}"
149,doc_289e_chunk_0006,What is the default time limit for a job in the SLURM queue?,"[""doc_289e_chunk_0006""]","[""SLURM"", ""default"", ""time"", ""limit"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default time limit for a job in the SLURM queue?"", ""supporting_chunk_ids"": [""doc_289e_chunk_0006""], ""terms_used"": [""SLURM"", ""default"", ""time"", ""limit"", ""job""]}"
150,doc_2cc9_chunk_0002,What is the maximum number of jobs that can be submitted simultaneously in an SLURM cluster according to the configuration in the provided text?,"[""doc_2cc9_chunk_0002""]","[""SLURM"", ""maximum"", ""jobs"", ""submitted"", ""simultaneously""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted simultaneously in an SLURM cluster according to the configuration in the provided text?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0002""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""submitted"", ""simultaneously""]}"
151,doc_2cc9_chunk_0002,"What is the default time limit for a job running on an SLURM cluster, as specified in the provided text?","[""doc_2cc9_chunk_0002""]","[""SLURM"", ""default"", ""time limit"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default time limit for a job running on an SLURM cluster, as specified in the provided text?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0002""], ""terms_used"": [""SLURM"", ""default"", ""time limit"", ""job""]}"
152,doc_2cc9_chunk_0002,"What command is used to submit a job to an SLURM cluster, as mentioned in the provided text?","[""doc_2cc9_chunk_0002""]","[""SLURM"", ""command"", ""submit"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to an SLURM cluster, as mentioned in the provided text?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0002""], ""terms_used"": [""SLURM"", ""command"", ""submit"", ""job""]}"
153,doc_2cc9_chunk_0003,"What is the maximum number of jobs that can be submitted simultaneously in an SLURM cluster, as stated in the documentation?","[""doc_2cc9_chunk_0003""]","[""SLURM"", ""maximum"", ""jobs"", ""submitted"", ""simultaneously""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted simultaneously in an SLURM cluster, as stated in the documentation?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0003""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""submitted"", ""simultaneously""]}"
154,doc_2cc9_chunk_0003,"What command is used to submit a job in an SLURM cluster, as shown in the documentation example?","[""doc_2cc9_chunk_0003""]","[""SLURM"", ""command"", ""submit"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job in an SLURM cluster, as shown in the documentation example?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0003""], ""terms_used"": [""SLURM"", ""command"", ""submit"", ""job""]}"
155,doc_2cc9_chunk_0003,"What is the default partition for jobs submitted to an SLURM cluster, according to the documentation?","[""doc_2cc9_chunk_0003""]","[""SLURM"", ""default"", ""partition"", ""jobs""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs submitted to an SLURM cluster, according to the documentation?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0003""], ""terms_used"": [""SLURM"", ""default"", ""partition"", ""jobs""]}"
156,doc_2cc9_chunk_0004,"What is the maximum number of jobs that can be submitted to the SLURM scheduler at a time, according to the documentation?","[""doc_2cc9_chunk_0004""]","[""SLURM"", ""maximum"", ""jobs"", ""submitted""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted to the SLURM scheduler at a time, according to the documentation?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0004""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""submitted""]}"
157,doc_2cc9_chunk_0005,What command is used to submit a job to the SLURM scheduler with a specific number of CPUs and memory?,"[""doc_2cc9_chunk_0005""]","[""SLURM"", ""submit"", ""CPUs"", ""memory""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the SLURM scheduler with a specific number of CPUs and memory?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0005""], ""terms_used"": [""SLURM"", ""submit"", ""CPUs"", ""memory""]}"
158,doc_2cc9_chunk_0008,What is the maximum number of jobs that can be submitted simultaneously in a SLURM cluster according to the configuration?,"[""doc_2cc9_chunk_0008""]","[""SLURM"", ""maximum"", ""jobs"", ""submitted"", ""simultaneously""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted simultaneously in a SLURM cluster according to the configuration?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0008""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""submitted"", ""simultaneously""]}"
159,doc_2ec1_chunk_0001,What command is used to submit a job in an SLURM cluster?,"[""doc_2ec1_chunk_0001""]","[""SLURM"", ""command"", ""submit"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job in an SLURM cluster?"", ""supporting_chunk_ids"": [""doc_2ec1_chunk_0001""], ""terms_used"": [""SLURM"", ""command"", ""submit"", ""job""]}"
160,doc_2ec1_chunk_0001,What is the default partition for jobs in an SLURM cluster if no partition is specified?,"[""doc_2ec1_chunk_0001""]","[""SLURM"", ""default"", ""partition"", ""jobs""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs in an SLURM cluster if no partition is specified?"", ""supporting_chunk_ids"": [""doc_2ec1_chunk_0001""], ""terms_used"": [""SLURM"", ""default"", ""partition"", ""jobs""]}"
161,doc_32e0_chunk_0001,"What command is used to cancel a job in the SLURM job scheduler, as mentioned in the provided text?","[""doc_32e0_chunk_0001""]","[""SLURM"", ""cancel"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to cancel a job in the SLURM job scheduler, as mentioned in the provided text?"", ""supporting_chunk_ids"": [""doc_32e0_chunk_0001""], ""terms_used"": [""SLURM"", ""cancel"", ""job""]}"
162,doc_32e0_chunk_0001,"What is the default state of a job in the SLURM job scheduler when it is first submitted, as per the documentation?","[""doc_32e0_chunk_0001""]","[""SLURM"", ""job"", ""default"", ""state""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default state of a job in the SLURM job scheduler when it is first submitted, as per the documentation?"", ""supporting_chunk_ids"": [""doc_32e0_chunk_0001""], ""terms_used"": [""SLURM"", ""job"", ""default"", ""state""]}"
163,doc_33d3_chunk_0003,"What is the default partition for jobs submitted to the HPC system using SLURM, as mentioned in the documentation?","[""doc_33d3_chunk_0003""]","[""default"", ""partition"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs submitted to the HPC system using SLURM, as mentioned in the documentation?"", ""supporting_chunk_ids"": [""doc_33d3_chunk_0003""], ""terms_used"": [""default"", ""partition"", ""SLURM""]}"
164,doc_33d3_chunk_0003,"What is the command used to cancel a job in the SLURM-managed HPC system, as described in the documentation?","[""doc_33d3_chunk_0003""]","[""cancel"", ""job"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the command used to cancel a job in the SLURM-managed HPC system, as described in the documentation?"", ""supporting_chunk_ids"": [""doc_33d3_chunk_0003""], ""terms_used"": [""cancel"", ""job"", ""SLURM""]}"
165,doc_3740_chunk_0004,What command option in SLURM allows a user to request a specific number of nodes for their job submission?,"[""doc_3740_chunk_0004""]","[""command option"", ""SLURM"", ""nodes""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command option in SLURM allows a user to request a specific number of nodes for their job submission?"", ""supporting_chunk_ids"": [""doc_3740_chunk_0004""], ""terms_used"": [""command option"", ""SLURM"", ""nodes""]}"
166,doc_3773_chunk_0001,"What is the default value for the SLURM partition that a user can submit jobs to, as stated in the documentation?","[""doc_3773_chunk_0001""]","[""default"", ""partition"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default value for the SLURM partition that a user can submit jobs to, as stated in the documentation?"", ""supporting_chunk_ids"": [""doc_3773_chunk_0001""], ""terms_used"": [""default"", ""partition"", ""SLURM""]}"
167,doc_3773_chunk_0001,"What command is used to cancel a job in the SLURM system, as described in the documentation?","[""doc_3773_chunk_0001""]","[""cancel"", ""job"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to cancel a job in the SLURM system, as described in the documentation?"", ""supporting_chunk_ids"": [""doc_3773_chunk_0001""], ""terms_used"": [""cancel"", ""job"", ""SLURM""]}"
168,doc_37f2_chunk_0002,"What is the maximum number of jobs that can be submitted to the HPC cluster at a time, according to the SLURM documentation?","[""doc_37f2_chunk_0002""]","[""maximum"", ""jobs"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted to the HPC cluster at a time, according to the SLURM documentation?"", ""supporting_chunk_ids"": [""doc_37f2_chunk_0002""], ""terms_used"": [""maximum"", ""jobs"", ""SLURM""]}"
169,doc_37f2_chunk_0002,"What command is used to submit a job to the HPC cluster using SLURM, as mentioned in the documentation?","[""doc_37f2_chunk_0002""]","[""command"", ""submit"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the HPC cluster using SLURM, as mentioned in the documentation?"", ""supporting_chunk_ids"": [""doc_37f2_chunk_0002""], ""terms_used"": [""command"", ""submit"", ""SLURM""]}"
170,doc_37f2_chunk_0002,"What is the default partition for jobs submitted to the HPC cluster using SLURM, as per the documentation?","[""doc_37f2_chunk_0002""]","[""default"", ""partition"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs submitted to the HPC cluster using SLURM, as per the documentation?"", ""supporting_chunk_ids"": [""doc_37f2_chunk_0002""], ""terms_used"": [""default"", ""partition"", ""SLURM""]}"
171,doc_385e_chunk_0001,"What is the maximum number of tasks that can be submitted to the HPC system at a time, according to the SLURM documentation?","[""doc_385e_chunk_0001""]","[""SLURM"", ""maximum"", ""tasks"", ""submitted""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of tasks that can be submitted to the HPC system at a time, according to the SLURM documentation?"", ""supporting_chunk_ids"": [""doc_385e_chunk_0001""], ""terms_used"": [""SLURM"", ""maximum"", ""tasks"", ""submitted""]}"
172,doc_385e_chunk_0001,"What command option in SLURM is used to specify the number of CPUs for a job, as mentioned in the documentation?","[""doc_385e_chunk_0001""]","[""SLURM"", ""command"", ""option"", ""CPUs"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command option in SLURM is used to specify the number of CPUs for a job, as mentioned in the documentation?"", ""supporting_chunk_ids"": [""doc_385e_chunk_0001""], ""terms_used"": [""SLURM"", ""command"", ""option"", ""CPUs"", ""job""]}"
173,doc_3bdd_chunk_0003,What are the allowed states for a SLURM job in the 'PENDING' state? doc_3bdd_chunk_0003?,"[""doc_3bdd_chunk_0003""]","[""SLURM"", ""PENDING""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What are the allowed states for a SLURM job in the 'PENDING' state? doc_3bdd_chunk_0003?"", ""supporting_chunk_ids"": [""doc_3bdd_chunk_0003""], ""terms_used"": [""SLURM"", ""PENDING""]}"
174,doc_3bdd_chunk_0003,What command is used to submit a job to the SLURM scheduler with a specific number of nodes and CPUs? doc_3bdd_chunk_0003?,"[""doc_3bdd_chunk_0003""]","[""SLURM"", ""submit"", ""nodes"", ""CPUs""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the SLURM scheduler with a specific number of nodes and CPUs? doc_3bdd_chunk_0003?"", ""supporting_chunk_ids"": [""doc_3bdd_chunk_0003""], ""terms_used"": [""SLURM"", ""submit"", ""nodes"", ""CPUs""]}"
175,doc_3bdd_chunk_0003,What is the maximum number of jobs that can be queued in the SLURM scheduler at a time? doc_3bdd_chunk_0003?,"[""doc_3bdd_chunk_0003""]","[""SLURM"", ""queue"", ""jobs""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be queued in the SLURM scheduler at a time? doc_3bdd_chunk_0003?"", ""supporting_chunk_ids"": [""doc_3bdd_chunk_0003""], ""terms_used"": [""SLURM"", ""queue"", ""jobs""]}"
176,doc_405b_chunk_0003,What command is used to submit a job to the SLURM scheduler with a specific number of CPUs and memory allocation?,"[""doc_405b_chunk_0003""]","[""SLURM"", ""command"", ""CPUs"", ""memory allocation""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the SLURM scheduler with a specific number of CPUs and memory allocation?"", ""supporting_chunk_ids"": [""doc_405b_chunk_0003""], ""terms_used"": [""SLURM"", ""command"", ""CPUs"", ""memory allocation""]}"
177,doc_405b_chunk_0005,What is the maximum number of jobs that can be submitted to the SLURM queue at a time?,"[""doc_405b_chunk_0005""]","[""SLURM"", ""maximum"", ""jobs"", ""submitted"", ""queue""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted to the SLURM queue at a time?"", ""supporting_chunk_ids"": [""doc_405b_chunk_0005""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""submitted"", ""queue""]}"
178,doc_405b_chunk_0005,What command is used to submit a job to the SLURM queue?,"[""doc_405b_chunk_0005""]","[""SLURM"", ""command"", ""submit"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the SLURM queue?"", ""supporting_chunk_ids"": [""doc_405b_chunk_0005""], ""terms_used"": [""SLURM"", ""command"", ""submit"", ""job""]}"
179,doc_405b_chunk_0005,What is the default partition for jobs submitted to the SLURM queue?,"[""doc_405b_chunk_0005""]","[""SLURM"", ""default"", ""partition"", ""jobs""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs submitted to the SLURM queue?"", ""supporting_chunk_ids"": [""doc_405b_chunk_0005""], ""terms_used"": [""SLURM"", ""default"", ""partition"", ""jobs""]}"
180,doc_405b_chunk_0010,What is the default time limit for a job to run on the HPC system as specified in the SLURM documentation?,"[""doc_405b_chunk_0010""]","[""default"", ""time limit"", ""job"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default time limit for a job to run on the HPC system as specified in the SLURM documentation?"", ""supporting_chunk_ids"": [""doc_405b_chunk_0010""], ""terms_used"": [""default"", ""time limit"", ""job"", ""SLURM""]}"
181,doc_405b_chunk_0010,"What command is used to submit a job to the HPC system using SLURM, as mentioned in the documentation?","[""doc_405b_chunk_0010""]","[""command"", ""submit"", ""job"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the HPC system using SLURM, as mentioned in the documentation?"", ""supporting_chunk_ids"": [""doc_405b_chunk_0010""], ""terms_used"": [""command"", ""submit"", ""job"", ""SLURM""]}"
182,doc_405b_chunk_0015,"What command is used to submit a job to the SLURM scheduler, as described in the provided documentation?","[""doc_405b_chunk_0015""]","[""command"", ""submit"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the SLURM scheduler, as described in the provided documentation?"", ""supporting_chunk_ids"": [""doc_405b_chunk_0015""], ""terms_used"": [""command"", ""submit"", ""SLURM""]}"
183,doc_405b_chunk_0016,What is the default time limit for a job running in the SLURM queue?,"[""doc_405b_chunk_0016""]","[""SLURM"", ""job"", ""time limit"", ""default""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default time limit for a job running in the SLURM queue?"", ""supporting_chunk_ids"": [""doc_405b_chunk_0016""], ""terms_used"": [""SLURM"", ""job"", ""time limit"", ""default""]}"
184,doc_405b_chunk_0017,"What is the default time limit for a job in an SLURM cluster, as specified in the configuration?","[""doc_405b_chunk_0017""]","[""SLURM"", ""default"", ""time limit"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default time limit for a job in an SLURM cluster, as specified in the configuration?"", ""supporting_chunk_ids"": [""doc_405b_chunk_0017""], ""terms_used"": [""SLURM"", ""default"", ""time limit"", ""job""]}"
185,doc_405b_chunk_0017,"What command is used to submit a job in an SLURM cluster, as shown in the configuration example?","[""doc_405b_chunk_0017""]","[""SLURM"", ""command"", ""submit"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job in an SLURM cluster, as shown in the configuration example?"", ""supporting_chunk_ids"": [""doc_405b_chunk_0017""], ""terms_used"": [""SLURM"", ""command"", ""submit"", ""job""]}"
186,doc_405b_chunk_0018,What is the default partition for job submission in an LSF cluster?,"[""doc_405b_chunk_0018""]","[""LSF"", ""default"", ""partition"", ""job"", ""submission""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for job submission in an LSF cluster?"", ""supporting_chunk_ids"": [""doc_405b_chunk_0018""], ""terms_used"": [""LSF"", ""default"", ""partition"", ""job"", ""submission""]}"
187,doc_405b_chunk_0018,What is the command to set the number of CPUs for a job in an SLURM cluster?,"[""doc_405b_chunk_0018""]","[""SLURM"", ""command"", ""set"", ""number"", ""CPUs"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the command to set the number of CPUs for a job in an SLURM cluster?"", ""supporting_chunk_ids"": [""doc_405b_chunk_0018""], ""terms_used"": [""SLURM"", ""command"", ""set"", ""number"", ""CPUs"", ""job""]}"
188,doc_4387_chunk_0001,What is the command to submit a job to the SLURM job scheduler with a specific number of nodes and CPUs?,"[""doc_4387_chunk_0001""]","[""SLURM"", ""command"", ""nodes"", ""CPUs""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the command to submit a job to the SLURM job scheduler with a specific number of nodes and CPUs?"", ""supporting_chunk_ids"": [""doc_4387_chunk_0001""], ""terms_used"": [""SLURM"", ""command"", ""nodes"", ""CPUs""]}"
189,doc_4387_chunk_0002,"What is the minimum number of nodes required to run a job on the HPC system, as specified in the LSF documentation?","[""doc_4389_chunk_0001""]","[""minimum"", ""nodes"", ""LSF""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the minimum number of nodes required to run a job on the HPC system, as specified in the LSF documentation?"", ""supporting_chunk_ids"": [""doc_4389_chunk_0001""], ""terms_used"": [""minimum"", ""nodes"", ""LSF""]}"
190,doc_0117_chunk_0001,What is the maximum number of jobs that can be submitted to the SLURM job scheduler at a time?,"[""doc_0117_chunk_0001""]","[""SLURM"", ""maximum"", ""jobs"", ""submitted""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted to the SLURM job scheduler at a time?"", ""supporting_chunk_ids"": [""doc_0117_chunk_0001""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""submitted""]}"
191,doc_0117_chunk_0001,What command is used to submit a job to the SLURM job scheduler?,"[""doc_0111_chunk_0001""]","[""SLURM"", ""submit"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the SLURM job scheduler?"", ""supporting_chunk_ids"": [""doc_0111_chunk_0001""], ""terms_used"": [""SLURM"", ""submit"", ""job""]}"
192,doc_0117_chunk_0001,What is the default partition for jobs submitted to the LSF job scheduler?,"[""doc_0113_chunk_0001""]","[""LSF"", ""default"", ""partition"", ""jobs""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs submitted to the LSF job scheduler?"", ""supporting_chunk_ids"": [""doc_0113_chunk_0001""], ""terms_used"": [""LSF"", ""default"", ""partition"", ""jobs""]}"
