id,src_rowid,child,parent,method,src_confidence,src_evidence,llm_child_is_class,llm_parent_is_class,llm_is_a_valid,llm_accept,llm_best_parent,llm_confidence,llm_reason,llm_evidence_sentence,candidates_json,evidence_json,raw_llm_json,created_at
1072,1072,host section lsf,section lsf,seed,0.0,head_match,1,1,1,1,section,1.0,Both child_term and proposed_parent are terms for sections in LSF configuration files.,,"[""section lsf"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""section"",
""confidence"": 1.0,
""reason"": ""Both child_term and proposed_parent are terms for sections in LSF configuration files."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
1073,1073,host static host,host,seed,0.0,head_match,1,1,1,1,host,1.0,Both child and proposed parent are classes and the relation is valid.,,"[""host"", ""job"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 1.0,
""reason"": ""Both child and proposed parent are classes and the relation is valid.""
}",2026-01-29T23:21:45Z
1074,1074,host terminal service,service,seed,0.0,head_match,1,1,1,1,service,1.0,host terminal service is a type of service,,"[""service"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""service"",
""confidence"": 1.0,
""reason"": ""host terminal service is a type of service"",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
1075,1075,host topology,topology,seed,0.0,head_match,1,1,1,1,topology,0.95,host topology is a type of topology,Displays host topology information,"[""topology"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""brlainfo\nDisplays host topology information."", ""Displays host topology information for CPU and memory afﬁnity scheduling.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""topology"",
""confidence"": 0.95,
""reason"": ""host topology is a type of topology"",
""evidence_sentence"": ""Displays host topology information""
}",2026-01-29T23:21:45Z
1076,1076,host type level,level,seed,0.0,head_match,1,1,1,1,none,1.0,Both child_term and proposed_parent are classes in the HPC scheduler ontology.,,"[""level"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""AFFINITY:\n CPU BINDING MEMORY BINDING\nHOST TYPE LEVEL EXCL IDS POL NUMA SIZE\nhostA core socket socket /0/0/0 local 0 16.7MB\nhostA core socket socket /0/1/0 local 0 16.7MB\nhostA core socket socket /0/2/0 local 0 16.7MB\nhostA core socket socket /0/3/0 local 0 16.7MB\nhostA core socket socket /0/4/0 local 0 16.7MB\nhostA core socket socket /0/5/0 local 0 16.7MB\nAccounting information about this job:\n CPU_T WAIT TURNAROUND STATUS HOG_FACTOR MEM SWAP\n 0.01 81 181 done 0.0001 2M 137M\n CPU_PEAK CPU_PEAK_DURATION CPU_PEAK_EFFICIENCY\n CPU_AVG_EFFICIENCY MEM_EFFICIENCY\nSUMMARY: ( time unit: second )"", ""affinity [core(1,same=\n socket,exclusive=(socket,injob))*1:cpubind=socket:membind=\n localonly:distribute=pack] >;\nAFFINITY:\n CPU BINDING MEMORY BINDING\nHOST TYPE LEVEL EXCL IDS POL NUMA SIZE\nhostA core socket socket /0/0/0 local 0 16.7MB\nhostA core socket socket /0/1/0 local 0 16.7MB\nhostA core socket socket /0/2/0 local 0 16.7MB\nhostA core socket socket /0/3/0 local 0 16.7MB\nhostA core socket socket /0/4/0 local 0 16.7MB\nhostA core socket socket /0/5/0 local 0 16.7MB\nThu Feb 14 14:15:07: Starting (Pid 3630709);\nThu Feb 14 14:15:07: Running with execution home </home/jsmith>, Execution CWD\n </home/jsmith>, Execution Pid <3630709>;\nThu Feb 14 14:16:47: Done successfully. The CPU time used is 0.0 seconds;\nThu Feb 14 14:16:47:""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""none"",
""confidence"": 1.0,
""reason"": ""Both child_term and proposed_parent are classes in the HPC scheduler ontology.""
}",2026-01-29T23:21:45Z
1077,1077,host unavail,unavail,seed,0.0,head_match,1,1,1,1,unavail,1.0,"Both child_term and proposed_parent are class terms, and the is-a relation is valid.",,"[""unavail"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""unavail"",
""confidence"": 1.0,
""reason"": ""Both child_term and proposed_parent are class terms, and the is-a relation is valid.""
}",2026-01-29T23:21:45Z
1078,1078,host1 host,host,seed,0.0,head_match,1,1,1,1,host,1.0,"The child term 'host1 host' is a list of host names, which is a type of host. Therefore, the proposed parent 'host' is correct.","Starting in Fix Pack 14, allows an administrator to temporarily block non-administrator and non-root users, hosts, or both, from performing mbatch daemon operations when using the rate limiter.","[""host"", ""job"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""[all | -u \"" user1 user2 …\""] [ -m \""host1 host2 …\""]]] | blocklist\nmbddebug"", ""[-m \""host1 host ...\""]]] | blocklist\nStarting in Fix Pack 14, allows an administrator to temporarily block non-administrator and non-root users, hosts, or both, from performing\nmbatch daemon operations when using the rate limiter.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 1.0,
""reason"": ""The child term 'host1 host' is a list of host names, which is a type of host. Therefore, the proposed parent 'host' is correct."",
""evidence_sentence"": ""Starting in Fix Pack 14, allows an administrator to temporarily block non-administrator and non-root users, hosts, or both, from performing mbatch daemon operations when using the rate limiter.""
}",2026-01-29T23:21:45Z
1079,1079,host12 available job,job,seed,0.0,head_match,1,1,1,1,job,1.0,A 'host12 available job' is a type of job.,,"[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""A 'host12 available job' is a type of job."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
1080,1080,host_group r,r,seed,0.0,head_match,1,1,1,1,none,1.0,"Both host_group and r are classes in the HPC scheduler ontology, and the input does not provide evidence to suggest otherwise.",,"[""r"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""none"",
""confidence"": 1.0,
""reason"": ""Both host_group and r are classes in the HPC scheduler ontology, and the input does not provide evidence to suggest otherwise."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
1081,1081,hostexport section,section,seed,0.0,head_match,1,1,1,1,section,0.95,The provided evidence states that 'HostExport section' is a 'section' in LSF configuration files.,"HostExport section
SharedResourceExport
section","[""section"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""policy"", ""none""]","[""HostExport section\nSharedResourceExport\nsection\nlsb.queues ﬁle:\nHOSTS: allremote\nand\nall@cluster_name\nkeywordsUpdated LSF default behavior."", ""HostExport section: In LSF Version 10.1 Fix Pack 12, the HostExport section is deprecated and will be removed in a future version.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""section"",
""confidence"": 0.95,
""reason"": ""The provided evidence states that 'HostExport section' is a 'section' in LSF configuration files."",
""evidence_sentence"": ""HostExport section\nSharedResourceExport\nsection""
}",2026-01-29T23:21:45Z
1082,1082,hostgroup section,section,seed,0.0,head_match,1,1,1,1,section,0.95,A hostgroup section is a type of section in the lsb.hosts file.,Define host groups that accept wildcard characters in the HostGroup section of the lsb.hosts file.,"[""section"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""policy"", ""none""]","[""Deﬁne host groups that accept wildcard characters in the HostGroup section of the lsb.hosts ﬁle."", ""Add the HostGroup section if it does not exist.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""section"",
""confidence"": 0.95,
""reason"": ""A hostgroup section is a type of section in the lsb.hosts file."",
""evidence_sentence"": ""Define host groups that accept wildcard characters in the HostGroup section of the lsb.hosts file.""
}",2026-01-29T23:21:45Z
1083,1083,hostmodel section,section,seed,0.0,head_match,1,1,1,1,section,0.95,The provided evidence explicitly states that the HostModel section is a section in lsf.shared.,You can add custom host models in the HostModel section of lsf.shared.,"[""section"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""policy"", ""none""]","[""You can add custom host models in the HostModel section of lsf.shared."", ""model\nDescription\nHost model\nThe name must be deﬁned in the HostModel section of lsf.shared.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""section"",
""confidence"": 0.95,
""reason"": ""The provided evidence explicitly states that the HostModel section is a section in lsf.shared."",
""evidence_sentence"": ""You can add custom host models in the HostModel section of lsf.shared.""
}",2026-01-29T23:21:45Z
1084,1084,hostmodel section lsf shared,lsf shared,seed,0.0,head_match,1,1,1,1,lsf shared,1.0,The given child term 'hostmodel section lsf shared' is a valid IS-A relation with the proposed parent 'lsf shared' as both are parts of LSF configuration.,,"[""lsf shared"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""lsf shared"",
""confidence"": 1.0,
""reason"": ""The given child term 'hostmodel section lsf shared' is a valid IS-A relation with the proposed parent 'lsf shared' as both are parts of LSF configuration.""
}",2026-01-29T23:21:45Z
1085,1085,hostmodel section lsf shared,shared,seed,0.0,head_match,1,1,1,1,shared,1.0,"hostmodel is a section in LSF configuration files, and 'shared' is a valid parent term for sections.",,"[""shared"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""shared"",
""confidence"": 1.0,
""reason"": ""hostmodel is a section in LSF configuration files, and 'shared' is a valid parent term for sections.""
}",2026-01-29T23:21:45Z
1086,1086,hostpartition section,section,seed,0.0,head_match,1,1,1,1,section,0.95,"The provided evidence mentions 'HostPartition section' explicitly, confirming that 'hostpartition section' is a type of 'section'.","Where to use host groups
LSF host groups can be used in deﬁning the following parameters in LSF conﬁguration ﬁles:
HOSTS in lsb.queues for authorized hosts for the queue
HOSTS in lsb.hosts in the HostPartition section to list host groups that are members of the host partition","[""section"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""policy"", ""none""]","[""Where to use host groups\nLSF host groups can be used in deﬁning the following parameters in LSF conﬁguration ﬁles:\nHOSTS in lsb.queues for authorized hosts for the queue\nHOSTS in lsb.hosts in the HostPartition section to list host groups that are members of the host partition\nConﬁguring host groups\n Wildcard and special characters to deﬁne host names\n You can use special characters when deﬁning host group members under the GROUP_MEMBER column to specify hosts."", ""To run a job on a host that has fair share, users must have a share assignment (USER_SHARES in the HostPartition section of lsb.hosts).""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""section"",
""confidence"": 0.95,
""reason"": ""The provided evidence mentions 'HostPartition section' explicitly, confirming that 'hostpartition section' is a type of 'section'."",
""evidence_sentence"": ""Where to use host groups\nLSF host groups can be used in deﬁning the following parameters in LSF conﬁguration ﬁles:\nHOSTS in lsb.queues for authorized hosts for the queue\nHOSTS in lsb.hosts in the HostPartition section to list host groups that are members of the host partition""
}",2026-01-29T23:21:45Z
1087,1087,hostpartition section lsb host,host,seed,0.0,head_match,1,1,1,1,host,1.0,"hostpartition is a section of a host configuration in SLURM, and a host is the entity that the section applies to.",,"[""host"", ""job"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 1.0,
""reason"": ""hostpartition is a section of a host configuration in SLURM, and a host is the entity that the section applies to.""
}",2026-01-29T23:21:45Z
1088,1088,hosttype section,section,seed,0.0,head_match,1,1,1,1,section,0.95,"The provided evidence states that the HostType section is in lsf.shared, which is a configuration file, and sections are a common structure in configuration files. Therefore, the child term 'hosttype section' is-a 'section'.",,"[""section"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""policy"", ""none""]","[""You can add custom host types in the HostType section of lsf.shared."", ""Default\ntype\nDescription\nHost type as deﬁned in the HostType section of lsf.shared\nThe strings used for host types are determined by the system administrator; for example, SUNSOL, DEC, or HPPA. The host type is used to identify\nbinary-compatible hosts.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""section"",
""confidence"": 0.95,
""reason"": ""The provided evidence states that the HostType section is in lsf.shared, which is a configuration file, and sections are a common structure in configuration files. Therefore, the child term 'hosttype section' is-a 'section'.""
}",2026-01-29T23:21:45Z
1089,1089,hosttype section lsf shared,lsf shared,seed,0.0,head_match,1,1,1,1,none,1.0,"Both child and proposed parent are classes, and the child term is explicitly stated to be part of the proposed parent in the input.",,"[""lsf shared"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""none"",
""confidence"": 1.0,
""reason"": ""Both child and proposed parent are classes, and the child term is explicitly stated to be part of the proposed parent in the input.""
}",2026-01-29T23:21:45Z
1090,1090,hosttype section lsf shared,shared,seed,0.0,head_match,1,1,1,1,section,0.9,"hosttype is a section in LSF configuration files, and a section is a part of a configuration file; therefore, 'section' is a valid parent.",,"[""shared"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""section"",
""confidence"": 0.9,
""reason"": ""hosttype is a section in LSF configuration files, and a section is a part of a configuration file; therefore, 'section' is a valid parent."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
1091,1091,hpc application,application,seed,0.0,head_match,1,1,1,1,application,1.0,hpc application is a type of application,"Related tasks
Conﬁgure launch templates for AWS
...","[""application"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Related tasks\nConﬁgure launch templates for AWS\nRelated reference\nawsprov_templates.json ﬁle\nConﬁgure EFA network interfaces for AWS\nYou can now attach an Elastic Fabric Adapter (EFA) network interface to the LSF resource connector template for AWS. EFA is a network interface for\nAmazon Elastic Compute Cloud (EC2) instances that allows you to run HPC applications with improved levels of communication between several\ndifferent nodes. You can attach EFA network interfaces to both On-Demand and Spot Instances."", ""v. Install the HPC application.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""application"",
""confidence"": 1.0,
""reason"": ""hpc application is a type of application"",
""evidence_sentence"": ""Related tasks\nConﬁgure launch templates for AWS\n...""
}",2026-01-29T23:21:45Z
1092,1092,hpc cluster,cluster,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"Apache Hadoop (""Hadoop"") is a framework for large-scale distributed data storage and processing on computer clusters that uses the Hadoop
Distributed File System (""HDFS"") for the data storage and MapReduce programming mo","[""cluster"", ""job"", ""host"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""Apache Hadoop (\""Hadoop\"") is a framework for large-scale distributed data storage and processing on computer clusters that uses the Hadoop\nDistributed File System (\""HDFS\"") for the data storage and MapReduce programming model for the data processing. Since MapReduce workloads\nmight represent only a small fraction of overall workload, but typically requires their own stand-alone environment, MapReduce is difﬁcult to support\nwithin traditional HPC clusters."", ""However, HPC clusters typically use parallel ﬁle systems that are sufﬁcient for initial MapReduce workloads, so you\ncan run MapReduce workloads as regular parallel jobs that run in an HPC cluster environment. Use the IBM Spectrum LSF integration with Apache\nHadoop to submit Hadoop MapReduce workloads as regular LSF parallel jobs.""]",,2026-01-29T23:21:45Z
1093,1093,hpc feature,feature,seed,0.0,head_match,1,1,1,1,none,1.0,"Both child and proposed parent are classes, and the is-a relation is valid according to the provided evidence.",,"[""feature"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""The installer speciﬁes the following initial conﬁguration ﬁle parameter values based on the selected conﬁguration template:\nDEFAULT\nlsf.conf\nDAEMON_SHUTDOWN_DELAY=180\nLSF_LINUX_CGROUP_ACCT=Y\nLSF_PROCESS_TRACKING=Y\nlsb.params\nJOB_DEP_LAST_SUB=1\nJOB_SCHEDULING_INTERVAL=1\nMAX_JOB_NUM=10000\nNEWJOB_REFRESH=Y\nSBD_SLEEP_TIME=7\nPARALLEL\nlsf.conf\nLSB_SHORT_HOSTLIST=1\nLSF_LINUX_CGROUP_ACCT=Y\nLSF_PROCESS_TRACKING=Y\nLSF_ENABLE_EXTSCHEDULER=Y\nLSF_HPC_EXTENSIONS=\""CUMULATIVE_RUSAGE LSB_HCLOSE_BY_RES SHORT_EVENTFILE\""\nFor a full description of the PARALLEL conﬁguration template, refer to Enable LSF HPC Features."", ""Default\nY (EGO is enabled in the LSF cluster)\nLSF_ENABLE_EXTSCHEDULER\nSyntax\nLSF_ENABLE_EXTSCHEDULER=y | Y\nDescription\nIf set, enables mbatchd external scheduling for LSF HPC features.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""none"",
""confidence"": 1.0,
""reason"": ""Both child and proposed parent are classes, and the is-a relation is valid according to the provided evidence.""
}",2026-01-29T23:21:45Z
1094,1094,http http server,server,seed,0.0,head_match,1,1,1,1,server,1.0,"http http server is a type of server, so the is-a relation is valid.",,"[""server"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""server"",
""confidence"": 1.0,
""reason"": ""http http server is a type of server, so the is-a relation is valid."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
1095,1095,hung job,job,seed,0.0,head_match,1,1,1,1,job,1.0,"A hung job is a type of job, so the is-a relation is valid.",Hung jobs are removed under the following conditions: host_unavail: Hung jobs are automatically removed if the first execution host is unavailable and a timeout is reached as specified by wait_time in the parameter configuration.,"[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""[,wait_time=min]:host_unavail[,wait_time=min] |\nall[,wait_time=min]\nDescription\nHung jobs are removed under the following conditions:\nhost_unavail: Hung jobs are automatically removed if the ﬁrst execution host is unavailable and a timeout is reached as speciﬁed by wait_time\nin the parameter conﬁguration."", ""Hung jobs of any status (RUN, SSUSP, etc.) will be a candidate for removal by LSF when the timeout is reached.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""A hung job is a type of job, so the is-a relation is valid."",
""evidence_sentence"": ""Hung jobs are removed under the following conditions: host_unavail: Hung jobs are automatically removed if the first execution host is unavailable and a timeout is reached as specified by wait_time in the parameter configuration.""
}",2026-01-29T23:21:45Z
1096,1096,hwloc library,library,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,Enable the dynamic loading of the hwloc library by deﬁning the LSF_HWLOC_DYNAMIC parameter as Y in the lsf.conf ﬁle.,"[""library"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Enable the dynamic loading of the hwloc library by deﬁning the LSF_HWLOC_DYNAMIC parameter as Y in the lsf.conf ﬁle."", ""Syntax\nLSF_HWLOC_DYNAMIC=y|Y|n|N\nDescription\nThis parameter allows you to use the latest version of the hwloc integration at any time if there are no compatibility issues between the latest\nversions of the hwloc library and header ﬁle for hwloc 2.11.1. If LSF fails to load the library, LSF defaults to using the hwloc functions in the static\nlibrary.""]",,2026-01-29T23:21:45Z
1097,1097,hwloc package,package,seed,0.0,head_match,1,1,1,1,package,1.0,"hwloc package is a software package, and package is the correct parent.","Functionality
The hwloc package gathers various system attributes such as cache and memory information as well as the locality of I/O device such as network interfaces.","[""package"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Functionality\nThe hwloc package gathers various system attributes such as cache and memory information as well as the locality of I/O device such as network\ninterfaces."", ""Functionality\nThe hwloc package gathers various system attributes such as cache and memory information as well as the locality of I/O device such as network\ninterfaces.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""package"",
""confidence"": 1.0,
""reason"": ""hwloc package is a software package, and package is the correct parent."",
""evidence_sentence"": ""Functionality\nThe hwloc package gathers various system attributes such as cache and memory information as well as the locality of I/O device such as network interfaces.""
}",2026-01-29T23:21:45Z
1098,1098,ia host,host,seed,0.0,head_match,1,1,1,1,host,1.0,"ia host is a type of host, so the is-a relation is valid.","For IA hosts, navigate to NTIA64.","[""host"", ""job"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""For IA hosts, navigate to NTIA64."", ""For IA hosts, navigate to NTIA64.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 1.0,
""reason"": ""ia host is a type of host, so the is-a relation is valid."",
""evidence_sentence"": ""For IA hosts, navigate to NTIA64.""
}",2026-01-29T23:21:45Z
1099,1099,ibm cloud account,account,seed,0.0,head_match,1,1,1,1,account,1.0,ibm cloud account is a type of account.,"Before you begin
To set up a VPC and virtual server instance for the LSF resource connector, you must have an existing billable IBM Cloud account.","[""account"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""LogLevel\nThe log level for the host provider. Use the following log levels:\nINFO (the default level)\nDEBUG\nWARN\nERROR\nFATAL\nIBMCLOUDGEN2_KEY_FILE\nRequired. File path to the directory that contains the IBM Cloud API key ﬁle, which is used to connect to your IBM Cloud account."", ""Before you begin\nTo set up a VPC and virtual server instance for the LSF resource connector, you must have an existing billable IBM Cloud account.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""account"",
""confidence"": 1.0,
""reason"": ""ibm cloud account is a type of account."",
""evidence_sentence"": ""Before you begin\nTo set up a VPC and virtual server instance for the LSF resource connector, you must have an existing billable IBM Cloud account.""
}",2026-01-29T23:21:45Z
1100,1100,ibm lsf_cognitive_v,lsf_cognitive_v,seed,0.0,head_match,1,1,1,1,lsf_cognitive_v,1.0,Both child and proposed parent are instances of 'lsf_cognitive_v',,"[""lsf_cognitive_v"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""lsf_cognitive_v"",
""confidence"": 1.0,
""reason"": ""Both child and proposed parent are instances of 'lsf_cognitive_v'"",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
1101,1101,ibm poe job,job,seed,0.0,head_match,1,1,1,1,job,1.0,"IBM POE jobs are a type of job, so the is-a relation is valid.",Note: Running the hostsetup command is only required if you plan to run IBM POE jobs by using IBM® Parallel Environment (IBM PE).,"[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""Note: Running the hostsetup command is only required if you plan to run IBM POE jobs by using IBM® Parallel Environment (IBM PE)."", ""Note: Running the hostsetup command is only required if you will be running IBM POE jobs by using IBM® Parallel Environment (IBM PE).""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""IBM POE jobs are a type of job, so the is-a relation is valid."",
""evidence_sentence"": ""Note: Running the hostsetup command is only required if you plan to run IBM POE jobs by using IBM® Parallel Environment (IBM PE).""
}",2026-01-29T23:21:45Z
1102,1102,ibm prediction work,work,seed,0.0,head_match,1,1,1,1,work,1.0,"ibm prediction work is a type of work, so the is-a relation is valid.",,"[""work"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""work"",
""confidence"": 1.0,
""reason"": ""ibm prediction work is a type of work, so the is-a relation is valid.""
}",2026-01-29T23:21:45Z
1103,1103,id closed host,host,seed,0.0,head_match,1,1,1,1,host,1.0,"id closed host is a host identifier, and host is the correct parent.",,"[""host"", ""job"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 1.0,
""reason"": ""id closed host is a host identifier, and host is the correct parent.""
}",2026-01-29T23:21:45Z
1104,1104,identd daemon host,host,seed,0.0,head_match,1,1,1,1,host,1.0,"identd daemon is a daemon that runs on a host, so it is a valid IS-A relation.",,"[""host"", ""job"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 1.0,
""reason"": ""identd daemon is a daemon that runs on a host, so it is a valid IS-A relation."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
1105,1105,identification daemon,daemon,seed,0.0,head_match,1,1,1,1,daemon,1.0,identification daemon is a type of daemon.,,"[""daemon"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""daemon"",
""confidence"": 1.0,
""reason"": ""identification daemon is a type of daemon."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
1106,1106,idle job,job,seed,0.0,head_match,1,1,1,1,job,1.0,"An 'idle job' is a type of job, so the proposed parent 'job' is correct.",An idle job is a configured threshold for idle jobs and the number of jobs in the queue that triggered an overrun job exception by having a job idle factor less than the threshold.,"[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""idle\nConﬁgured threshold (CPU time/runtime) for idle jobs, and the number of jobs in the queue that triggered an overrun job exception by\nhaving a job idle factor less than the threshold."", ""Recommended value\nDefault\nMAX_IDLE_JOBS_REPORT\nSyntax\nMAX_IDLE_JOBS_REPORT=integer\nDescription\nThe maximum number of idle jobs that are reported in the cluster.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""An 'idle job' is a type of job, so the proposed parent 'job' is correct."",
""evidence_sentence"": ""An idle job is a configured threshold for idle jobs and the number of jobs in the queue that triggered an overrun job exception by having a job idle factor less than the threshold.""
}",2026-01-29T23:21:45Z
